Dereplication_Type_Comparison	Evolutionary_Statistic	Homolog_Group	Value_1	Value_2
GC_99I99C_Derep vs. GC_97I95C_Derep	6. Tajimas D	EF2194	-0.872756986	-1.023429981
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2197	-1.11388689726	-1.33569801643
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2184	-1.27484540976	-1.45089578238
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2178	-0.989715095487	-1.15930396089
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2190	-1.03954678963	-1.13480318632
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2168	-0.239085944319	-0.246478239933
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2169	-0.0944715860295	-0.0948761405742
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2175	-0.632004603104	-0.661808261676
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2199	-1.11822208819	-1.22466157905
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2164	-0.109566967561	-0.122353561001
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2165	-0.862833315107	-0.999041398205
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2171	-0.396686564864	-0.410341100358
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2172	-0.981112732474	-1.05203652679
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2192	-1.28678742711	-1.38779198625
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2177	-1.08382368857	-1.14887782089
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2193	-1.19950359525	-1.29339150468
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2183	-1.01218978942	-1.69439028069
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2179	-1.12078146828	-1.27275439969
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2198	-1.2395652796	-1.34694632228
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2170	-0.106424571384	-0.11325539845
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2191	-1.1388896484	-1.22523632291
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2200	-1.17431991046	-1.26909040915
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2166	-1.24342130456	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2180	-1.10226911374	-1.216195977
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2181	-1.10256125193	-1.22748165815
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2174	-0.169744661218	-0.265515593119
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2195	-1.18904464742	-1.33326210124
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2189	-0.898092218731	-1.11015950708
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2196	-1.07755293251	-1.20881352334
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2176	-1.31023134306	-1.64787979314
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2182	-1.15509527646	-1.22717050239
GC_99I99C_Derep vs. GC_97I95C_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2194	-1.38010702007	-1.47398637165
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2197	-1.90573831259	-1.97836501267
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2184	-2.03316938902	-2.13078946731
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2178	-1.81090269424	-1.84481793659
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2190	-1.76668499075	-1.77527104407
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2168	-0.530957346412	-0.527783878483
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2169	-0.326938345789	-0.322275456072
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2175	-1.03097860338	-1.0256678374
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2199	-1.87674518915	-1.87639052122
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2164	-0.517296368785	-0.495433940259
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2165	-1.45774353536	-1.48558056246
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2171	-0.826360817978	-0.824565383688
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2172	-1.52547221952	-1.55487573151
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2192	-1.992740758	-2.01070675235
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2177	-1.81823210589	-1.78061574595
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2193	-2.00232783553	-1.97344381612
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2183	-2.21761926105	-2.27388979685
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2179	-1.83445156644	-1.88864418356
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2198	-2.03586473446	-2.05925064227
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2170	-0.386068262058	-0.38705430447
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2191	-2.00211407113	-1.99590021592
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2200	-1.83942985526	-1.8503602259
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2166	-1.62472028913	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2180	-1.83199979424	-1.84317418765
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2181	-1.84702140096	-1.87211656832
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2174	-0.87369356868	-0.71713710961
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2195	-1.88855849441	-1.93987213905
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2189	-1.60803795995	-1.67050920987
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2196	-1.75949994959	-1.77745824399
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2176	-1.97923958196	-2.21361404989
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2182	-1.82234578038	-1.82952749753
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2194	-2.09261476218	-2.11434296108
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2197	1.000362947	1.001039179
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2184	1.003329854	1.003466047
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2178	0.996481967	0.995924435
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2190	0.995193151	0.995093296
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2168	0.549268172	0.547030663
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2169	0.364517292	0.364517292
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2175	0.974897959	0.860854058
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2199	1.002932551	1.003412969
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2164	0.579852267	0.428377424
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2165	0.985428319	0.985312285
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2171	0.989750695	0.990891445
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2172	0.99801673	0.999552588
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2192	1.003293782	1.003329854
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2177	1.000775707	0.999776238
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2193	1.002843897	1.002247191
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2183	1.003539834	1.003623188
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2179	1	1.000930507
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2198	1.003311258	1.003058104
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2170	0.526571972	0.526906835
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2191	1.00001941	1
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2200	1	0.999685087
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2166	0.992550744	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2180	0.99700139	0.997066197
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2181	0.996811816	0.99706616
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2174	0.729769187	0.748916231
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2195	0.99899992	0.999812354
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2189	0.993303422	0.9961177
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2196	0.989292747	0.990621298
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2176	0.999758979	1
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2182	1.003412969	1.003623188
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2194	1.003518068	1.003533569
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2197	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2184	1.010443864	1.00867679
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2178	1.00486618	1.003894854
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2190	1.008	1.008
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2168	1.004547348	1.003558719
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2169	1.004547348	1.001595301
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2175	1.004415703	1.004415703
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2199	1.010443864	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2164	1.00255997	1.001665957
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2165	1.004504505	1.001392493
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2171	1.004424779	1.004246285
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2172	1.008612328	1.008
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2192	1.010443864	1.00867679
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2177	1.008203445	1.007543408
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2193	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2183	1.010443864	1.00867679
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2179	1.005411909	1.005411909
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2198	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2170	1.005078548	1.002686322
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2191	1.007756102	1.005728314
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2200	1.008203445	1.00628148
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2166	1.005291005	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2180	1.005375385	1.004717199
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2181	1.003057376	1.002291092
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2174	1.001595301	1.001595301
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2195	1.006681959	1.006629738
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2189	1.007194245	1.00695572
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2196	1.006134969	1.006134969
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2176	1.006681959	1.005714286
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2182	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2194	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2197	15	14
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2184	6	6
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2178	38	30
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2190	31	24
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2168	74	67
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2169	210	195
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2175	62	54
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2199	22	28
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2164	213	136
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2165	70	52
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2171	58	57
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2172	24	30
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2192	27	20
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2177	34	26
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2193	12	13
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2183	15	14
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2179	67	61
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2198	36	30
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2170	168	129
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2191	26	19
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2200	23	18
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2166	41	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2180	68	65
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2181	111	89
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2174	320	269
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2195	16	16
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2189	9	4
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2196	22	17
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2176	15	13
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2182	43	41
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2194	21	14
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2197	-1.937723063	-2.506223681
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2184	-3.024806395	-3.346974664
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2178	-2.087435115	-2.393812343
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2190	-3.264605641	-3.567027503
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2168	-2.805098089	-4.787032667
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2169	-3.049387825	-4.313633763
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2175	-3.130357908	-3.523903623
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2199	-2.823347593	-3.695028505
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2164	-3.056237974	-3.712542735
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2165	-2.083332386	-2.182526881
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2171	-2.790575308	-3.468675866
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2172	-3.114971976	-3.798697627
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2192	-2.775745935	-3.294885858
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2177	-2.365361141	-2.531125646
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2193	-2.636606598	-3.163253136
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2183	-2.653936317	-3.036822399
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2179	-2.853013345	-3.103702033
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2198	-3.576551941	-3.853936655
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2170	-3.022507094	-3.0203315
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2191	-2.475096394	-2.93532165
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2200	-2.709917313	-3.190537459
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2166	-3.774688752	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2180	-2.285884476	-2.474779088
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2181	-2.196452373	-2.399515096
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2174	-2.460025967	-3.192985685
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2195	-2.230922451	-2.905529884
