Dereplication_Type_Comparison	Evolutionary_Statistic	Homolog_Group	Value_1	Value_2
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2182	-0.508475854	-0.474985859
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2177	-1.174056212	-1.088622434
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2200	-0.474720739	-0.691549535
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2194	-0.872756986	-1.221720719
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2170	3.767437533	3.74365061
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2165	0.040875736	0.165203688
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2175	2.467294584	1.958137988
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2166	1.829907987	1.016812461
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2197	-1.338669135	-1.084997276
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2167	NA	1.699010354
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2164	0.627941318	2.104103394
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2178	-1.623216331	-1.459455505
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2195	-0.742649216	-0.895244781
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2192	-0.827072629	-1.057376298
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2191	-1.826459764	-1.664813838
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2193	-1.409068348	-1.805848562
GC_99I99C_Derep vs. GW_Derep	6. Tajimas D	EF2184	-1.118060928	-0.433898492
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2189	-0.898092218731013	-0.8694492317790392
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2169	-0.09447158602954231	-0.09302697749419651
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2190	-1.0395467896284574	-1.0017621936979366
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2199	-1.118222088194905	-1.087843310503522
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2174	-0.16974466121778603	NA
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2180	-1.1022691137379055	-1.05831950369526
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2198	-1.2395652795973804	-1.2140154863024277
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2176	-1.3102313430556074	-1.2349945072365724
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2168	-0.23908594431940308	-0.240003129323702
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2181	-1.1025612519346473	-1.0529740739981581
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2179	-1.1207814682753718	-1.1237056332989552
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2183	-1.012189789417187	-1.3934677330266179
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2172	-0.9811127324737489	-0.9931760711696744
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2171	-0.3966865648639313	-0.39979972293229804
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2196	-1.077552932514573	-1.0413449149582579
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2182	-1.1550952764574716	-1.1067971345040648
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2177	-1.0838236885666004	-1.0407227829994419
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2200	-1.174319910464261	-1.1184699217292557
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2194	-1.3801070200681071	-1.3236383730720749
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2170	-0.10642457138387523	-0.10680399336239868
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2165	-0.8628333151072194	-0.8661867137884872
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2175	-0.6320046031039771	-0.6189098580801663
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2166	-1.243421304563786	-1.1976714186510031
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2197	-1.1138868972594216	-1.159638117419954
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2167	NA	-1.1601861673150655
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2164	-0.10956696756139712	-0.16651854183203896
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2178	-0.9897150954873992	-0.9643500282942735
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2195	-1.1890446474238259	-1.1275354759310545
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2192	-1.28678742711068	-1.204897767041096
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2191	-1.1388896484044373	-1.0981500366173256
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2193	-1.1995035952461484	-1.0745820505174621
GC_99I99C_Derep vs. GW_Derep	5. Proportion Seg. Sites (log10; PC of 1e-5)	EF2184	-1.2748454097590076	-1.2748454097590076
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2189	-1.6080379599469703	-1.4903156244203173
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2169	-0.3269383457889702	-0.3323643689743443
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2190	-1.7666849907547435	-1.6962353675510504
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2199	-1.8767451891465519	-1.8947758966081856
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2174	-0.8736935686800932	NA
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2180	-1.8319997942355655	-1.814395269320629
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2198	-2.0358647344645417	-1.994864206680927
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2176	-1.9792395819622282	-1.9048075565759848
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2168	-0.5309573464121384	-0.5942650561142743
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2181	-1.8470214009594268	-1.8260295619953366
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2179	-1.834451566438879	-1.8427883132085332
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2183	-2.217619261052575	-2.128314419339573
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2172	-1.525472219523506	-1.569097588947986
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2171	-0.8263608179775689	-0.8962713979677626
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2196	-1.7594999495857475	-1.8164260857819816
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2182	-1.8223457803791847	-1.7880024076879728
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2177	-1.8182321058935142	-1.7861563920733807
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2200	-1.8394298552603283	-1.8305128407137905
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2194	-2.0926147621791444	-2.111666928955418
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2170	-0.38606826205796374	-0.39839783125194905
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2165	-1.457743535356533	-1.4598819291298675
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2175	-1.030978603375688	-1.0593919642847482
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2166	-1.6247202891296144	-1.654175210029115
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2197	-1.9057383125869258	-1.932265259230699
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2167	NA	-1.5558487837294386
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2164	-0.5172963687852762	-0.5172088158709913
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2178	-1.8109026942372848	-1.7814054463015319
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2195	-1.8885584944068914	-1.8721090950783714
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2192	-1.9927407580028746	-1.9655139254755838
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2191	-2.0021140711332306	-1.9505170222055555
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2193	-2.002327835525412	-1.9768911076820992
GC_99I99C_Derep vs. GW_Derep	2. Entropy (log10 PC of 1e-5)	EF2184	-2.0331693890160705	-1.9570462688024437
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2189	0.993303422	0.977604658
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2169	0.364517292	0.361864622
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2190	0.995193151	0.995085891
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2199	1.002932551	1.002590674
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2174	0.729769187	NA
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2180	0.99700139	0.997455352
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2198	1.003311258	1.003322259
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2176	0.999758979	0.999563773
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2168	0.549268172	0.55342346
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2181	0.996811816	0.996649535
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2179	1	1
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2183	1.003539834	1.003533569
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2172	0.99801673	0.998527414
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2171	0.989750695	0.993453113
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2196	0.989292747	0.991849225
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2182	1.003412969	1.003058104
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2177	1.000775707	1.001172156
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2200	1	1.000701754
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2194	1.003518068	1.003533569
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2170	0.526571972	0.533123904
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2165	0.985428319	0.986945646
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2175	0.974897959	0.988769231
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2166	0.992550744	0.99696346
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2197	1.000362947	1.000436381
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2167	NA	0.990343382
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2164	0.579852267	0.552751976
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2178	0.996481967	0.99486183
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2195	0.99899992	0.998700768
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2192	1.003293782	1.002953543
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2191	1.00001941	0.999955763
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2193	1.002843897	1.002058218
GC_99I99C_Derep vs. GW_Derep	3. Median BetaRDgc	EF2184	1.003329854	1.003434167
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2189	1.007194245	1.005641749
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2169	1.004547348	1.004914477
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2190	1.008	1.007194245
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2199	1.010443864	1.009132326
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2174	1.001595301	NA
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2180	1.005375385	1.005375385
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2198	1.008486563	1.006410256
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2176	1.006681959	1.006557864
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2168	1.004547348	1.00444299
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2181	1.003057376	1.003058104
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2179	1.005411909	1.006055703
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2183	1.010443864	1.009199987
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2172	1.008612328	1.009132326
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2171	1.004424779	1.004757721
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2196	1.006134969	1.005194805
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2182	1.008486563	1.006708136
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2177	1.008203445	1.008203445
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2200	1.008203445	1.006410256
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2194	1.008486563	1.006976744
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2170	1.005078548	1.005850319
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2165	1.004504505	1.003623188
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2175	1.004415703	1.005291005
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2166	1.005291005	1.005850319
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2197	1.008486563	1.005813953
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2167	NA	1.003894854
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2164	1.00255997	1.003367612
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2178	1.00486618	1.005194805
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2195	1.006681959	1.006557864
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2192	1.010443864	1.009132326
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2191	1.007756102	1.005641749
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2193	1.008486563	1.006410256
GC_99I99C_Derep vs. GW_Derep	4. Max BetaRDgc	EF2184	1.010443864	1.009199987
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2189	9	12
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2169	210	217
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2190	31	26
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2199	22	27
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2174	320	NA
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2180	68	76
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2198	36	36
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2176	15	20
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2168	74	78
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2181	111	130
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2179	67	63
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2183	15	13
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2172	24	22
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2171	58	62
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2196	22	19
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2182	43	50
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2177	34	37
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2200	23	24
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2194	21	23
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2170	168	161
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2165	70	66
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2175	62	66
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2166	41	41
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2197	15	15
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2167	NA	20
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2164	213	232
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2178	38	44
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2195	16	25
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2192	27	32
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2191	26	28
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2193	12	12
GC_99I99C_Derep vs. GW_Derep	7. FUBAR Sel. Sites	EF2184	6	9
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2189	-1.023343255	-1.361741399
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2169	-3.049387825	-2.837662334
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2190	-3.264605641	-2.371870582
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2199	-2.823347593	-2.719264983
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2174	-2.460025967	NA
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2180	-2.285884476	-2.269110896
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2198	-3.576551941	-3.381958507
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2176	-2.781945952	-2.534344593
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2168	-2.805098089	-3.87760328
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2181	-2.196452373	-2.251162625
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2179	-2.853013345	-2.845002453
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2183	-2.653936317	-2.83691332
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2172	-3.114971976	-3.008527262
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2171	-2.790575308	-2.831975677
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2196	-1.371678016	-1.292033577
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2182	-3.257661773	-3.145906982
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2177	-2.365361141	-2.306054009
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2200	-2.709917313	-2.715940361
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2194	-3.057609043	-2.940166087
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2170	-3.022507094	-3.347360768
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2165	-2.083332386	-2.121511038
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2175	-3.130357908	-2.7962465
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2166	-3.774688752	-3.395515503
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2197	-1.937723063	-2.094710077
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2167	NA	-2.91747444
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2164	-3.056237974	-2.865954431
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2178	-2.087435115	-2.215120449
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2195	-2.230922451	-2.354161688
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2192	-2.775745935	-2.935383505
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2191	-2.475096394	-2.476651738
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2193	-2.636606598	-2.187263565
GC_99I99C_Derep vs. GW_Derep	9. FUBAR Avg. Detla	EF2184	-3.024806395	-3.265908927
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2189	0.111111111	0.166666667
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2169	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2190	0.064516129	0.038461538
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2199	0	0
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2174	0.009375	NA
GC_99I99C_Derep vs. GW_Derep	8. FUBAR Prop. Pos Sel.	EF2180	0.132352941	0.105263158
