#BGC Name	Family Number
RAXI01000095.1.region002	385
RAXL01000092.1.region002	385
RAXM01000178.1.region002	385
SJFA01000004.1.region001	385
SJFI01000027.1.region004	385
SJFL01000005.1.region004	385
VYXJ01000018.1.region002	385
BEXS01000133.1.region001	396
BEXN01000148.1.region001	410
BEXP01000237.1.region001	410
BEXQ01000046.1.region001	410
BEXS01000426.1.region001	410
JANCNY010000181.region001	410
LOAK01000150.1.region001	410
RAXC01000035.1.region001	410
RAXE01000069.1.region001	410
SJFJ01000034.1.region001	410
VYXJ01000588.1.region001	410
BEXC01000763.1.region001	413
BEXL01000227.1.region001	413
BEXN01000468.1.region001	413
BEXO01000095.1.region001	413
BEXR01000016.1.region001	413
BEXS01000481.1.region001	413
CP047255.1.region002	413
JABVYY010000017.region002	413
JAMFMQ010000007.region002	413
NPKL01000017.1.region002	413
VYXK01000510.1.region001	413
BEXS01000865.1.region001	426
BEXO01000043.1.region001	433
BEXS01000975.1.region001	433
CP051028.1.region002	433
CP082255.1.region002	433
JANAYK010000223.region001	433
JANAYY010000224.region001	433
JANAZH010000115.region001	433
JANAZM010000222.region001	433
JANAZZ010000229.region001	433
JANBAO010000155.region001	433
JANCNY010000222.region001	433
RAXA01000216.1.region001	433
RAXI01000131.1.region001	433
BEXS01001212.1.region001	435
JALMFT010000005.region002	435
JANAYZ010000033.region001	435
JANAZG010000025.region001	435
JAOAMT010000049.region001	435
JZDT01000545.1.region001	435
LOAK01000130.1.region001	435
LOAL01000226.1.region001	435
LOAQ01003790.1.region001	435
ML734579.1.region001	435
MVDL01000006.1.region002	435
NLCI01000271.1.region001	435
RAXA01000777.1.region001	435
RAXO01000622.1.region001	435
SJEZ01000007.1.region001	435
SJFA01000028.1.region001	435
SJFG01000032.1.region001	435
SJFJ01000036.1.region001	435
SKBW01000024.1.region001	435
SKBZ01000017.1.region001	435
VYXI01000820.1.region001	435
VYXJ01000058.1.region001	435
VYXK01000530.1.region001	435
VYXL01000167.1.region001	435
BEXO01000073.1.region001	443
BEXR01001563.1.region001	443
BGC0000004	443
BGC0000006	443
BGC0000007	443
BGC0000008	443
JABVYT010000123.region001	443
JABVYY010000170.region001	443
JABVYZ010000131.region001	443
JABVZA010000002.region001	443
JABVZD010000004.region001	443
JANAXL010000024.region001	443
JANAXT010000069.region001	443
JANAZH010000088.region001	443
JANAZI010000090.region001	443
JANAZR010000159.region001	443
JZDT01000855.1.region001	443
ML734665.1.region001	443
MVDL01000010.1.region001	443
NLCN01000293.1.region002	443
NWUG02000948.1.region001	443
CP044616.1.region006	2981
CP059865.1.region007	2981
CP061811.2.region005	2981
JAOAMT010000019.region002	2981
JZDT01000485.1.region001	2981
ML734554.1.region003	2981
NWUI02000284.1.region001	2981
QQZZ01000087.1.region002	2981
BGC0002160	2984
CP044616.1.region009	2984
CP059865.1.region004	2984
CP059873.1.region004	2984
CP061811.2.region003	2984
JAOAMT010000152.region001	2984
JZDT01000602.1.region001	2984
ML734575.1.region001	2984
NWUG02001097.1.region001	2984
NWUH02000018.1.region002	2984
QQZZ01000034.1.region001	2984
CP044618.1.region007	3000
CP044620.1.region006	3018
CP059860.1.region006	3018
CP059868.1.region006	3018
CP061806.2.region009	3018
JAOAMT010000134.region001	3018
JZDT01000121.1.region001	3018
ML734631.1.region001	3018
NWUG02000053.1.region001	3018
NWUH02000123.1.region002	3018
NWUI02000366.1.region005	3018
QQZZ01000144.1.region006	3018
BGC0000013	3027
BGC0002237	3027
CP044621.1.region004	3027
CP059862.1.region005	3027
CP059870.1.region004	3027
CP061806.2.region004	3027
JAOAMT010000103.region001	3027
JZDT01000714.1.region001	3027
ML734596.1.region003	3027
NWUG02000653.1.region001	3027
NWUH02000165.1.region001	3027
NWUI02000358.1.region001	3027
QQZZ01000125.1.region001	3027
CP044621.1.region010	3033
CP059862.1.region010	3033
CP059870.1.region010	3033
JAOAMT010000064.region002	3033
ML734561.1.region003	3033
NWUG02000845.1.region001	3033
NWUH02000128.1.region003	3033
NWUI02000349.1.region001	3033
CP044622.1.region001	3034
CP061805.2.region001	3034
JAOAMT010000169.region001	3034
JZDT01000717.1.region001	3034
ML734686.1.region001	3034
CP044622.1.region002	3035
CP059859.1.region001	3035
CP059867.1.region001	3035
CP061805.2.region002	3035
JAOAMT010000314.region001	3035
JZDT01000568.1.region001	3035
ML734619.1.region001	3035
NWUG02000774.1.region001	3035
NWUH02000029.1.region003	3035
NWUI02000384.1.region001	3035
QQZZ01000130.1.region001	3035
CP044622.1.region004	3037
CP059859.1.region002	3037
CP059867.1.region002	3037
CP061805.2.region004	3037
JAOAMT010000206.region001	3037
JZDT01000673.1.region001	3037
NWUG02000902.1.region004	3037
NWUH02000258.1.region001	3037
NWUI02000322.1.region002	3037
QQZZ01000092.1.region004	3037
CP044622.1.region005	3038
CP059859.1.region003	3038
CP059867.1.region003	3038
JZDT01000789.1.region001	3038
ML734577.1.region001	3038
CP044622.1.region007	3040
CP059859.1.region005	3040
CP059867.1.region005	3040
CP061805.2.region008	3040
JAOAMT010000104.region001	3040
JZDT01000924.1.region001	3040
ML734562.1.region001	3040
NWUG02000153.1.region001	3040
NWUH02000215.1.region001	3040
NWUI02000360.1.region001	3040
QQZZ01000127.1.region001	3040
BGC0001516	3042
BGC0002602	3042
CP044622.1.region009	3042
CP059859.1.region007	3042
CP059867.1.region007	3042
CP061805.2.region010	3042
JAOAMT010000100.region001	3042
JZDT01000260.1.region001	3042
ML734625.1.region001	3042
NWUG02001498.1.region001	3042
NWUH02000176.1.region001	3042
NWUI02000080.1.region001	3042
QQZZ01000177.1.region001	3042
CP044623.1.region003	3045
CP061809.2.region009	3045
JAOAMT010000031.region001	3045
JZDT01000776.1.region001	3045
JZDT01000850.1.region001	3045
ML734603.1.region001	3045
ML734671.1.region001	3045
NWUG02000251.1.region001	3045
NWUG02000340.1.region001	3045
NWUH02000149.1.region001	3045
NWUI02000100.1.region001	3045
QQZZ01000052.1.region001	3045
CP044623.1.region005	3047
CP059871.1.region007	3047
JAOAMT010000161.region001	3047
ML734582.1.region001	3047
NWUI02000135.1.region001	3047
CP044623.1.region007	3049
CP059863.1.region005	3049
CP059871.1.region005	3049
CP061809.2.region005	3049
JAOAMT010000050.region001	3049
JZDT01000187.1.region001	3049
ML734583.1.region003	3049
NWUG02000559.1.region002	3049
NWUH02000265.1.region001	3049
NWUI02000144.1.region001	3049
QQZZ01000104.1.region001	3049
BGC0002167	3051
CP044623.1.region009	3051
CP059863.1.region003	3051
CP059871.1.region003	3051
CP061809.2.region003	3051
JAOAMT010000041.region001	3051
JZDT01000187.1.region003	3051
ML734583.1.region001	3051
NWUG02001256.1.region001	3051
NWUH02000265.1.region003	3051
NWUI02000135.1.region004	3051
QQZZ01000104.1.region003	3051
CP044623.1.region010	3052
CP059863.1.region002	3052
CP059871.1.region002	3052
CP061809.2.region002	3052
ML734580.1.region001	3052
NWUI02000018.1.region001	3052
QQZZ01000104.1.region004	3052
CP044623.1.region011	3053
CP059863.1.region001	3053
CP059871.1.region001	3053
CP061809.2.region001	3053
JAOAMT010000034.region001	3053
JZDT01000661.1.region001	3053
ML734567.1.region001	3053
NWUG02000495.1.region001	3053
NWUH02000084.1.region001	3053
NWUI02000286.1.region001	3053
QQZZ01000104.1.region005	3053
BEXQ01000033.1.region001	3057
CP047249.1.region004	3057
JABVYS010000017.region001	3057
JABVYY010000015.region001	3057
JABVYZ010000027.region001	3057
JABVZA010000005.region001	3057
JABVZD010000021.region001	3057
JABVZF010000024.region001	3057
JABVZJ010000023.region001	3057
JAMFMO010000027.region001	3057
JAMFMR010000001.region005	3057
JAMFMS010000005.region005	3057
JAMFMT010000002.region005	3057
JAMFMU010000002.region005	3057
JAMFMV010000001.region005	3057
JAMFMX010000002.region005	3057
JANAXD010000005.region001	3057
JANAXH010000023.region001	3057
JANAXI010000097.region001	3057
JANAXM010000028.region001	3057
JANAXN010000090.region001	3057
JANAXQ010000010.region001	3057
JANAXR010000099.region001	3057
JANAXT010000013.region001	3057
JANAXW010000014.region001	3057
JANAXX010000021.region001	3057
JANAYC010000003.region001	3057
JANAYD010000023.region001	3057
JANAYF010000004.region001	3057
JANAYG010000021.region001	3057
JANAYP010000093.region001	3057
JANAYQ010000120.region001	3057
JANAYR010000034.region001	3057
JANAYU010000021.region001	3057
JANAYV010000023.region001	3057
JANAZB010000017.region001	3057
JANAZC010000010.region001	3057
JANAZD010000003.region001	3057
JANAZK010000007.region001	3057
JANAZN010000089.region001	3057
JANAZP010000019.region001	3057
JANAZR010000003.region001	3057
JANAZU010000009.region001	3057
JANAZW010000124.region001	3057
JANBAC010000013.region001	3057
JANBAF010000028.region001	3057
JANBAL010000003.region001	3057
JANBAM010000022.region001	3057
JANBAN010000003.region001	3057
JANCNW010000019.region001	3057
JANCNY010000025.region001	3057
LLET01000075.1.region001	3057
LOAN01000046.1.region001	3057
LOAO01000044.1.region001	3057
NKQP01000006.1.region002	3057
NKQQ01000033.1.region005	3057
NLCM01000197.1.region004	3057
NLCN01000348.1.region001	3057
RAWY01000114.1.region002	3057
RAWZ01000004.1.region001	3057
RAXB01000152.1.region001	3057
RAXD01000150.1.region002	3057
RAXE01000149.1.region003	3057
RAXG01000031.1.region001	3057
RAXH01000284.1.region001	3057
RAXK01000060.1.region001	3057
RAXN01000224.1.region001	3057
RAXR01000117.1.region001	3057
SJFA01000003.1.region005	3057
SJFD01000055.1.region001	3057
SKBW01000026.1.region003	3057
VYXI01000236.1.region001	3057
VYXK01000035.1.region001	3057
BEXK01000260.1.region001	3069
BEXS01000283.1.region001	3069
CP047251.1.region004	3069
JABVYR010000231.region001	3069
JABVYU010000128.region001	3069
JABVYX010000017.region001	3069
JANAXW010000007.region001	3069
JANAZM010000011.region001	3069
NKQP01000029.1.region002	3069
NLCJ01000203.1.region002	3069
SJFD01000032.1.region001	3069
BEXC01000687.1.region001	3070
BEXC01001886.1.region001	3070
BEXL01000528.1.region001	3070
BEXR01000581.1.region001	3070
BGC0000009	3070
CP047251.1.region005	3070
JANAYE010000295.region001	3070
BEXQ01000160.1.region001	3193
CP051035.1.region002	3193
CP051043.1.region002	3193
CP051051.1.region002	3193
CP059858.1.region004	3193
CP059866.1.region004	3193
JABVYR010000013.region001	3193
JANAXC010000020.region001	3193
JANAZQ010000015.region002	3193
CP051040.1.region002	3321
CP051048.1.region002	3321
CP051056.1.region002	3321
JANAZF010000059.region001	3321
JANAZG010000044.region001	3321
JANAZH010000011.region001	3321
JANCNY010000012.region001	3321
LOAK01000042.1.region001	3321
LOAL01000349.1.region001	3321
RAXA01000190.1.region001	3321
BEXM01000188.1.region001	3437
CP051020.1.region001	3437
CP051076.1.region001	3437
CP082255.1.region001	3437
JABVYW010000012.region001	3437
JANAZJ010000105.region001	3437
CP051021.1.region001	3443
CP051029.1.region001	3443
CP051037.1.region001	3443
CP051045.1.region001	3443
CP051053.1.region001	3443
CP051061.1.region001	3443
CP051077.1.region001	3443
CP051085.1.region001	3443
CP051093.1.region001	3443
CP082256.1.region001	3443
JABVZI010000120.region001	3443
JAGYXF010000036.region001	3443
JANAXP010000013.region001	3443
JANAYJ010000235.region001	3443
JANAYW010000020.region001	3443
JANAZI010000108.region001	3443
JANBAP010000154.region001	3443
LIZI01000027.1.region001	3443
LLET01000033.1.region001	3443
NLCK01000165.1.region001	3443
RAXL01000082.1.region001	3443
SKBX01000043.1.region001	3443
CP051023.1.region004	3455
CP051063.1.region005	3455
CP051079.1.region004	3455
JABVYZ010000092.region001	3455
JABVZE010000103.region001	3455
JABVZK010000172.region001	3455
JANAXC010000022.region001	3455
JANAYJ010000157.region001	3455
JANAYO010000149.region001	3455
JANAZA010000017.region001	3455
JANAZF010000152.region001	3455
JANAZG010000023.region001	3455
JANAZT010000088.region001	3455
JANBAP010000205.region001	3455
LOAO01000004.1.region002	3455
NPKL01000014.1.region001	3455
RAXM01000196.1.region002	3455
SJEZ01000045.1.region001	3455
SJFD01000004.1.region003	3455
VYXK01000506.1.region001	3455
BEXO01000088.1.region001	3506
CP051032.1.region002	3506
CP051088.1.region002	3506
JABVZE010000030.region001	3506
JAGYXF010000068.region001	3506
JANAXL010000019.region001	3506
JANAYI010000101.region001	3506
JANAYL010000035.region001	3506
JANAYO010000067.region001	3506
JANAYW010000038.region001	3506
JANBAG010000033.region001	3506
LIZI01000051.1.region001	3506
LOAQ01000059.1.region001	3506
NLCK01000150.1.region001	3506
RAXC01000015.1.region001	3506
SJFH01000012.1.region001	3506
BEXC01000281.1.region001	3507
BEXK01000082.1.region001	3507
BEXO01000055.1.region001	3507
BEXP01000098.1.region001	3507
CM030975.1.region003	3507
CP051088.1.region003	3507
JABVZD010000165.region001	3507
JANAYA010000025.region001	3507
JANAYC010000023.region001	3507
JANAYI010000056.region001	3507
JANAYJ010000019.region001	3507
JANAYN010000039.region001	3507
JANAYO010000043.region001	3507
JANAZF010000049.region001	3507
JANAZR010000029.region001	3507
JANAZT010000115.region001	3507
JANAZZ010000012.region001	3507
JANBAD010000015.region001	3507
JANBAH010000018.region001	3507
LOAO01000031.1.region001	3507
NLCK01000150.1.region002	3507
RAXA01000524.1.region001	3507
RAXC01000015.1.region002	3507
RAXJ01000037.1.region001	3507
SJFD01000002.1.region002	3507
SJFH01000012.1.region002	3507
VYXJ01000182.1.region001	3507
VYXL01000600.1.region001	3507
BEXK01000306.1.region001	3511
CP051088.1.region007	3511
CP059863.1.region009	3511
CP059871.1.region009	3511
JABVYT010000004.region001	3511
JABVYT010000004.region002	3511
JABVYU010000067.region001	3511
JABVYY010000208.region001	3511
JABVZK010000242.region001	3511
JAMFMP010000007.region002	3511
JAMFMS010000013.region001	3511
JANAXE010000171.region001	3511
JANAXL010000020.region001	3511
JANAXQ010000075.region001	3511
JANAXR010000204.region001	3511
JANAYQ010000122.region001	3511
JANAYY010000056.region002	3511
JANAZZ010000105.region001	3511
NLCM01000310.1.region002	3511
NLCM01000310.1.region003	3511
RAXC01000006.1.region002	3511
SJFG01000029.1.region002	3511
VYXJ01000490.1.region001	3511
BEXR01001047.1.region001	3524
CP051090.1.region006	3524
CP082261.1.region006	3524
JABVYU010000096.region002	3524
JABVZD010000019.region001	3524
JANAXL010000024.region002	3524
JANAYW010000039.region001	3524
JANAZM010000036.region001	3524
SKBX01000037.1.region001	3524
BEXK01000177.1.region001	3531
BEXS01000091.1.region001	3531
CP051019.1.region005	3531
CP051059.1.region005	3531
CP051079.1.region005	3531
CP051091.1.region005	3531
JABVYW010000086.region001	3531
JANAYE010000070.region001	3531
JANAYI010000020.region001	3531
JANAYK010000095.region001	3531
JANAYO010000002.region001	3531
JANAYW010000012.region001	3531
JANAYZ010000030.region001	3531
MVDL01000001.1.region003	3531
NKQP01000056.1.region002	3531
NLCK01000241.1.region004	3531
BEXO01000089.1.region002	3550
BEXQ01000557.1.region001	3550
CM030974.1.region002	3550
CP047253.1.region003	3550
CP051023.1.region002	3550
CP051031.1.region002	3550
CP051039.1.region003	3550
CP051047.1.region003	3550
CP051055.1.region003	3550
CP051063.1.region003	3550
CP051079.1.region002	3550
CP051087.1.region002	3550
CP051095.1.region003	3550
JABVYT010000025.region001	3550
JABVYU010000066.region001	3550
JABVYZ010000029.region001	3550
JABVZD010000011.region001	3550
JAMFMQ010000015.region001	3550
JAMFMR010000033.region001	3550
JAMFMV010000030.region001	3550
JAMFMW010000046.region001	3550
JANAXF010000102.region001	3550
JANAXG010000107.region001	3550
JANAXK010000050.region001	3550
JANAXT010000004.region002	3550
JANAXV010000080.region001	3550
JANAYA010000044.region002	3550
JANAYB010000160.region001	3550
JANAYE010000298.region001	3550
JANAYO010000045.region001	3550
JANAYS010000067.region001	3550
JANAYX010000065.region001	3550
JANAZC010000101.region001	3550
JANAZT010000145.region001	3550
JANAZV010000036.region002	3550
JANAZX010000071.region001	3550
JANBAL010000010.region001	3550
LIZJ01000143.1.region001	3550
NLCJ01000103.1.region001	3550
NLCL01000097.1.region001	3550
NLCM01000156.1.region002	3550
NLCN01000257.1.region001	3550
NPKL01000032.1.region001	3550
RAXC01000017.1.region001	3550
RAXJ01000096.1.region002	3550
RAXK01000133.1.region001	3550
RAXL01000118.1.region001	3550
RAXR01000199.1.region001	3550
SESK01000003.1.region001	3550
SJFD01000004.1.region001	3550
SJFL01000001.1.region002	3550
VYXL01000302.1.region001	3550
BEXL01000513.1.region001	3553
BEXS01000932.1.region001	3553
CM030974.1.region005	3553
CP051023.1.region005	3553
CP051031.1.region005	3553
CP051039.1.region006	3553
CP051047.1.region006	3553
CP051055.1.region006	3553
CP051063.1.region006	3553
CP051079.1.region006	3553
CP051087.1.region005	3553
CP051095.1.region006	3553
CP082258.1.region005	3553
JABVZG010000018.region001	3553
JABVZK010000442.region001	3553
JAMFMQ010000022.region001	3553
JANAXL010000057.region001	3553
JANAYJ010000056.region001	3553
JANAYN010000055.region001	3553
JANAZE010000064.region001	3553
JANAZF010000076.region001	3553
JANAZH010000057.region001	3553
JANAZQ010000071.region001	3553
JANBAH010000072.region001	3553
JANBAI010000064.region001	3553
JANBAK010000062.region001	3553
JANBAO010000062.region001	3553
JANBAP010000041.region001	3553
LLET01000233.1.region001	3553
NLCK01000090.1.region001	3553
RAXC01000003.1.region003	3553
CP051024.1.region002	3555
CP051064.1.region002	3555
CP051080.1.region002	3555
CP051096.1.region002	3555
JABVYW010000223.region001	3555
JABVZI010000237.region001	3555
JANAXP010000004.region001	3555
BEXK01000040.1.region002	3558
BEXN01000084.1.region001	3558
BEXP01000004.1.region001	3558
BEXQ01000041.1.region001	3558
BEXS01000262.1.region001	3558
CM030975.1.region005	3558
CP051024.1.region005	3558
CP051032.1.region005	3558
CP051064.1.region005	3558
CP051080.1.region005	3558
CP051088.1.region005	3558
CP051096.1.region005	3558
JABVYY010000128.region001	3558
JABVYZ010000148.region001	3558
JABVZA010000102.region001	3558
JABVZE010000106.region001	3558
JABVZG010000131.region001	3558
JABVZI010000055.region001	3558
JABVZK010000139.region001	3558
JAGYXF010000068.region004	3558
JANAXC010000005.region003	3558
JANAXL010000074.region002	3558
JANAXP010000039.region002	3558
JANAYA010000025.region003	3558
JANAYC010000023.region003	3558
JANAYH010000001.region004	3558
JANAYQ010000015.region001	3558
JANAZR010000029.region003	3558
JANAZV010000070.region002	3558
JANAZZ010000012.region003	3558
JANBAA010000117.region001	3558
JANBAD010000015.region003	3558
JANBAP010000024.region002	3558
LIZI01000286.1.region001	3558
LOAK01000292.1.region001	3558
LOAL01000185.1.region001	3558
LOAM01000211.1.region001	3558
LOAO01000104.1.region001	3558
MVDL01000017.1.region001	3558
NLCI01000160.1.region004	3558
NLCL01000058.1.region001	3558
NLCM01000143.1.region001	3558
RAXC01000015.1.region004	3558
RAXJ01000183.1.region001	3558
SJFD01000002.1.region004	3558
SJFH01000012.1.region004	3558
VYXJ01000018.1.region001	3558
VYXK01000089.1.region001	3558
VYXL01000072.1.region002	3558
BEXQ01000401.1.region001	3560
BEXS01000945.1.region001	3560
CM030975.1.region007	3560
CP051024.1.region007	3560
CP051064.1.region007	3560
CP051080.1.region007	3560
CP051096.1.region007	3560
JABVYW010000051.region001	3560
JABVYY010000001.region001	3560
JABVZG010000154.region001	3560
JABVZI010000124.region001	3560
JABVZI010000282.region001	3560
JANAYO010000024.region001	3560
JANAYY010000056.region001	3560
JANAZF010000031.region001	3560
JANBAP010000063.region001	3560
BEXP01000042.1.region003	3563
CP051065.1.region002	3563
CP051097.1.region002	3563
JABVYV010000004.region002	3563
JABVZI010000179.region001	3563
JANAXE010000075.region001	3563
JANAXU010000154.region001	3563
JANAZA010000073.region001	3563
JANAZJ010000207.region001	3563
SJFA01000012.1.region003	3563
SJFI01000026.1.region003	3563
BEXC01000366.1.region001	3567
BEXK01000357.1.region001	3567
BEXL01000235.1.region001	3567
BEXN01000407.1.region001	3567
BEXO01000116.1.region001	3567
BEXS01000886.1.region001	3567
CM030977.1.region001	3567
CP047256.1.region001	3567
CP051026.1.region001	3567
CP051066.1.region001	3567
CP051082.1.region001	3567
CP051090.1.region001	3567
CP051098.1.region001	3567
CP059865.1.region002	3567
CP059873.1.region002	3567
JABVYW010000134.region001	3567
JANAYH010000041.region001	3567
JANAYK010000172.region001	3567
JANAYO010000059.region001	3567
JANAYY010000024.region001	3567
JANAZF010000171.region001	3567
JANAZM010000126.region001	3567
JANBAK010000244.region001	3567
JANBAP010000170.region001	3567
JZDT01000865.1.region001	3567
LIZI01000303.1.region001	3567
LIZJ01000166.1.region001	3567
LOAM01000221.1.region001	3567
NWUI02000075.1.region002	3567
QQZZ01000034.1.region003	3567
RAXI01000156.1.region002	3567
RAXL01000056.1.region001	3567
SJFD01000011.1.region001	3567
SKBY01000015.1.region001	3567
VYXK01000487.1.region001	3567
BEXS01000014.1.region001	3568
CM030977.1.region002	3568
CP051026.1.region002	3568
CP051066.1.region002	3568
CP051082.1.region002	3568
CP051090.1.region002	3568
CP051098.1.region002	3568
JABVYS010000065.region001	3568
JABVYV010000050.region001	3568
JABVYW010000036.region001	3568
JABVZA010000041.region001	3568
JABVZI010000059.region001	3568
JANAXL010000053.region001	3568
JANAXP010000050.region001	3568
JANAYJ010000003.region001	3568
JANAZG010000170.region001	3568
JANBAK010000021.region001	3568
LIZI01000282.1.region001	3568
LIZJ01000129.1.region001	3568
SJFL01000038.1.region002	3568
SKBY01000015.1.region002	3568
CP051026.1.region003	3569
CP051034.1.region003	3569
CP051042.1.region003	3569
CP051050.1.region003	3569
CP051058.1.region003	3569
CP051066.1.region003	3569
CP051082.1.region003	3569
CP051098.1.region003	3569
JABVYW010000009.region001	3569
JABVZH010000046.region001	3569
JABVZK010000154.region001	3569
JANAYJ010000003.region002	3569
JANAZG010000114.region001	3569
JANAZH010000007.region002	3569
JANBAO010000006.region002	3569
CP044616.1.region008	3570
CP051026.1.region004	3570
CP051042.1.region004	3570
CP051050.1.region004	3570
CP051058.1.region004	3570
CP051066.1.region004	3570
CP051082.1.region004	3570
CP051098.1.region004	3570
CP059865.1.region005	3570
CP059873.1.region005	3570
CP082261.1.region004	3570
JABVYR010000140.region001	3570
JABVYV010000046.region001	3570
JANAXK010000052.region001	3570
JANAYL010000100.region001	3570
JANAZH010000085.region001	3570
JANAZQ010000088.region001	3570
JANBAO010000037.region001	3570
JANCNY010000153.region001	3570
NLCJ01000104.1.region001	3570
NWUG02001544.1.region001	3570
NWUH02000271.1.region001	3570
RAXM01000207.1.region001	3570
BEXP01000200.1.region001	3571
CP051026.1.region005	3571
CP051066.1.region005	3571
CP051082.1.region005	3571
CP051098.1.region005	3571
CP059873.1.region007	3571
JABVYV010000254.region001	3571
JABVYW010000231.region001	3571
JABVZI010000088.region001	3571
JAMFMQ010000010.region001	3571
NWUH02000248.1.region006	3571
RAXL01000012.1.region001	3571
SESK01000012.1.region001	3571
BEXL01000120.1.region001	3572
BEXR01000526.1.region001	3572
BEXS01000048.1.region001	3572
CP047256.1.region006	3572
CP051026.1.region006	3572
CP051066.1.region006	3572
CP051082.1.region006	3572
