MSA_Position	Major_Allele_Frequency
139	0.8420195439739414
140	0.6685667752442996
141	0.9446254071661238
142	0.9446254071661238
143	1.0
144	0.8403908794788274
145	1.0
146	1.0
147	1.0
148	0.9446254071661238
149	1.0
150	0.7752442996742671
151	0.6685667752442996
152	1.0
153	0.6685667752442996
154	0.9446254071661238
155	0.8420195439739414
156	0.6685667752442996
157	0.7711726384364821
158	0.7711726384364821
159	0.6685667752442996
160	0.6482084690553745
161	0.6701954397394136
162	1.0
163	0.6701954397394136
164	0.7711726384364821
165	0.998371335504886
166	1.0
167	1.0
168	1.0
169	0.6441368078175895
170	0.8403908794788274
171	0.6701954397394136
172	0.9446254071661238
173	1.0
174	0.8021172638436482
175	0.7711726384364821
176	1.0
177	0.8973941368078175
178	0.8973941368078175
179	0.8973941368078175
180	0.8973941368078175
181	0.9446254071661238
182	1.0
183	0.7711726384364821
184	1.0
185	1.0
186	0.6701954397394136
187	0.9429967426710097
188	1.0
189	0.8420195439739414
190	1.0
191	1.0
192	0.9429967426710097
193	0.9845276872964169
194	1.0
195	0.9429967426710097
196	1.0
197	1.0
198	1.0
199	1.0
200	1.0
201	0.8127035830618893
202	1.0
203	1.0
204	0.5903908794788274
205	0.7239413680781759
206	1.0
207	0.7956026058631922
208	0.9446254071661238
209	0.9446254071661238
210	0.6685667752442996
211	0.6685667752442996
212	0.6685667752442996
213	0.8957654723127035
214	1.0
215	1.0
216	0.8281758957654723
217	0.8420195439739414
218	1.0
219	0.4258957654723127
220	1.0
221	1.0
222	0.997557003257329
223	0.998371335504886
224	1.0
225	0.8265472312703583
226	1.0
227	1.0
228	0.7711726384364821
229	1.0
230	1.0
231	1.0
232	1.0
233	1.0
234	0.38925081433224756
235	0.5439739413680782
236	0.9446254071661238
237	0.6628664495114006
238	1.0
239	1.0
240	0.44299674267100975
241	0.8184039087947883
242	0.6449511400651465
243	1.0
244	1.0
245	1.0
246	0.7003257328990228
247	0.7239413680781759
248	1.0
249	0.8167752442996743
250	1.0
251	0.9210097719869706
252	1.0
253	0.7711726384364821
254	1.0
255	0.8420195439739414
256	0.7711726384364821
257	0.8265472312703583
258	0.8876221498371335
259	1.0
260	1.0
261	0.6449511400651465
262	0.9226384364820847
263	1.0
264	0.8167752442996743
265	1.0
266	1.0
267	0.8184039087947883
268	1.0
269	1.0
270	1.0
271	1.0
272	1.0
273	1.0
274	1.0
275	1.0
276	0.7728013029315961
277	1.0
278	0.9446254071661238
279	0.6449511400651465
280	1.0
281	1.0
282	0.9234527687296417
283	1.0
284	0.747557003257329
285	0.40798045602605865
286	0.7711726384364821
287	0.7711726384364821
288	0.6449511400651465
289	0.8265472312703583
290	1.0
291	1.0
292	0.9446254071661238
293	0.9446254071661238
294	0.9446254071661238
295	0.7711726384364821
296	0.7711726384364821
297	0.8265472312703583
298	1.0
299	1.0
300	0.7972312703583062
301	0.3314332247557003
302	0.8021172638436482
303	0.6221498371335505
304	0.9780130293159609
305	1.0
306	0.6066775244299675
307	0.998371335504886
308	0.9446254071661238
309	0.750814332247557
310	0.8973941368078175
311	0.5513029315960912
312	0.6425081433224755
313	0.746742671009772
314	0.9446254071661238
315	0.746742671009772
316	0.8957654723127035
317	0.9763843648208469
318	0.44706840390879476
319	0.8534201954397395
320	0.8420195439739414
321	0.9763843648208469
322	0.7019543973941368
323	0.6995114006514658
324	0.4723127035830619
325	0.6294788273615635
326	0.9226384364820847
327	0.6245928338762216
328	0.9210097719869706
329	1.0
330	0.7988599348534202
331	1.0
332	0.9429967426710097
333	0.5407166123778502
334	1.0
335	1.0
336	0.7801302931596091
337	0.8184039087947883
338	1.0
339	0.8713355048859935
340	0.6775244299674267
341	0.8973941368078175
342	0.44869706840390877
343	0.8403908794788274
344	0.6758957654723127
345	0.5513029315960912
346	0.4739413680781759
347	0.5293159609120521
348	0.7239413680781759
349	0.9446254071661238
350	0.8420195439739414
351	0.47068403908794787
352	0.8029315960912052
353	1.0
354	0.4495114006514658
355	0.5293159609120521
356	0.47068403908794787
357	0.8249185667752443
358	0.6685667752442996
359	0.7239413680781759
360	0.9429967426710097
361	0.8973941368078175
362	1.0
363	0.5325732899022801
364	0.8420195439739414
365	0.8973941368078175
366	0.9372964169381107
367	0.8021172638436482
368	0.8045602605863192
369	0.44706840390879476
370	0.7231270358306189
371	0.6188925081433225
372	0.38843648208469056
373	0.8029315960912052
374	0.8004885993485342
375	0.8403908794788274
376	0.8184039087947883
377	1.0
378	0.5456026058631922
379	1.0
380	1.0
381	1.0
382	0.6221498371335505
383	0.8184039087947883
384	0.7214983713355049
385	0.3990228013029316
386	0.44706840390879476
387	0.42996742671009774
388	0.44381107491856675
389	0.7638436482084691
390	0.8184039087947883
391	0.9429967426710097
392	0.6286644951140065
393	0.6270358306188925
394	0.38436482084690554
395	0.44381107491856675
396	0.754071661237785
397	1.0
398	1.0
399	1.0
400	1.0
401	1.0
402	1.0
403	0.502442996742671
404	0.499185667752443
405	0.6832247557003257
406	1.0
407	0.7813504823151125
408	0.7813504823151125
409	0.48859934853420195
410	0.6490228013029316
411	0.7247557003257329
412	0.3713355048859935
413	0.7247557003257329
414	0.4739413680781759
415	0.44218241042345274
416	0.44869706840390877
417	0.6449511400651465
418	0.5993485342019544
419	0.6726384364820847
420	0.5472312703583062
421	0.7068403908794788
422	1.0
423	0.495114006514658
424	0.5252442996742671
425	0.7190553745928339
426	0.498371335504886
427	0.5496742671009772
428	0.5936482084690554
429	0.9771986970684039
430	0.5260586319218241
431	0.8802931596091205
432	0.8004885993485342
433	0.9429967426710097
434	0.8232899022801303
435	0.7312703583061889
436	1.0
437	1.0
438	0.8916938110749185
439	0.6490228013029316
440	0.8265472312703583
441	0.43159609120521175
442	0.4731270358306189
443	0.6172638436482085
444	0.5700325732899023
445	0.42996742671009774
446	0.6425081433224755
447	0.5806188925081434
448	0.6205211726384365
449	1.0
450	0.9446254071661238
451	0.8004885993485342
452	1.0
453	0.7247557003257329
454	0.44381107491856675
455	0.7711726384364821
456	0.5977198697068404
457	0.746742671009772
458	0.8802931596091205
459	0.5684039087947883
460	1.0
461	0.6775244299674267
462	0.6156351791530945
463	0.44218241042345274
464	0.5260586319218241
465	0.749185667752443
466	0.49104234527687296
467	0.8029315960912052
468	0.48941368078175895
469	0.9210097719869706
470	0.6205211726384365
471	0.6710097719869706
472	0.9446254071661238
473	0.6441368078175895
474	0.5684039087947883
475	0.5293159609120521
476	0.9429967426710097
477	0.9429967426710097
478	1.0
479	0.9763843648208469
480	0.7019543973941368
481	0.8184039087947883
482	0.8184039087947883
483	0.38436482084690554
484	0.8265472312703583
485	0.8029315960912052
486	1.0
487	1.0
488	1.0
489	0.6815960912052117
490	0.504071661237785
491	1.0
492	0.8737785016286646
493	1.0
494	0.9763843648208469
495	0.998371335504886
496	0.8973941368078175
497	0.8322475570032574
498	0.7223127035830619
499	0.6490228013029316
500	0.5244299674267101
501	0.9022801302931596
502	0.5635179153094463
503	0.9429967426710097
504	0.747557003257329
505	0.6278501628664495
506	1.0
507	0.4201954397394137
508	1.0
509	1.0
510	0.8021172638436482
511	0.6425081433224755
512	0.7174267100977199
513	0.4755700325732899
514	0.6425081433224755
515	0.9299674267100977
516	0.44869706840390877
517	0.3517915309446254
518	0.8973941368078175
519	0.5561889250814332
520	0.754071661237785
521	1.0
522	0.9763843648208469
523	1.0
524	0.9763843648208469
525	0.8232899022801303
526	0.8973941368078175
527	0.8973941368078175
528	0.5529315960912052
529	0.5252442996742671
530	0.6832247557003257
531	0.7019543973941368
532	1.0
533	1.0
534	0.5439739413680782
535	0.8973941368078175
536	0.8249185667752443
537	0.6758957654723127
538	0.44381107491856675
539	0.3745928338762215
540	0.750814332247557
541	0.500814332247557
542	0.500814332247557
543	0.43485342019543977
544	1.0
545	1.0
546	1.0
547	1.0
548	1.0
549	0.7312703583061889
550	0.6172638436482085
551	0.6514657980456026
552	0.5806188925081434
553	0.8249185667752443
554	0.5488599348534202
555	0.8249185667752443
556	0.6848534201954397
557	0.9446254071661238
558	0.504071661237785
559	1.0
560	0.9446254071661238
561	0.6156351791530945
562	0.4739413680781759
563	0.9446254071661238
564	0.749185667752443
565	0.8249185667752443
566	0.8249185667752443
567	0.8021172638436482
568	0.6042345276872965
569	1.0
570	0.3778501628664495
571	0.6254071661237784
572	0.9780130293159609
573	0.44625407166123776
574	0.5252442996742671
575	0.3477198697068404
576	0.6571661237785016
577	0.49104234527687296
578	0.9446254071661238
579	0.8241042345276873
580	0.754071661237785
581	0.7003257328990228
582	0.6050488599348535
583	0.5252442996742671
584	0.9446254071661238
585	0.44136807817589574
586	1.0
587	0.9780130293159609
588	0.8045602605863192
589	0.5561889250814332
590	1.0
591	0.5390879478827362
592	0.5700325732899023
593	0.5952768729641694
594	0.992671009771987
595	0.6465798045602605
596	0.8021172638436482
597	0.504071661237785
598	0.6441368078175895
599	0.8973941368078175
600	0.8973941368078175
601	0.6172638436482085
602	0.8420195439739414
603	0.5456026058631922
604	0.4739413680781759
605	0.5781758957654723
606	0.7190553745928339
607	0.6685667752442996
608	0.7711726384364821
609	0.7687296416938111
610	0.8265472312703583
611	1.0
612	0.7711726384364821
613	1.0
614	1.0
615	0.6995114006514658
616	0.9446254071661238
617	0.7223127035830619
618	0.5952768729641694
619	1.0
620	1.0
621	0.5789902280130294
622	0.8265472312703583
623	0.5822475570032574
624	0.8957654723127035
625	0.9446254071661238
626	0.746742671009772
627	0.7223127035830619
628	0.5260586319218241
629	1.0
630	0.8583061889250815
631	0.5700325732899023
632	0.3542345276872964
633	0.3558631921824104
634	0.8232899022801303
635	0.5228013029315961
636	0.5480456026058632
637	1.0
638	1.0
639	0.5211726384364821
640	1.0
641	1.0
642	0.8957654723127035
643	0.8249185667752443
644	0.49267100977198697
645	0.5309446254071661
646	0.5260586319218241
647	0.5537459283387622
648	0.38925081433224756
649	0.3713355048859935
650	0.5749185667752443
651	0.507328990228013
652	0.6254071661237784
653	0.5154723127035831
654	0.3794788273615635
655	1.0
656	1.0
657	1.0
658	0.747557003257329
659	0.747557003257329
660	0.4527687296416938
661	0.5252442996742671
662	0.8265472312703583
663	0.497557003257329
664	0.8306188925081434
665	0.8265472312703583
666	0.998371335504886
667	0.3778501628664495
668	0.8973941368078175
669	0.499185667752443
670	1.0
671	1.0
672	0.6042345276872965
673	1.0
674	1.0
675	0.499185667752443
676	0.38273615635179153
677	0.6498371335504886
678	0.755700325732899
679	0.9446254071661238
680	1.0
681	0.44869706840390877
682	0.7223127035830619
683	0.9446254071661238
684	0.5488599348534202
685	0.7711726384364821
686	0.8249185667752443
687	0.7231270358306189
688	0.9446254071661238
689	0.9210097719869706
690	0.9210097719869706
691	0.754885993485342
692	0.998371335504886
693	0.5464169381107492
694	0.39087947882736157
695	0.9780130293159609
696	0.4006514657980456
697	0.8265472312703583
698	0.7711726384364821
699	0.8265472312703583
700	0.6449511400651465
701	0.5496742671009772
702	0.7052117263843648
703	0.500814332247557
704	0.5252442996742671
705	0.7785016286644951
706	0.6034201954397395
707	0.5496742671009772
708	0.6514657980456026
709	0.4511400651465798
710	1.0
711	0.40635179153094464
712	0.3493485342019544
713	0.7776872964169381
714	0.6425081433224755
715	0.6995114006514658
716	0.6693811074918566
717	0.3949511400651466
718	0.6986970684039088
719	0.5260586319218241
720	0.5529315960912052
721	0.499185667752443
722	0.3729641693811075
723	0.502442996742671
724	0.6726384364820847
725	1.0
726	0.500814332247557
727	0.9210097719869706
728	0.6172638436482085
729	0.49104234527687296
730	0.4193811074918567
731	0.8265472312703583
732	0.8045602605863192
733	0.5268729641693811
734	0.42996742671009774
735	0.43159609120521175
736	0.8281758957654723
737	0.9446254071661238
738	0.3493485342019544
739	0.44706840390879476
740	0.6294788273615635
741	0.8420195439739414
742	0.8957654723127035
743	0.5228013029315961
744	0.44706840390879476
745	0.6449511400651465
746	0.8249185667752443
747	0.747557003257329
748	0.49267100977198697
749	0.500814332247557
750	0.8420195439739414
751	0.6848534201954397
752	0.998371335504886
753	0.48697068403908794
754	0.6205211726384365
755	0.9446254071661238
756	0.5806188925081434
757	0.9446254071661238
758	0.9446254071661238
759	0.7231270358306189
760	0.8265472312703583
761	0.44381107491856675
762	0.6131921824104235
763	1.0
764	0.9446254071661238
765	0.4153094462540717
766	0.6441368078175895
767	0.9446254071661238
768	0.9226384364820847
769	0.9446254071661238
770	1.0
771	0.9731270358306189
772	0.6034201954397395
773	0.4739413680781759
774	0.5252442996742671
775	0.9438110749185668
776	1.0
777	0.3786644951140065
778	0.745114006514658
779	1.0
780	0.7711726384364821
781	0.9446254071661238
782	0.9446254071661238
783	0.7711726384364821
784	1.0
785	0.9446254071661238
786	0.5260586319218241
787	0.8973941368078175
788	1.0
789	0.5464169381107492
790	0.44543973941368076
791	0.8021172638436482
792	0.5912052117263844
793	0.8184039087947883
794	0.6514657980456026
795	0.6449511400651465
796	0.7239413680781759
797	0.7239413680781759
798	0.7239413680781759
799	0.7972312703583062
800	0.8973941368078175
801	0.7068403908794788
802	0.5252442996742671
803	0.3794788273615635
804	0.5561889250814332
805	0.3745928338762215
806	0.5643322475570033
807	0.7280130293159609
808	0.7198697068403909
809	0.749185667752443
810	0.42996742671009774
811	0.6990291262135923
812	1.0
813	1.0
814	1.0
815	1.0
816	1.0
817	0.4576547231270358
818	0.6758957654723127
819	0.5260586319218241
820	0.6669381107491856
821	0.6376221498371335
822	0.5252442996742671
823	0.9543973941368078
824	0.8802931596091205
825	0.4739413680781759
826	0.5328947368421053
827	0.5328947368421053
828	0.9495614035087719
829	0.8037459283387622
830	0.6050488599348535
831	0.4218241042345277
832	0.8021172638436482
833	0.9446254071661238
834	0.9438110749185668
835	0.3273615635179153
836	0.6286644951140065
837	0.9454397394136808
838	0.9177524429967426
839	0.9446254071661238
840	0.6245928338762216
841	0.6123778501628665
842	0.8021172638436482
843	0.5708469055374593
844	0.3534201954397394
845	0.6946254071661238
846	0.499185667752443
847	0.9446254071661238
848	0.6506514657980456
849	0.8021172638436482
850	0.6172638436482085
851	0.999185667752443
852	0.6425081433224755
853	0.44055374592833874
854	0.5301302931596091
855	0.4218241042345277
856	0.46824104234527686
857	0.8021172638436482
858	0.9706840390879479
859	0.9218241042345277
860	0.999185667752443
861	0.6710097719869706
862	0.6682966585167074
863	0.6682966585167074
864	0.4702526487367563
865	0.9470252648736757
866	0.3643031784841076
867	0.7057864710676447
868	0.9445802770986145
869	0.9445802770986145
870	0.6935615321923391
871	0.7465362673186634
872	1.0
873	0.5525672371638142
874	0.6682966585167074
875	0.8264058679706602
876	0.6682966585167074
877	0.7237163814180929
878	0.7237163814180929
879	0.6682966585167074
880	0.8418907905460473
881	0.9763651181744091
882	0.8027709861450693
883	0.5167074164629177
884	0.80440097799511
885	0.5493072534637327
886	0.6120619396903015
887	0.5273023634881826
888	0.6422167889160554
889	0.9445802770986145
890	1.0
891	0.6202118989405053
892	0.9445802770986145
893	1.0
894	0.6487367563162184
895	0.9445802770986145
896	0.8549307253463733
897	0.823960880195599
898	0.556642216788916
899	0.5273023634881826
900	0.8182559087204564
901	0.6039119804400978
902	0.9437652811735942
903	0.3952730236348818
904	1.0
905	1.0
906	0.9706601466992665
907	1.0
908	1.0
909	1.0
910	0.38793806030969846
911	1.0
912	0.7497962510187449
913	0.5484922575387123
914	0.7359413202933985
915	0.7946210268948656
916	0.7367563162184189
917	0.8549307253463733
918	0.5778321108394459
919	0.5925020374898126
920	0.7750611246943765
921	0.4832925835370823
922	0.5574572127139364
923	0.5802770986145069
924	0.6886715566422168
925	0.6199021207177814
926	1.0
927	0.6460032626427407
928	0.6851549755301795
929	0.47471451876019577
930	0.5130505709624796
931	0.5179445350734094
932	1.0
933	0.5367047308319739
934	0.5195758564437194
935	0.5709624796084829
936	0.633768352365416
937	0.5008156606851549
938	0.44045676998368677
939	0.7071778140293637
940	1.0
941	1.0
942	1.0
943	1.0
944	1.0
945	1.0
946	1.0
947	1.0
948	1.0
949	1.0
950	1.0
951	1.0
952	1.0
953	1.0
954	1.0
955	0.4396411092985318
956	0.6704730831973899
957	0.633768352365416
958	0.7414355628058727
959	0.5244698205546493
960	0.7887438825448614
961	0.9445350734094616
962	1.0
963	0.8017944535073409
964	0.9486133768352365
965	0.9486133768352365
966	0.6606851549755302
967	0.5032626427406199
968	0.6476345840130505
969	0.6851549755301795
970	0.4298531810766721
971	0.6729200652528549
972	0.6264274061990212
973	0.4461663947797716
974	0.5717781402936378
975	0.699021207177814
976	0.8972267536704731
977	0.9086460032626428
978	0.8955954323001631
979	0.7163636363636363
980	1.0
981	0.6581818181818182
982	0.5845454545454546
983	0.9381818181818182
984	0.9372727272727273
985	0.3905038759689923
986	0.6104651162790697
987	0.5562015503875969
988	0.867047308319739
989	0.7960848287112561
990	0.5008156606851549
991	0.5577797998180164
992	0.9981801637852593
993	0.913557779799818
994	0.5012244897959184
995	0.7763265306122449
996	0.803265306122449
997	0.4930612244897959
998	0.5248979591836734
999	0.6987755102040817
1000	0.9405684754521964
1001	0.8458225667527993
1002	0.7915590008613265
1003	0.8246329526916802
1004	0.4437194127243067
1005	0.7177814029363785
1006	0.8972267536704731
1007	0.5701468189233279
1008	0.5962479608482871
1009	0.7177814029363785
1010	0.9143556280587276
1011	0.6753670473083198
