Cluster_ID	Statistic	Value
PhamClust_324	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8841991341991342
PhamClust_336	Maximum of maximum E-values observed for any OG (log10)	-16.346787486224656
PhamClust_336	Maximum of near-core OG E-values observed (log10):	-16.346787486224656
PhamClust_336	Maximum distance between near-core OGs:	8
PhamClust_336	Median CDS count:	90.0
PhamClust_336	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7111989134461045
PhamClust_141	Maximum of maximum E-values observed for any OG (log10)	-16.234331445240983
PhamClust_141	Maximum of near-core OG E-values observed (log10):	-16.234331445240983
PhamClust_141	Maximum distance between near-core OGs:	17
PhamClust_141	Median CDS count:	65
PhamClust_141	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4
PhamClust_358	Maximum of maximum E-values observed for any OG (log10)	-23.37986394502624
PhamClust_358	Maximum of near-core OG E-values observed (log10):	-33.4089353929735
PhamClust_358	Maximum distance between near-core OGs:	2
PhamClust_358	Median CDS count:	48
PhamClust_358	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9361702127659575
PhamClust_295	Maximum of maximum E-values observed for any OG (log10)	-19.742321425130815
PhamClust_295	Maximum of near-core OG E-values observed (log10):	-19.742321425130815
PhamClust_295	Maximum distance between near-core OGs:	10
PhamClust_295	Median CDS count:	48.0
PhamClust_295	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6293706293706294
PhamClust_331	Maximum of maximum E-values observed for any OG (log10)	-20.474955192963154
PhamClust_331	Maximum of near-core OG E-values observed (log10):	-20.474955192963154
PhamClust_331	Maximum distance between near-core OGs:	7
PhamClust_331	Median CDS count:	26.0
PhamClust_331	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4230769230769231
PhamClust_250	Maximum of maximum E-values observed for any OG (log10)	-15.832682665251822
PhamClust_250	Maximum of near-core OG E-values observed (log10):	-15.832682665251822
PhamClust_250	Maximum distance between near-core OGs:	4
PhamClust_250	Median CDS count:	106.5
PhamClust_250	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.817063492063492
PhamClust_278	Maximum of maximum E-values observed for any OG (log10)	-12.41907502432438
PhamClust_278	Maximum of near-core OG E-values observed (log10):	-12.41907502432438
PhamClust_278	Maximum distance between near-core OGs:	2
PhamClust_278	Median CDS count:	28.0
PhamClust_278	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8582375478927202
PhamClust_246	Maximum of maximum E-values observed for any OG (log10)	-7.627087997029893
PhamClust_246	Maximum of near-core OG E-values observed (log10):	-7.627087997029893
PhamClust_246	Maximum distance between near-core OGs:	10
PhamClust_246	Median CDS count:	61.0
PhamClust_246	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7106557377049181
PhamClust_375	Maximum of maximum E-values observed for any OG (log10)	-12.718966632752272
PhamClust_375	Maximum of near-core OG E-values observed (log10):	-23.29328221766324
PhamClust_375	Maximum distance between near-core OGs:	3
PhamClust_375	Median CDS count:	81
PhamClust_375	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8888888888888888
PhamClust_302	Maximum of maximum E-values observed for any OG (log10)	-18.35261702988538
PhamClust_302	Maximum of near-core OG E-values observed (log10):	-18.35261702988538
PhamClust_302	Maximum distance between near-core OGs:	5
PhamClust_302	Median CDS count:	101.0
PhamClust_302	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9017857142857143
PhamClust_125	Maximum of maximum E-values observed for any OG (log10)	-8.698970004336019
PhamClust_125	Maximum of near-core OG E-values observed (log10):	-8.698970004336019
PhamClust_125	Maximum distance between near-core OGs:	21
PhamClust_125	Median CDS count:	75
PhamClust_125	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3142857142857143
PhamClust_124	Maximum of maximum E-values observed for any OG (log10)	-15.35261702988538
PhamClust_124	Maximum of near-core OG E-values observed (log10):	-15.35261702988538
PhamClust_124	Maximum distance between near-core OGs:	14
PhamClust_124	Median CDS count:	72
PhamClust_124	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5142857142857142
PhamClust_192	Maximum of maximum E-values observed for any OG (log10)	-7.360513510731413
PhamClust_192	Maximum of near-core OG E-values observed (log10):	-7.360513510731413
PhamClust_192	Maximum distance between near-core OGs:	11
PhamClust_192	Median CDS count:	377.0
PhamClust_192	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8143465259454705
PhamClust_322	Maximum of maximum E-values observed for any OG (log10)	-14.471083299722343
PhamClust_322	Maximum of near-core OG E-values observed (log10):	-14.471083299722343
PhamClust_322	Maximum distance between near-core OGs:	11
PhamClust_322	Median CDS count:	103.0
PhamClust_322	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4328802039082413
PhamClust_334	Maximum of maximum E-values observed for any OG (log10)	-13.777283528852415
PhamClust_334	Maximum of near-core OG E-values observed (log10):	-13.777283528852415
PhamClust_334	Maximum distance between near-core OGs:	49
PhamClust_334	Median CDS count:	212.5
PhamClust_334	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3249235474006116
PhamClust_75	Maximum of maximum E-values observed for any OG (log10)	-4.7495799976911055
PhamClust_75	Maximum of near-core OG E-values observed (log10):	-10.588380294036769
PhamClust_75	Maximum distance between near-core OGs:	16
PhamClust_75	Median CDS count:	93
PhamClust_75	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.550561797752809
PhamClust_226	Maximum of maximum E-values observed for any OG (log10)	-18.688246138944244
PhamClust_226	Maximum of near-core OG E-values observed (log10):	-18.688246138944244
PhamClust_226	Maximum distance between near-core OGs:	2
PhamClust_226	Median CDS count:	74
PhamClust_226	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8783783783783784
PhamClust_402	Maximum of maximum E-values observed for any OG (log10)	-28.924453038607467
PhamClust_402	Maximum of near-core OG E-values observed (log10):	-28.924453038607467
PhamClust_402	Maximum distance between near-core OGs:	3
PhamClust_402	Median CDS count:	69.0
PhamClust_402	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9147727272727273
PhamClust_120	Maximum of maximum E-values observed for any OG (log10)	-4.4698003017969175
PhamClust_120	Maximum of near-core OG E-values observed (log10):	-4.4698003017969175
PhamClust_120	Maximum distance between near-core OGs:	13
PhamClust_120	Median CDS count:	89.0
PhamClust_120	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5838008415147266
PhamClust_211	Maximum of maximum E-values observed for any OG (log10)	-13.95467702121334
PhamClust_211	Maximum of near-core OG E-values observed (log10):	-13.95467702121334
PhamClust_211	Maximum distance between near-core OGs:	24
PhamClust_211	Median CDS count:	62
PhamClust_211	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3548387096774194
PhamClust_410	Maximum of maximum E-values observed for any OG (log10)	-24.1518108830086
PhamClust_410	Maximum of near-core OG E-values observed (log10):	-24.1518108830086
PhamClust_410	Maximum distance between near-core OGs:	1
PhamClust_410	Median CDS count:	83.0
PhamClust_410	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9760452961672474
PhamClust_190	Maximum of maximum E-values observed for any OG (log10)	-11.250263684430939
PhamClust_190	Maximum of near-core OG E-values observed (log10):	-41.2335871528876
PhamClust_190	Maximum distance between near-core OGs:	9
PhamClust_190	Median CDS count:	28.5
PhamClust_190	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6317733990147784
PhamClust_290	Maximum of maximum E-values observed for any OG (log10)	-29.94692155651658
PhamClust_290	Maximum of near-core OG E-values observed (log10):	-37.87289520163519
PhamClust_290	Maximum distance between near-core OGs:	6
PhamClust_290	Median CDS count:	40.5
PhamClust_290	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5192307692307692
PhamClust_185	Maximum of maximum E-values observed for any OG (log10)	-13.209011524911183
PhamClust_185	Maximum of near-core OG E-values observed (log10):	-17.08196966321512
PhamClust_185	Maximum distance between near-core OGs:	30
PhamClust_185	Median CDS count:	49.5
PhamClust_185	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.32352941176470584
PhamClust_99	Maximum of maximum E-values observed for any OG (log10)	-8.0695604052333
PhamClust_99	Maximum of near-core OG E-values observed (log10):	-8.0695604052333
PhamClust_99	Maximum distance between near-core OGs:	18
PhamClust_99	Median CDS count:	86
PhamClust_99	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3888888888888889
PhamClust_7	Maximum of maximum E-values observed for any OG (log10)	-4.253365801062421
PhamClust_7	Maximum of near-core OG E-values observed (log10):	-20.070581074285705
PhamClust_7	Maximum distance between near-core OGs:	23
PhamClust_7	Median CDS count:	44.0
PhamClust_7	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6094497607655502
PhamClust_260	Maximum of maximum E-values observed for any OG (log10)	-12.267606240177031
PhamClust_260	Maximum of near-core OG E-values observed (log10):	-12.267606240177031
PhamClust_260	Maximum distance between near-core OGs:	9
PhamClust_260	Median CDS count:	58
PhamClust_260	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4827586206896552
PhamClust_299	Maximum of maximum E-values observed for any OG (log10)	-6.26440110030182
PhamClust_299	Maximum of near-core OG E-values observed (log10):	-14.86646109162978
PhamClust_299	Maximum distance between near-core OGs:	9
PhamClust_299	Median CDS count:	53.0
PhamClust_299	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4174722520587182
PhamClust_144	Maximum of maximum E-values observed for any OG (log10)	-10.790484985457368
PhamClust_144	Maximum of near-core OG E-values observed (log10):	-10.790484985457368
PhamClust_144	Maximum distance between near-core OGs:	24
PhamClust_144	Median CDS count:	198.0
PhamClust_144	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.48727066584209444
PhamClust_245	Maximum of maximum E-values observed for any OG (log10)	-11.310691140876378
PhamClust_245	Maximum of near-core OG E-values observed (log10):	-11.310691140876378
PhamClust_245	Maximum distance between near-core OGs:	8
PhamClust_245	Median CDS count:	260
PhamClust_245	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9045801526717557
PhamClust_1	Maximum of maximum E-values observed for any OG (log10)	-3.5451551399914893
PhamClust_1	Maximum of near-core OG E-values observed (log10):	-5.123782159408358
PhamClust_1	Maximum distance between near-core OGs:	21
PhamClust_1	Median CDS count:	100
PhamClust_1	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5631067961165048
PhamClust_53	Maximum of maximum E-values observed for any OG (log10)	-4.056505484093897
PhamClust_53	Maximum of near-core OG E-values observed (log10):	-6.119186407719208
PhamClust_53	Maximum distance between near-core OGs:	57
PhamClust_53	Median CDS count:	212.5
PhamClust_53	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5277890901296752
PhamClust_213	Maximum of maximum E-values observed for any OG (log10)	-15.035269078946369
PhamClust_213	Maximum of near-core OG E-values observed (log10):	-19.94692155651658
PhamClust_213	Maximum distance between near-core OGs:	10
PhamClust_213	Median CDS count:	48
PhamClust_213	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5
PhamClust_96	Maximum of maximum E-values observed for any OG (log10)	-8.465973893943865
PhamClust_96	Maximum of near-core OG E-values observed (log10):	-9.886056647693161
PhamClust_96	Maximum distance between near-core OGs:	9
PhamClust_96	Median CDS count:	129.0
PhamClust_96	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8132267441860466
PhamClust_427	Maximum of maximum E-values observed for any OG (log10)	-20.752026733638193
PhamClust_427	Maximum of near-core OG E-values observed (log10):	-20.752026733638193
PhamClust_427	Maximum distance between near-core OGs:	4
PhamClust_427	Median CDS count:	83.5
PhamClust_427	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9344332855093256
PhamClust_218	Maximum of maximum E-values observed for any OG (log10)	-22.51286162452281
PhamClust_218	Maximum of near-core OG E-values observed (log10):	-22.51286162452281
PhamClust_218	Maximum distance between near-core OGs:	19
PhamClust_218	Median CDS count:	75
PhamClust_218	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.29333333333333333
PhamClust_112	Maximum of maximum E-values observed for any OG (log10)	-14.055024091587951
PhamClust_112	Maximum of near-core OG E-values observed (log10):	-14.055024091587951
PhamClust_112	Maximum distance between near-core OGs:	7
PhamClust_112	Median CDS count:	47.0
PhamClust_112	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5261756876663709
PhamClust_415	Maximum of maximum E-values observed for any OG (log10)	-20.249491605148652
PhamClust_415	Maximum of near-core OG E-values observed (log10):	-20.249491605148652
PhamClust_415	Maximum distance between near-core OGs:	4
PhamClust_415	Median CDS count:	89.5
PhamClust_415	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8610069965017492
PhamClust_203	Maximum of maximum E-values observed for any OG (log10)	-12.527243550682787
PhamClust_203	Maximum of near-core OG E-values observed (log10):	-12.527243550682787
PhamClust_203	Maximum distance between near-core OGs:	7
PhamClust_203	Median CDS count:	44
PhamClust_203	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4772727272727273
PhamClust_337	Maximum of maximum E-values observed for any OG (log10)	-25.368556230986826
PhamClust_337	Maximum of near-core OG E-values observed (log10):	-25.368556230986826
PhamClust_337	Maximum distance between near-core OGs:	6
PhamClust_337	Median CDS count:	76.5
PhamClust_337	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8758544087491456
PhamClust_297	Maximum of maximum E-values observed for any OG (log10)	-15.88941028970075
PhamClust_297	Maximum of near-core OG E-values observed (log10):	-15.88941028970075
PhamClust_297	Maximum distance between near-core OGs:	4
PhamClust_297	Median CDS count:	52.5
PhamClust_297	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7063636363636363
PhamClust_238	Maximum of maximum E-values observed for any OG (log10)	-13.151195298948194
PhamClust_238	Maximum of near-core OG E-values observed (log10):	-13.151195298948194
PhamClust_238	Maximum distance between near-core OGs:	4
PhamClust_238	Median CDS count:	47.0
PhamClust_238	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8590686274509804
PhamClust_116	Maximum of maximum E-values observed for any OG (log10)	-8.050609993355087
PhamClust_116	Maximum of near-core OG E-values observed (log10):	-8.050609993355087
PhamClust_116	Maximum distance between near-core OGs:	25
PhamClust_116	Median CDS count:	75.0
PhamClust_116	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4828576723498888
PhamClust_407	Maximum of maximum E-values observed for any OG (log10)	-24.982966660701216
PhamClust_407	Maximum of near-core OG E-values observed (log10):	-28.387216143280263
PhamClust_407	Maximum distance between near-core OGs:	9
PhamClust_407	Median CDS count:	62.5
PhamClust_407	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8484887295081966
PhamClust_93	Maximum of maximum E-values observed for any OG (log10)	-5.279840696594043
PhamClust_93	Maximum of near-core OG E-values observed (log10):	-5.279840696594043
PhamClust_93	Maximum distance between near-core OGs:	35
PhamClust_93	Median CDS count:	224.0
PhamClust_93	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8447885939036381
PhamClust_300	Maximum of maximum E-values observed for any OG (log10)	-31.856985199745903
PhamClust_300	Maximum of near-core OG E-values observed (log10):	-40.58169870868025
PhamClust_300	Maximum distance between near-core OGs:	14
PhamClust_300	Median CDS count:	71.0
PhamClust_300	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.625801282051282
PhamClust_98	Maximum of maximum E-values observed for any OG (log10)	-5.974694134735229
PhamClust_98	Maximum of near-core OG E-values observed (log10):	-5.974694134735229
PhamClust_98	Maximum distance between near-core OGs:	30
PhamClust_98	Median CDS count:	94.0
PhamClust_98	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5767077267637178
PhamClust_220	Maximum of maximum E-values observed for any OG (log10)	-13.07883394936226
PhamClust_220	Maximum of near-core OG E-values observed (log10):	-27.01999662841625
PhamClust_220	Maximum distance between near-core OGs:	19
PhamClust_220	Median CDS count:	68
PhamClust_220	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4264705882352941
PhamClust_349	Maximum of maximum E-values observed for any OG (log10)	-13.978810700930062
PhamClust_349	Maximum of near-core OG E-values observed (log10):	-13.978810700930062
PhamClust_349	Maximum distance between near-core OGs:	9
PhamClust_349	Median CDS count:	107.5
PhamClust_349	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6422077922077922
PhamClust_354	Maximum of maximum E-values observed for any OG (log10)	-18.48678239993206
PhamClust_354	Maximum of near-core OG E-values observed (log10):	-18.48678239993206
PhamClust_354	Maximum distance between near-core OGs:	10
PhamClust_354	Median CDS count:	157
PhamClust_354	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9245283018867925
PhamClust_325	Maximum of maximum E-values observed for any OG (log10)	-32.42829116819131
PhamClust_325	Maximum of near-core OG E-values observed (log10):	-38.59176003468815
PhamClust_325	Maximum distance between near-core OGs:	3
PhamClust_325	Median CDS count:	68.0
PhamClust_325	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9413800562405364
PhamClust_240	Maximum of maximum E-values observed for any OG (log10)	-11.769551078621726
PhamClust_240	Maximum of near-core OG E-values observed (log10):	-11.769551078621726
PhamClust_240	Maximum distance between near-core OGs:	5
PhamClust_240	Median CDS count:	73
PhamClust_240	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8767123287671232
PhamClust_421	Maximum of maximum E-values observed for any OG (log10)	-42.45099673797421
PhamClust_421	Maximum of near-core OG E-values observed (log10):	-42.45099673797421
PhamClust_421	Maximum distance between near-core OGs:	6
PhamClust_421	Median CDS count:	65.5
PhamClust_421	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9173669467787114
PhamClust_101	Maximum of maximum E-values observed for any OG (log10)	-8.027334407733889
PhamClust_101	Maximum of near-core OG E-values observed (log10):	-8.027334407733889
PhamClust_101	Maximum distance between near-core OGs:	23
PhamClust_101	Median CDS count:	176
PhamClust_101	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6910112359550562
PhamClust_15	Maximum of maximum E-values observed for any OG (log10)	-3.617982957425131
PhamClust_15	Maximum of near-core OG E-values observed (log10):	-7.2380721615794705
PhamClust_15	Maximum distance between near-core OGs:	17
PhamClust_15	Median CDS count:	84.0
PhamClust_15	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.42770034843205573
PhamClust_9	Maximum of maximum E-values observed for any OG (log10)	-4.361510743045362
PhamClust_9	Maximum of near-core OG E-values observed (log10):	-18.5543957967264
PhamClust_9	Maximum distance between near-core OGs:	20
PhamClust_9	Median CDS count:	64
PhamClust_9	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.2835820895522388
