Cluster_ID	Statistic	Value
PhamClust_123	Maximum of near-core OG E-values observed:	2.19e-05
PhamClust_123	Maximum distance between near-core OGs:	12
PhamClust_123	Median CDS count:	51
PhamClust_123	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6470588235294118
PhamClust_323	Maximum of maximum E-values observed for any OG	1.39e-25
PhamClust_323	Maximum of near-core OG E-values observed:	1.39e-25
PhamClust_323	Maximum distance between near-core OGs:	8
PhamClust_323	Median CDS count:	72.5
PhamClust_323	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7603928299008391
PhamClust_390	Maximum of maximum E-values observed for any OG	1.05e-21
PhamClust_390	Maximum of near-core OG E-values observed:	1.05e-21
PhamClust_390	Maximum distance between near-core OGs:	3
PhamClust_390	Median CDS count:	39.0
PhamClust_390	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8998022412656559
PhamClust_31	Maximum of maximum E-values observed for any OG	1.68e-08
PhamClust_31	Maximum of near-core OG E-values observed:	1.23e-15
PhamClust_31	Maximum distance between near-core OGs:	30
PhamClust_31	Median CDS count:	80
PhamClust_31	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4444444444444444
PhamClust_233	Maximum of maximum E-values observed for any OG	1.64e-08
PhamClust_233	Maximum of near-core OG E-values observed:	3.37e-18
PhamClust_233	Maximum distance between near-core OGs:	5
PhamClust_233	Median CDS count:	210
PhamClust_233	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9282296650717703
PhamClust_103	Maximum of maximum E-values observed for any OG	8.5e-06
PhamClust_103	Maximum of near-core OG E-values observed:	1.5e-12
PhamClust_103	Maximum distance between near-core OGs:	8
PhamClust_103	Median CDS count:	66
PhamClust_103	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5882352941176471
PhamClust_198	Maximum of maximum E-values observed for any OG	8.46e-10
PhamClust_198	Maximum of near-core OG E-values observed:	8.46e-10
PhamClust_198	Maximum distance between near-core OGs:	15
PhamClust_198	Median CDS count:	211.0
PhamClust_198	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6066711590296496
PhamClust_378	Maximum of maximum E-values observed for any OG	1.66e-14
PhamClust_378	Maximum of near-core OG E-values observed:	1.66e-14
PhamClust_378	Maximum distance between near-core OGs:	4
PhamClust_378	Median CDS count:	190
PhamClust_378	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.868421052631579
PhamClust_359	Maximum of maximum E-values observed for any OG	2.2e-10
PhamClust_359	Maximum of near-core OG E-values observed:	2.2e-10
PhamClust_359	Maximum distance between near-core OGs:	4
PhamClust_359	Median CDS count:	84
PhamClust_359	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9285714285714286
PhamClust_54	Maximum of maximum E-values observed for any OG	4.64e-08
PhamClust_54	Maximum of near-core OG E-values observed:	4.64e-08
PhamClust_54	Maximum distance between near-core OGs:	11
PhamClust_54	Median CDS count:	54
PhamClust_54	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6909090909090909
PhamClust_348	Maximum of maximum E-values observed for any OG	6.06e-20
PhamClust_348	Maximum of near-core OG E-values observed:	6.06e-20
PhamClust_348	Maximum distance between near-core OGs:	3
PhamClust_348	Median CDS count:	21.0
PhamClust_348	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7636363636363637
PhamClust_343	Maximum of maximum E-values observed for any OG	1.56e-17
PhamClust_343	Maximum of near-core OG E-values observed:	1.56e-17
PhamClust_343	Maximum distance between near-core OGs:	7
PhamClust_343	Median CDS count:	68.0
PhamClust_343	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4265628379839931
PhamClust_409	Maximum of maximum E-values observed for any OG	4.28e-21
PhamClust_409	Maximum of near-core OG E-values observed:	4.28e-21
PhamClust_409	Maximum distance between near-core OGs:	6
PhamClust_409	Median CDS count:	73.5
PhamClust_409	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8027582376897445
PhamClust_114	Maximum of maximum E-values observed for any OG	8.24e-18
PhamClust_114	Maximum of near-core OG E-values observed:	1.89e-31
PhamClust_114	Maximum distance between near-core OGs:	17
PhamClust_114	Median CDS count:	55.0
PhamClust_114	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.44545454545454544
PhamClust_303	Maximum of maximum E-values observed for any OG	1.11e-18
PhamClust_303	Maximum of near-core OG E-values observed:	1.11e-18
PhamClust_303	Maximum distance between near-core OGs:	25
PhamClust_303	Median CDS count:	61.0
PhamClust_303	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.431917211328976
PhamClust_438	Maximum of maximum E-values observed for any OG	1.27e-12
PhamClust_438	Maximum of near-core OG E-values observed:	1.27e-12
PhamClust_438	Maximum distance between near-core OGs:	4
PhamClust_438	Median CDS count:	84.5
PhamClust_438	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9467787114845938
PhamClust_108	Maximum of maximum E-values observed for any OG	1.21e-07
PhamClust_108	Maximum of near-core OG E-values observed:	1.21e-07
PhamClust_108	Maximum distance between near-core OGs:	14
PhamClust_108	Median CDS count:	97
PhamClust_108	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3979591836734694
PhamClust_166	Maximum of maximum E-values observed for any OG	6.51e-06
PhamClust_166	Maximum of near-core OG E-values observed:	2.71e-08
PhamClust_166	Maximum distance between near-core OGs:	4
PhamClust_166	Median CDS count:	20
PhamClust_166	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8
PhamClust_195	Maximum of maximum E-values observed for any OG	1.53e-12
PhamClust_195	Maximum of near-core OG E-values observed:	3.01e-41
PhamClust_195	Maximum distance between near-core OGs:	27
PhamClust_195	Median CDS count:	57
PhamClust_195	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.38596491228070173
PhamClust_324	Maximum of maximum E-values observed for any OG	1.95e-31
PhamClust_324	Maximum of near-core OG E-values observed:	4.88e-34
PhamClust_324	Maximum distance between near-core OGs:	4
PhamClust_324	Median CDS count:	43.0
PhamClust_324	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8841991341991342
PhamClust_336	Maximum of maximum E-values observed for any OG	4.5e-17
PhamClust_336	Maximum of near-core OG E-values observed:	4.5e-17
PhamClust_336	Maximum distance between near-core OGs:	8
PhamClust_336	Median CDS count:	90.0
PhamClust_336	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7111989134461045
PhamClust_141	Maximum of maximum E-values observed for any OG	5.83e-17
PhamClust_141	Maximum of near-core OG E-values observed:	5.83e-17
PhamClust_141	Maximum distance between near-core OGs:	17
PhamClust_141	Median CDS count:	65
PhamClust_141	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4
PhamClust_358	Maximum of maximum E-values observed for any OG	4.17e-24
PhamClust_358	Maximum of near-core OG E-values observed:	3.9e-34
PhamClust_358	Maximum distance between near-core OGs:	2
PhamClust_358	Median CDS count:	48
PhamClust_358	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9361702127659575
PhamClust_295	Maximum of maximum E-values observed for any OG	1.81e-20
PhamClust_295	Maximum of near-core OG E-values observed:	1.81e-20
PhamClust_295	Maximum distance between near-core OGs:	10
PhamClust_295	Median CDS count:	48.0
PhamClust_295	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6293706293706294
PhamClust_331	Maximum of maximum E-values observed for any OG	3.35e-21
PhamClust_331	Maximum of near-core OG E-values observed:	3.35e-21
PhamClust_331	Maximum distance between near-core OGs:	7
PhamClust_331	Median CDS count:	26.0
PhamClust_331	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4230769230769231
PhamClust_250	Maximum of maximum E-values observed for any OG	1.47e-16
PhamClust_250	Maximum of near-core OG E-values observed:	1.47e-16
PhamClust_250	Maximum distance between near-core OGs:	4
PhamClust_250	Median CDS count:	106.5
PhamClust_250	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.817063492063492
PhamClust_278	Maximum of maximum E-values observed for any OG	3.81e-13
PhamClust_278	Maximum of near-core OG E-values observed:	3.81e-13
PhamClust_278	Maximum distance between near-core OGs:	2
PhamClust_278	Median CDS count:	28.0
PhamClust_278	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8582375478927202
PhamClust_246	Maximum of maximum E-values observed for any OG	2.36e-08
PhamClust_246	Maximum of near-core OG E-values observed:	2.36e-08
PhamClust_246	Maximum distance between near-core OGs:	10
PhamClust_246	Median CDS count:	61.0
PhamClust_246	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7106557377049181
PhamClust_375	Maximum of maximum E-values observed for any OG	1.91e-13
PhamClust_375	Maximum of near-core OG E-values observed:	5.09e-24
PhamClust_375	Maximum distance between near-core OGs:	3
PhamClust_375	Median CDS count:	81
PhamClust_375	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8888888888888888
PhamClust_302	Maximum of maximum E-values observed for any OG	4.44e-19
PhamClust_302	Maximum of near-core OG E-values observed:	4.44e-19
PhamClust_302	Maximum distance between near-core OGs:	5
PhamClust_302	Median CDS count:	101.0
PhamClust_302	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9017857142857143
PhamClust_125	Maximum of maximum E-values observed for any OG	2e-09
PhamClust_125	Maximum of near-core OG E-values observed:	2e-09
PhamClust_125	Maximum distance between near-core OGs:	21
PhamClust_125	Median CDS count:	75
PhamClust_125	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3142857142857143
PhamClust_124	Maximum of maximum E-values observed for any OG	4.44e-16
PhamClust_124	Maximum of near-core OG E-values observed:	4.44e-16
PhamClust_124	Maximum distance between near-core OGs:	14
PhamClust_124	Median CDS count:	72
PhamClust_124	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5142857142857142
PhamClust_192	Maximum of maximum E-values observed for any OG	4.36e-08
PhamClust_192	Maximum of near-core OG E-values observed:	4.36e-08
PhamClust_192	Maximum distance between near-core OGs:	11
PhamClust_192	Median CDS count:	377.0
PhamClust_192	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8143465259454705
PhamClust_322	Maximum of maximum E-values observed for any OG	3.38e-15
PhamClust_322	Maximum of near-core OG E-values observed:	3.38e-15
PhamClust_322	Maximum distance between near-core OGs:	11
PhamClust_322	Median CDS count:	103.0
PhamClust_322	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4328802039082413
PhamClust_334	Maximum of maximum E-values observed for any OG	1.67e-14
PhamClust_334	Maximum of near-core OG E-values observed:	1.67e-14
PhamClust_334	Maximum distance between near-core OGs:	49
PhamClust_334	Median CDS count:	212.5
PhamClust_334	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3249235474006116
PhamClust_75	Maximum of maximum E-values observed for any OG	1.78e-05
PhamClust_75	Maximum of near-core OG E-values observed:	2.58e-11
PhamClust_75	Maximum distance between near-core OGs:	16
PhamClust_75	Median CDS count:	93
PhamClust_75	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.550561797752809
PhamClust_226	Maximum of maximum E-values observed for any OG	2.05e-19
PhamClust_226	Maximum of near-core OG E-values observed:	2.05e-19
PhamClust_226	Maximum distance between near-core OGs:	2
PhamClust_226	Median CDS count:	74
PhamClust_226	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8783783783783784
PhamClust_402	Maximum of maximum E-values observed for any OG	1.19e-29
PhamClust_402	Maximum of near-core OG E-values observed:	1.19e-29
PhamClust_402	Maximum distance between near-core OGs:	3
PhamClust_402	Median CDS count:	69.0
PhamClust_402	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9147727272727273
PhamClust_120	Maximum of maximum E-values observed for any OG	3.39e-05
PhamClust_120	Maximum of near-core OG E-values observed:	3.39e-05
PhamClust_120	Maximum distance between near-core OGs:	13
PhamClust_120	Median CDS count:	89.0
PhamClust_120	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5838008415147266
PhamClust_211	Maximum of maximum E-values observed for any OG	1.11e-14
PhamClust_211	Maximum of near-core OG E-values observed:	1.11e-14
PhamClust_211	Maximum distance between near-core OGs:	24
PhamClust_211	Median CDS count:	62
PhamClust_211	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3548387096774194
PhamClust_410	Maximum of maximum E-values observed for any OG	7.05e-25
PhamClust_410	Maximum of near-core OG E-values observed:	7.05e-25
PhamClust_410	Maximum distance between near-core OGs:	1
PhamClust_410	Median CDS count:	83.0
PhamClust_410	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9760452961672474
PhamClust_190	Maximum of maximum E-values observed for any OG	5.62e-12
PhamClust_190	Maximum of near-core OG E-values observed:	5.84e-42
PhamClust_190	Maximum distance between near-core OGs:	9
PhamClust_190	Median CDS count:	28.5
PhamClust_190	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6317733990147784
PhamClust_290	Maximum of maximum E-values observed for any OG	1.13e-30
PhamClust_290	Maximum of near-core OG E-values observed:	1.34e-38
PhamClust_290	Maximum distance between near-core OGs:	6
PhamClust_290	Median CDS count:	40.5
PhamClust_290	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5192307692307692
PhamClust_185	Maximum of maximum E-values observed for any OG	6.18e-14
PhamClust_185	Maximum of near-core OG E-values observed:	8.28e-18
PhamClust_185	Maximum distance between near-core OGs:	30
PhamClust_185	Median CDS count:	49.5
PhamClust_185	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.32352941176470584
PhamClust_99	Maximum of maximum E-values observed for any OG	8.52e-09
PhamClust_99	Maximum of near-core OG E-values observed:	8.52e-09
PhamClust_99	Maximum distance between near-core OGs:	18
PhamClust_99	Median CDS count:	86
PhamClust_99	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3888888888888889
PhamClust_7	Maximum of maximum E-values observed for any OG	5.58e-05
PhamClust_7	Maximum of near-core OG E-values observed:	8.5e-21
PhamClust_7	Maximum distance between near-core OGs:	23
PhamClust_7	Median CDS count:	44.0
PhamClust_7	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6094497607655502
PhamClust_260	Maximum of maximum E-values observed for any OG	5.4e-13
PhamClust_260	Maximum of near-core OG E-values observed:	5.4e-13
PhamClust_260	Maximum distance between near-core OGs:	9
PhamClust_260	Median CDS count:	58
PhamClust_260	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4827586206896552
PhamClust_299	Maximum of maximum E-values observed for any OG	5.44e-07
PhamClust_299	Maximum of near-core OG E-values observed:	1.36e-15
PhamClust_299	Maximum distance between near-core OGs:	9
PhamClust_299	Median CDS count:	53.0
PhamClust_299	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4174722520587182
PhamClust_144	Maximum of maximum E-values observed for any OG	1.62e-11
PhamClust_144	Maximum of near-core OG E-values observed:	1.62e-11
PhamClust_144	Maximum distance between near-core OGs:	24
PhamClust_144	Median CDS count:	198.0
PhamClust_144	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.48727066584209444
PhamClust_245	Maximum of maximum E-values observed for any OG	4.89e-12
PhamClust_245	Maximum of near-core OG E-values observed:	4.89e-12
PhamClust_245	Maximum distance between near-core OGs:	8
PhamClust_245	Median CDS count:	260
PhamClust_245	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9045801526717557
PhamClust_1	Maximum of maximum E-values observed for any OG	0.000285
PhamClust_1	Maximum of near-core OG E-values observed:	7.52e-06
PhamClust_1	Maximum distance between near-core OGs:	21
PhamClust_1	Median CDS count:	100
PhamClust_1	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5631067961165048
PhamClust_53	Maximum of maximum E-values observed for any OG	8.78e-05
PhamClust_53	Maximum of near-core OG E-values observed:	7.6e-07
PhamClust_53	Maximum distance between near-core OGs:	57
PhamClust_53	Median CDS count:	212.5
PhamClust_53	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5277890901296752
PhamClust_213	Maximum of maximum E-values observed for any OG	9.22e-16
PhamClust_213	Maximum of near-core OG E-values observed:	1.13e-20
PhamClust_213	Maximum distance between near-core OGs:	10
PhamClust_213	Median CDS count:	48
PhamClust_213	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5
PhamClust_96	Maximum of maximum E-values observed for any OG	3.42e-09
PhamClust_96	Maximum of near-core OG E-values observed:	1.3e-10
PhamClust_96	Maximum distance between near-core OGs:	9
PhamClust_96	Median CDS count:	129.0
PhamClust_96	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8132267441860466
PhamClust_427	Maximum of maximum E-values observed for any OG	1.77e-21
PhamClust_427	Maximum of near-core OG E-values observed:	1.77e-21
PhamClust_427	Maximum distance between near-core OGs:	4
PhamClust_427	Median CDS count:	83.5
PhamClust_427	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9344332855093256
PhamClust_218	Maximum of maximum E-values observed for any OG	3.07e-23
PhamClust_218	Maximum of near-core OG E-values observed:	3.07e-23
PhamClust_218	Maximum distance between near-core OGs:	19
PhamClust_218	Median CDS count:	75
PhamClust_218	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.29333333333333333
PhamClust_112	Maximum of maximum E-values observed for any OG	8.81e-15
PhamClust_112	Maximum of near-core OG E-values observed:	8.81e-15
PhamClust_112	Maximum distance between near-core OGs:	7
PhamClust_112	Median CDS count:	47.0
PhamClust_112	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5261756876663709
PhamClust_415	Maximum of maximum E-values observed for any OG	5.63e-21
PhamClust_415	Maximum of near-core OG E-values observed:	5.63e-21
PhamClust_415	Maximum distance between near-core OGs:	4
PhamClust_415	Median CDS count:	89.5
PhamClust_415	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8610069965017492
PhamClust_203	Maximum of maximum E-values observed for any OG	2.97e-13
PhamClust_203	Maximum of near-core OG E-values observed:	2.97e-13
PhamClust_203	Maximum distance between near-core OGs:	7
PhamClust_203	Median CDS count:	44
PhamClust_203	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4772727272727273
PhamClust_337	Maximum of maximum E-values observed for any OG	4.28e-26
PhamClust_337	Maximum of near-core OG E-values observed:	4.28e-26
PhamClust_337	Maximum distance between near-core OGs:	6
PhamClust_337	Median CDS count:	76.5
PhamClust_337	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8758544087491456
PhamClust_297	Maximum of maximum E-values observed for any OG	1.29e-16
PhamClust_297	Maximum of near-core OG E-values observed:	1.29e-16
PhamClust_297	Maximum distance between near-core OGs:	4
PhamClust_297	Median CDS count:	52.5
PhamClust_297	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7063636363636363
PhamClust_238	Maximum of maximum E-values observed for any OG	7.06e-14
PhamClust_238	Maximum of near-core OG E-values observed:	7.06e-14
PhamClust_238	Maximum distance between near-core OGs:	4
PhamClust_238	Median CDS count:	47.0
PhamClust_238	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8590686274509804
PhamClust_116	Maximum of maximum E-values observed for any OG	8.9e-09
PhamClust_116	Maximum of near-core OG E-values observed:	8.9e-09
PhamClust_116	Maximum distance between near-core OGs:	25
PhamClust_116	Median CDS count:	75.0
PhamClust_116	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4828576723498888
PhamClust_407	Maximum of maximum E-values observed for any OG	1.04e-25
PhamClust_407	Maximum of near-core OG E-values observed:	4.1e-29
PhamClust_407	Maximum distance between near-core OGs:	9
PhamClust_407	Median CDS count:	62.5
PhamClust_407	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8484887295081966
PhamClust_93	Maximum of maximum E-values observed for any OG	5.25e-06
PhamClust_93	Maximum of near-core OG E-values observed:	5.25e-06
PhamClust_93	Maximum distance between near-core OGs:	35
PhamClust_93	Median CDS count:	224.0
PhamClust_93	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8447885939036381
PhamClust_300	Maximum of maximum E-values observed for any OG	1.39e-32
PhamClust_300	Maximum of near-core OG E-values observed:	2.62e-41
PhamClust_300	Maximum distance between near-core OGs:	14
PhamClust_300	Median CDS count:	71.0
PhamClust_300	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.625801282051282
PhamClust_98	Maximum of maximum E-values observed for any OG	1.06e-06
PhamClust_98	Maximum of near-core OG E-values observed:	1.06e-06
PhamClust_98	Maximum distance between near-core OGs:	30
PhamClust_98	Median CDS count:	94.0
PhamClust_98	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5767077267637178
PhamClust_220	Maximum of maximum E-values observed for any OG	8.34e-14
PhamClust_220	Maximum of near-core OG E-values observed:	9.55e-28
PhamClust_220	Maximum distance between near-core OGs:	19
PhamClust_220	Median CDS count:	68
PhamClust_220	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.4264705882352941
PhamClust_349	Maximum of maximum E-values observed for any OG	1.05e-14
PhamClust_349	Maximum of near-core OG E-values observed:	1.05e-14
PhamClust_349	Maximum distance between near-core OGs:	9
PhamClust_349	Median CDS count:	107.5
PhamClust_349	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6422077922077922
PhamClust_354	Maximum of maximum E-values observed for any OG	3.26e-19
PhamClust_354	Maximum of near-core OG E-values observed:	3.26e-19
PhamClust_354	Maximum distance between near-core OGs:	10
PhamClust_354	Median CDS count:	157
PhamClust_354	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9245283018867925
PhamClust_325	Maximum of maximum E-values observed for any OG	3.73e-33
PhamClust_325	Maximum of near-core OG E-values observed:	2.56e-39
PhamClust_325	Maximum distance between near-core OGs:	3
PhamClust_325	Median CDS count:	68.0
PhamClust_325	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9413800562405364
PhamClust_240	Maximum of maximum E-values observed for any OG	1.7e-12
PhamClust_240	Maximum of near-core OG E-values observed:	1.7e-12
PhamClust_240	Maximum distance between near-core OGs:	5
PhamClust_240	Median CDS count:	73
PhamClust_240	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8767123287671232
PhamClust_421	Maximum of maximum E-values observed for any OG	3.54e-43
PhamClust_421	Maximum of near-core OG E-values observed:	3.54e-43
PhamClust_421	Maximum distance between near-core OGs:	6
PhamClust_421	Median CDS count:	65.5
PhamClust_421	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9173669467787114
PhamClust_101	Maximum of maximum E-values observed for any OG	9.39e-09
PhamClust_101	Maximum of near-core OG E-values observed:	9.39e-09
PhamClust_101	Maximum distance between near-core OGs:	23
PhamClust_101	Median CDS count:	176
PhamClust_101	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6910112359550562
PhamClust_15	Maximum of maximum E-values observed for any OG	0.000241
PhamClust_15	Maximum of near-core OG E-values observed:	5.78e-08
PhamClust_15	Maximum distance between near-core OGs:	17
PhamClust_15	Median CDS count:	84.0
PhamClust_15	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.42770034843205573
PhamClust_9	Maximum of maximum E-values observed for any OG	4.35e-05
PhamClust_9	Maximum of near-core OG E-values observed:	2.79e-19
PhamClust_9	Maximum distance between near-core OGs:	20
PhamClust_9	Median CDS count:	64
PhamClust_9	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.2835820895522388
PhamClust_170	Maximum of maximum E-values observed for any OG	8.56e-08
PhamClust_170	Maximum of near-core OG E-values observed:	8.56e-08
PhamClust_170	Maximum distance between near-core OGs:	6
PhamClust_170	Median CDS count:	235.5
PhamClust_170	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8456463436438405
PhamClust_288	Maximum of maximum E-values observed for any OG	5.06e-18
PhamClust_288	Maximum of near-core OG E-values observed:	5.06e-18
PhamClust_288	Maximum distance between near-core OGs:	8
PhamClust_288	Median CDS count:	56.0
PhamClust_288	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5001594896331738
PhamClust_134	Maximum of maximum E-values observed for any OG	1.29e-07
PhamClust_134	Maximum of near-core OG E-values observed:	1.29e-07
PhamClust_134	Maximum distance between near-core OGs:	13
PhamClust_134	Median CDS count:	176
PhamClust_134	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.632768361581921
PhamClust_24	Maximum of maximum E-values observed for any OG	1.89e-07
PhamClust_24	Maximum of near-core OG E-values observed:	2.52e-09
PhamClust_24	Maximum distance between near-core OGs:	15
PhamClust_24	Median CDS count:	96.5
PhamClust_24	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.42928571428571427
PhamClust_152	Maximum of maximum E-values observed for any OG	2.05e-10
PhamClust_152	Maximum of near-core OG E-values observed:	1.12e-12
PhamClust_152	Maximum distance between near-core OGs:	16
PhamClust_152	Median CDS count:	65
PhamClust_152	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.38461538461538464
PhamClust_86	Maximum of maximum E-values observed for any OG	3.19e-11
PhamClust_86	Maximum of near-core OG E-values observed:	3.19e-11
PhamClust_86	Maximum distance between near-core OGs:	17
PhamClust_86	Median CDS count:	66.5
