Cluster_ID	Statistic	Value
GCF_1091	Maximum of near-core OG E-values observed:	0.0
GCF_1091	Maximum distance between near-core OGs:	1
GCF_1091	Median CDS count:	2
GCF_1091	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1793	Maximum of maximum E-values observed for any OG	4.79e-43
GCF_1793	Maximum of near-core OG E-values observed:	4.79e-43
GCF_1793	Maximum distance between near-core OGs:	2
GCF_1793	Median CDS count:	13
GCF_1793	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6923076923076923
GCF_2294	Maximum of maximum E-values observed for any OG	1.14e-83
GCF_2294	Maximum of near-core OG E-values observed:	0.0
GCF_2294	Maximum distance between near-core OGs:	2
GCF_2294	Median CDS count:	7
GCF_2294	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7142857142857143
GCF_703	Maximum of maximum E-values observed for any OG	8.52e-20
GCF_703	Maximum of near-core OG E-values observed:	8.52e-20
GCF_703	Maximum distance between near-core OGs:	1
GCF_703	Median CDS count:	7
GCF_703	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5714285714285714
GCF_1073	Maximum of maximum E-values observed for any OG	1.07e-159
GCF_1073	Maximum of near-core OG E-values observed:	1.07e-159
GCF_1073	Maximum distance between near-core OGs:	1
GCF_1073	Median CDS count:	5.5
GCF_1073	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9166666666666667
GCF_1258	Maximum of maximum E-values observed for any OG	1.64e-135
GCF_1258	Maximum of near-core OG E-values observed:	1.64e-135
GCF_1258	Maximum distance between near-core OGs:	1
GCF_1258	Median CDS count:	4.0
GCF_1258	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_90	Maximum of maximum E-values observed for any OG	1.61e-92
GCF_90	Maximum of near-core OG E-values observed:	1.61e-92
GCF_90	Maximum distance between near-core OGs:	1
GCF_90	Median CDS count:	9.0
GCF_90	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1143	Maximum of maximum E-values observed for any OG	9.9e-24
GCF_1143	Maximum of near-core OG E-values observed:	1.84e-188
GCF_1143	Maximum distance between near-core OGs:	1
GCF_1143	Median CDS count:	5
GCF_1143	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8
GCF_216	Maximum of maximum E-values observed for any OG	7.89e-15
GCF_216	Maximum of near-core OG E-values observed:	5.95e-21
GCF_216	Maximum distance between near-core OGs:	1
GCF_216	Median CDS count:	27.5
GCF_216	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.18187830687830686
GCF_1697	Maximum of maximum E-values observed for any OG	1.09e-59
GCF_1697	Maximum of near-core OG E-values observed:	1.15e-75
GCF_1697	Maximum distance between near-core OGs:	2
GCF_1697	Median CDS count:	25.0
GCF_1697	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8051529790660226
GCF_954	Maximum of maximum E-values observed for any OG	3.01e-21
GCF_954	Maximum of near-core OG E-values observed:	1.57e-44
GCF_954	Maximum distance between near-core OGs:	2
GCF_954	Median CDS count:	38
GCF_954	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.13157894736842105
GCF_1161	Maximum of maximum E-values observed for any OG	3.08e-287
GCF_1161	Maximum of near-core OG E-values observed:	3.08e-287
GCF_1161	Maximum distance between near-core OGs:	2
GCF_1161	Median CDS count:	3.0
GCF_1161	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6666666666666666
GCF_1400	Maximum of maximum E-values observed for any OG	1.79e-31
GCF_1400	Maximum of near-core OG E-values observed:	1.89e-44
GCF_1400	Maximum distance between near-core OGs:	4
GCF_1400	Median CDS count:	41.5
GCF_1400	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8193960511033682
GCF_1733	Maximum of maximum E-values observed for any OG	1.45e-37
GCF_1733	Maximum of near-core OG E-values observed:	1.45e-37
GCF_1733	Maximum distance between near-core OGs:	1
GCF_1733	Median CDS count:	23.5
GCF_1733	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9038461538461539
GCF_827	Maximum of maximum E-values observed for any OG	1.53e-96
GCF_827	Maximum of near-core OG E-values observed:	1.53e-96
GCF_827	Maximum distance between near-core OGs:	1
GCF_827	Median CDS count:	10.0
GCF_827	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_410	Maximum of maximum E-values observed for any OG	0.0
GCF_410	Maximum of near-core OG E-values observed:	0.0
GCF_410	Maximum distance between near-core OGs:	1
GCF_410	Median CDS count:	3.0
GCF_410	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1424	Maximum of maximum E-values observed for any OG	2.89e-39
GCF_1424	Maximum of near-core OG E-values observed:	1.01e-78
GCF_1424	Maximum distance between near-core OGs:	1
GCF_1424	Median CDS count:	23.5
GCF_1424	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6527777777777778
GCF_948	Maximum of maximum E-values observed for any OG	5.53e-36
GCF_948	Maximum of near-core OG E-values observed:	1.66e-54
GCF_948	Maximum distance between near-core OGs:	3
GCF_948	Median CDS count:	12.5
GCF_948	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8814102564102564
GCF_155	Maximum of maximum E-values observed for any OG	1.66e-44
GCF_155	Maximum of near-core OG E-values observed:	0.0
GCF_155	Maximum distance between near-core OGs:	1
GCF_155	Median CDS count:	6.0
GCF_155	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8571428571428572
GCF_505	Maximum of maximum E-values observed for any OG	1.15e-38
GCF_505	Maximum of near-core OG E-values observed:	1.15e-38
GCF_505	Maximum distance between near-core OGs:	1
GCF_505	Median CDS count:	7.0
GCF_505	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2331	Maximum of maximum E-values observed for any OG	5.23e-33
GCF_2331	Maximum of near-core OG E-values observed:	5.23e-33
GCF_2331	Maximum distance between near-core OGs:	1
GCF_2331	Median CDS count:	9.0
GCF_2331	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9
GCF_62	Maximum of maximum E-values observed for any OG	1.1e-46
GCF_62	Maximum of near-core OG E-values observed:	0.0
GCF_62	Maximum distance between near-core OGs:	1
GCF_62	Median CDS count:	17.0
GCF_62	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.425
GCF_49	Maximum of maximum E-values observed for any OG	2.57e-44
GCF_49	Maximum of near-core OG E-values observed:	1.57e-145
GCF_49	Maximum distance between near-core OGs:	1
GCF_49	Median CDS count:	24.0
GCF_49	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8333333333333334
GCF_901	Maximum of maximum E-values observed for any OG	4.78e-31
GCF_901	Maximum of near-core OG E-values observed:	4.78e-31
GCF_901	Maximum distance between near-core OGs:	2
GCF_901	Median CDS count:	16
GCF_901	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9375
GCF_1867	Maximum of maximum E-values observed for any OG	1.45e-107
GCF_1867	Maximum of near-core OG E-values observed:	3.47e-125
GCF_1867	Maximum distance between near-core OGs:	1
GCF_1867	Median CDS count:	30.0
GCF_1867	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9375
GCF_1288	Maximum of maximum E-values observed for any OG	1.73e-212
GCF_1288	Maximum of near-core OG E-values observed:	2.2e-224
GCF_1288	Maximum distance between near-core OGs:	1
GCF_1288	Median CDS count:	11.0
GCF_1288	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9166666666666667
GCF_2267	Maximum of maximum E-values observed for any OG	2.16e-32
GCF_2267	Maximum of near-core OG E-values observed:	3.78e-194
GCF_2267	Maximum distance between near-core OGs:	3
GCF_2267	Median CDS count:	12.0
GCF_2267	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.3356643356643357
GCF_685	Maximum of maximum E-values observed for any OG	6.06e-111
GCF_685	Maximum of near-core OG E-values observed:	6.06e-111
GCF_685	Maximum distance between near-core OGs:	1
GCF_685	Median CDS count:	15.0
GCF_685	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2010	Maximum of maximum E-values observed for any OG	1.47e-168
GCF_2010	Maximum of near-core OG E-values observed:	8.58e-259
GCF_2010	Maximum distance between near-core OGs:	1
GCF_2010	Median CDS count:	5.0
GCF_2010	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8333333333333333
GCF_1448	Maximum of maximum E-values observed for any OG	1.67e-94
GCF_1448	Maximum of near-core OG E-values observed:	1.67e-94
GCF_1448	Maximum distance between near-core OGs:	2
GCF_1448	Median CDS count:	16.0
GCF_1448	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8253968253968254
GCF_1226	Maximum of maximum E-values observed for any OG	4.78e-27
GCF_1226	Maximum of near-core OG E-values observed:	1.35e-227
GCF_1226	Maximum distance between near-core OGs:	2
GCF_1226	Median CDS count:	14.5
GCF_1226	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7595238095238095
GCF_2156	Maximum of maximum E-values observed for any OG	3.29e-57
GCF_2156	Maximum of near-core OG E-values observed:	3.29e-57
GCF_2156	Maximum distance between near-core OGs:	1
GCF_2156	Median CDS count:	20.0
GCF_2156	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1796	Maximum of maximum E-values observed for any OG	6.13e-66
GCF_1796	Maximum of near-core OG E-values observed:	6.13e-66
GCF_1796	Maximum distance between near-core OGs:	1
GCF_1796	Median CDS count:	27.5
GCF_1796	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9457671957671958
GCF_401	Maximum of maximum E-values observed for any OG	1.75e-37
GCF_401	Maximum of near-core OG E-values observed:	1.75e-37
GCF_401	Maximum distance between near-core OGs:	2
GCF_401	Median CDS count:	62.5
GCF_401	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8055853920515574
GCF_1152	Maximum of maximum E-values observed for any OG	1.16e-119
GCF_1152	Maximum of near-core OG E-values observed:	2.93e-127
GCF_1152	Maximum distance between near-core OGs:	2
GCF_1152	Median CDS count:	9.5
GCF_1152	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7556818181818181
GCF_495	Maximum of maximum E-values observed for any OG	1.05e-31
GCF_495	Maximum of near-core OG E-values observed:	1.05e-31
GCF_495	Maximum distance between near-core OGs:	2
GCF_495	Median CDS count:	8
GCF_495	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.875
GCF_1118	Maximum of maximum E-values observed for any OG	0.0
GCF_1118	Maximum of near-core OG E-values observed:	0.0
GCF_1118	Maximum distance between near-core OGs:	1
GCF_1118	Median CDS count:	5.0
GCF_1118	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2072	Maximum of maximum E-values observed for any OG	9.02e-146
GCF_2072	Maximum of near-core OG E-values observed:	9.02e-146
GCF_2072	Maximum distance between near-core OGs:	1
GCF_2072	Median CDS count:	2.0
GCF_2072	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_158	Maximum of maximum E-values observed for any OG	2.17e-105
GCF_158	Maximum of near-core OG E-values observed:	2.17e-105
GCF_158	Maximum distance between near-core OGs:	2
GCF_158	Median CDS count:	10.5
GCF_158	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8590909090909091
GCF_593	Maximum of maximum E-values observed for any OG	1.46e-123
GCF_593	Maximum of near-core OG E-values observed:	1.46e-123
GCF_593	Maximum distance between near-core OGs:	1
GCF_593	Median CDS count:	7.0
GCF_593	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.875
GCF_604	Maximum of maximum E-values observed for any OG	3.48e-105
GCF_604	Maximum of near-core OG E-values observed:	3.48e-105
GCF_604	Maximum distance between near-core OGs:	1
GCF_604	Median CDS count:	6
GCF_604	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2293	Maximum of maximum E-values observed for any OG	1.51e-51
GCF_2293	Maximum of near-core OG E-values observed:	1.51e-51
GCF_2293	Maximum distance between near-core OGs:	2
GCF_2293	Median CDS count:	18.5
GCF_2293	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7686335403726708
GCF_1831	Maximum of maximum E-values observed for any OG	4.6e-45
GCF_1831	Maximum of near-core OG E-values observed:	4.6e-45
GCF_1831	Maximum distance between near-core OGs:	2
GCF_1831	Median CDS count:	15
GCF_1831	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8
GCF_921	Maximum of maximum E-values observed for any OG	6.77e-75
GCF_921	Maximum of near-core OG E-values observed:	1.51e-181
GCF_921	Maximum distance between near-core OGs:	2
GCF_921	Median CDS count:	19.5
GCF_921	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.6128571428571429
GCF_1588	Maximum of maximum E-values observed for any OG	6.57e-176
GCF_1588	Maximum of near-core OG E-values observed:	6.57e-176
GCF_1588	Maximum distance between near-core OGs:	1
GCF_1588	Median CDS count:	6.0
GCF_1588	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8571428571428572
GCF_1779	Maximum of maximum E-values observed for any OG	2.45e-61
GCF_1779	Maximum of near-core OG E-values observed:	2.45e-61
GCF_1779	Maximum distance between near-core OGs:	1
GCF_1779	Median CDS count:	32.5
GCF_1779	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9166666666666667
GCF_1790	Maximum of maximum E-values observed for any OG	6.22e-70
GCF_1790	Maximum of near-core OG E-values observed:	6.22e-70
GCF_1790	Maximum distance between near-core OGs:	1
GCF_1790	Median CDS count:	9.0
GCF_1790	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_1808	Maximum of maximum E-values observed for any OG	6.8e-52
GCF_1808	Maximum of near-core OG E-values observed:	6.8e-52
GCF_1808	Maximum distance between near-core OGs:	8
GCF_1808	Median CDS count:	27.0
GCF_1808	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.825
GCF_502	Maximum of maximum E-values observed for any OG	7.56e-37
GCF_502	Maximum of near-core OG E-values observed:	7.56e-37
GCF_502	Maximum distance between near-core OGs:	1
GCF_502	Median CDS count:	11
GCF_502	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.45454545454545453
GCF_2401	Maximum of maximum E-values observed for any OG	1.25e-48
GCF_2401	Maximum of near-core OG E-values observed:	1.25e-48
GCF_2401	Maximum distance between near-core OGs:	1
GCF_2401	Median CDS count:	20.0
GCF_2401	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.95
GCF_121	Maximum of maximum E-values observed for any OG	2.57e-57
GCF_121	Maximum of near-core OG E-values observed:	2.57e-57
GCF_121	Maximum distance between near-core OGs:	3
GCF_121	Median CDS count:	23.0
GCF_121	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.5376623376623377
GCF_627	Maximum of maximum E-values observed for any OG	1.36e-56
GCF_627	Maximum of near-core OG E-values observed:	1.36e-56
GCF_627	Maximum distance between near-core OGs:	1
GCF_627	Median CDS count:	18.5
GCF_627	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.8409090909090908
GCF_677	Maximum of maximum E-values observed for any OG	2.76e-18
GCF_677	Maximum of near-core OG E-values observed:	5.35e-219
GCF_677	Maximum distance between near-core OGs:	1
GCF_677	Median CDS count:	10
GCF_677	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7
GCF_1355	Maximum of maximum E-values observed for any OG	1.9e-76
GCF_1355	Maximum of near-core OG E-values observed:	1.9e-76
GCF_1355	Maximum distance between near-core OGs:	1
GCF_1355	Median CDS count:	6.0
GCF_1355	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_2285	Maximum of maximum E-values observed for any OG	1.15e-97
GCF_2285	Maximum of near-core OG E-values observed:	1.13e-176
GCF_2285	Maximum distance between near-core OGs:	2
GCF_2285	Median CDS count:	16
GCF_2285	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9375
GCF_1516	Maximum of maximum E-values observed for any OG	2.1e-25
GCF_1516	Maximum of near-core OG E-values observed:	2.1e-25
GCF_1516	Maximum distance between near-core OGs:	5
GCF_1516	Median CDS count:	6.5
GCF_1516	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.65
GCF_1376	Maximum of maximum E-values observed for any OG	9.08e-34
GCF_1376	Maximum of near-core OG E-values observed:	2.16e-178
GCF_1376	Maximum distance between near-core OGs:	2
GCF_1376	Median CDS count:	9.0
GCF_1376	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.9
GCF_1321	Maximum of maximum E-values observed for any OG	1.19e-86
GCF_1321	Maximum of near-core OG E-values observed:	1.19e-86
GCF_1321	Maximum distance between near-core OGs:	3
GCF_1321	Median CDS count:	13.0
GCF_1321	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_969	Maximum of maximum E-values observed for any OG	2.09e-188
GCF_969	Maximum of near-core OG E-values observed:	2.09e-188
GCF_969	Maximum distance between near-core OGs:	1
GCF_969	Median CDS count:	8.0
GCF_969	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	1.0
GCF_560	Maximum of maximum E-values observed for any OG	5.02e-42
GCF_560	Maximum of near-core OG E-values observed:	3.82e-78
GCF_560	Maximum distance between near-core OGs:	4
GCF_560	Median CDS count:	15.5
GCF_560	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7815126050420168
GCF_477	Maximum of maximum E-values observed for any OG	3.13e-28
GCF_477	Maximum of near-core OG E-values observed:	2.5e-39
GCF_477	Maximum distance between near-core OGs:	3
GCF_477	Median CDS count:	13
GCF_477	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.7692307692307693
GCF_169	Maximum of maximum E-values observed for any OG	9.85e-268
GCF_169	Maximum of near-core OG E-values observed:	5.55e-273
GCF_169	Maximum distance between near-core OGs:	1
GCF_169	Median CDS count:	9.5
GCF_169	Median proportion of CDS which are near-core (conserved in 80 percent of gene-clusters):	0.95
