HOG	OG	Gene Tree Parent Clade	Ref_Epa_from_V583_fai-gene-cluster-1	t10_fai-gene-cluster-1	t11_fai-gene-cluster-1	t12_fai-gene-cluster-1	t13_fai-gene-cluster-1	t14_fai-gene-cluster-1	t15_fai-gene-cluster-1	t16_fai-gene-cluster-1	t17_fai-gene-cluster-1	t18_fai-gene-cluster-1	t19_fai-gene-cluster-1	t1_fai-gene-cluster-1	t20_fai-gene-cluster-1	t21_fai-gene-cluster-1	t22_fai-gene-cluster-1	t23_fai-gene-cluster-1	t24_fai-gene-cluster-1	t25_fai-gene-cluster-1	t26_fai-gene-cluster-1	t27_fai-gene-cluster-1	t28_fai-gene-cluster-1	t29_fai-gene-cluster-1	t2_fai-gene-cluster-1	t30_fai-gene-cluster-1	t3_fai-gene-cluster-1	t4_fai-gene-cluster-1	t5_fai-gene-cluster-1	t6_fai-gene-cluster-1	t7_fai-gene-cluster-1	t8_fai-gene-cluster-1	t9_fai-gene-cluster-1
N1.HOG0000027	OG0000009	n3					AAT_000177											ABC_000146		AAG_000172											AAC_000172		
N1.HOG0000028	OG0000009	n28					AAT_000178											ABC_000147		AAG_000173											AAC_000173		
N1.HOG0000029	OG0000010	n1					AAT_000139											ABC_000118		AAG_000136											AAC_000137		
N1.HOG0000030	OG0000010	n30					AAT_000138													AAG_000135											AAC_000136		
N1.HOG0000031	OG0000011	n1					AAT_000141											ABC_000120		AAG_000138											AAC_000139		
N1.HOG0000032	OG0000011	n23					AAT_000140											ABC_000119		AAG_000137											AAC_000138		
N1.HOG0000033	OG0000012	n3					AAT_000186											ABC_000155		AAG_000181											AAC_000181		
N1.HOG0000034	OG0000012	n33					AAT_000187													AAG_000182													
N1.HOG0000035	OG0000012	n35					AAT_000188											ABC_000156		AAG_000183											AAC_000182		
N1.HOG0000036	OG0000013	n0					AAT_000146											ABC_000124		AAG_000143											AAC_000144		
N1.HOG0000037	OG0000014	n0					AAT_000183											ABC_000152		AAG_000178											AAC_000178		
N1.HOG0000038	OG0000015	n2					AAT_000154											ABC_000130		AAG_000151													
N1.HOG0000039	OG0000015	n5																													AAC_000153		
N1.HOG0000040	OG0000015	n31																													AAC_000152		
N1.HOG0000041	OG0000016	n3					AAT_000174											ABC_000144		AAG_000169											AAC_000169		
N1.HOG0000042	OG0000016	n19					AAT_000175													AAG_000170											AAC_000170		
N1.HOG0000043	OG0000017	n0					AAT_000179											ABC_000148		AAG_000174											AAC_000174		
N1.HOG0000044	OG0000018	n2					AAT_000142													AAG_000139											AAC_000140		
N1.HOG0000045	OG0000018	n27					AAT_000143											ABC_000121		AAG_000140											AAC_000141		
N1.HOG0000046	OG0000019	n0					AAT_000189											ABC_000157		AAG_000184											AAC_000183		
N1.HOG0000047	OG0000020	n0					AAT_000147											ABC_000125		AAG_000144											AAC_000145		
N1.HOG0000048	OG0000021	n0					AAT_000176											ABC_000145		AAG_000171											AAC_000171		
N1.HOG0000049	OG0000022	n0					AAT_000134											ABC_000114		AAG_000131											AAC_000132		
N1.HOG0000050	OG0000023	n0					AAT_000148											ABC_000126		AAG_000145											AAC_000146		
N1.HOG0000051	OG0000024	n0					AAT_000181											ABC_000150		AAG_000176											AAC_000176		
N1.HOG0000052	OG0000025	n0					AAT_000182											ABC_000151		AAG_000177											AAC_000177		
N1.HOG0000053	OG0000026	n0					AAT_000185											ABC_000154		AAG_000180											AAC_000180		
N1.HOG0000054	OG0000027	n0					AAT_000155											ABC_000131		AAG_000152											AAC_000154		
N1.HOG0000055	OG0000028	n0					AAT_000180											ABC_000149		AAG_000175											AAC_000175		
N1.HOG0000056	OG0000029	n0					AAT_000184											ABC_000153		AAG_000179											AAC_000179		
N1.HOG0000057	OG0000030	n0					AAT_000137											ABC_000117		AAG_000134											AAC_000135		
N1.HOG0000058	OG0000032	n0					AAT_000190											ABC_000158		AAG_000185											AAC_000184		
N1.HOG0000059	OG0000033	n0					AAT_000171											ABC_000141		AAG_000166											AAC_000166		
N1.HOG0000060	OG0000034	n3					AAT_000169													AAG_000164											AAC_000165		
N1.HOG0000061	OG0000034	n9					AAT_000170													AAG_000165													
N1.HOG0000062	OG0000034	n24																ABC_000140															
N1.HOG0000063	OG0000036	n0					AAT_000173											ABC_000143		AAG_000168											AAC_000168		
