HOG	OG	Gene Tree Parent Clade	Ref_Epa_from_V583_fai-gene-cluster-1	t10_fai-gene-cluster-1	t11_fai-gene-cluster-1	t12_fai-gene-cluster-1	t13_fai-gene-cluster-1	t14_fai-gene-cluster-1	t15_fai-gene-cluster-1	t16_fai-gene-cluster-1	t17_fai-gene-cluster-1	t18_fai-gene-cluster-1	t19_fai-gene-cluster-1	t1_fai-gene-cluster-1	t20_fai-gene-cluster-1	t21_fai-gene-cluster-1	t22_fai-gene-cluster-1	t23_fai-gene-cluster-1	t24_fai-gene-cluster-1	t25_fai-gene-cluster-1	t26_fai-gene-cluster-1	t27_fai-gene-cluster-1	t28_fai-gene-cluster-1	t29_fai-gene-cluster-1	t2_fai-gene-cluster-1	t30_fai-gene-cluster-1	t3_fai-gene-cluster-1	t4_fai-gene-cluster-1	t5_fai-gene-cluster-1	t6_fai-gene-cluster-1	t7_fai-gene-cluster-1	t8_fai-gene-cluster-1	t9_fai-gene-cluster-1
N21.HOG0000027	OG0000004	n35																			AAM_000178			ABE_000162				ABD_000180	AAW_000158				
N21.HOG0000028	OG0000004	n44															AAU_000159				AAM_000177			ABE_000161			AAK_000156	ABD_000179	AAW_000157				
N21.HOG0000029	OG0000005	n24																			AAM_000213							ABD_000227					
N21.HOG0000030	OG0000005	n27															AAU_000196				AAM_000212			ABE_000195			AAK_000189	ABD_000226	AAW_000190				
N21.HOG0000031	OG0000005	n39															AAU_000197				AAM_000214			ABE_000196			AAK_000190	ABD_000228	AAW_000191				
N21.HOG0000032	OG0000006	n1															AAU_000169				AAM_000184			ABE_000168			AAK_000163	ABD_000188, ABD_000189	AAW_000163				
N21.HOG0000033	OG0000006	n32															AAU_000167, AAU_000168				AAM_000183			ABE_000167			AAK_000162	ABD_000187	AAW_000162				
N21.HOG0000034	OG0000007	n12															AAU_000188				AAM_000205			ABE_000188			AAK_000180	ABD_000212	AAW_000182				
N21.HOG0000035	OG0000007	n36																										ABD_000213					
N21.HOG0000036	OG0000007	n41															AAU_000189							ABE_000189				ABD_000211, ABD_000214					
N21.HOG0000037	OG0000008	n12															AAU_000185				AAM_000201			ABE_000185			AAK_000177	ABD_000208	AAW_000180				
N21.HOG0000038	OG0000008	n29															AAU_000186				AAM_000202			ABE_000186			AAK_000178	ABD_000209					
N21.HOG0000039	OG0000008	n35															AAU_000187				AAM_000203			ABE_000187			AAK_000179	ABD_000210	AAW_000181				
N21.HOG0000040	OG0000009	n3															AAU_000205				AAM_000225			ABE_000206			AAK_000199	ABD_000240	AAW_000201				
N21.HOG0000041	OG0000009	n28															AAU_000206				AAM_000226			ABE_000207			AAK_000200	ABD_000241	AAW_000202				
N21.HOG0000042	OG0000010	n1															AAU_000163																
N21.HOG0000043	OG0000010	n30															AAU_000162				AAM_000180			ABE_000164			AAK_000159	ABD_000182					
N21.HOG0000044	OG0000011	n1															AAU_000165							ABE_000165			AAK_000160	ABD_000184	AAW_000160				
N21.HOG0000045	OG0000011	n45															AAU_000164				AAM_000181												
N21.HOG0000046	OG0000012	n3															AAU_000216				AAM_000239			ABE_000216			AAK_000210	ABD_000251	AAW_000212				
N21.HOG0000047	OG0000012	n31																						ABE_000217					AAW_000213				
N21.HOG0000048	OG0000012	n33																										ABD_000252					
N21.HOG0000049	OG0000012	n35																			AAM_000240							ABD_000253					
N21.HOG0000050	OG0000013	n3															AAU_000170				AAM_000185			ABE_000169			AAK_000164	ABD_000190	AAW_000164				
N21.HOG0000051	OG0000014	n15															AAU_000213				AAM_000235			ABE_000213			AAK_000207	ABD_000248	AAW_000208				
N21.HOG0000052	OG0000014	n31															AAU_000212				AAM_000234			ABE_000212			AAK_000206	ABD_000247	AAW_000207				
N21.HOG0000053	OG0000015	n5															AAU_000181, AAU_000182				AAM_000199			ABE_000182, ABE_000181, ABE_000183			AAK_000174, AAK_000175	ABD_000205, ABD_000204, ABD_000206	AAW_000177				
N21.HOG0000054	OG0000015	n31															AAU_000180										AAK_000173		AAW_000176				
N21.HOG0000055	OG0000016	n3																			AAM_000217			ABE_000199				ABD_000233					
N21.HOG0000056	OG0000016	n23																			AAM_000218							ABD_000234					
N21.HOG0000057	OG0000016	n27																			AAM_000219			ABE_000200				ABD_000235	AAW_000195				
N21.HOG0000058	OG0000016	n41															AAU_000200										AAK_000193						
N21.HOG0000059	OG0000017	n14															AAU_000207				AAM_000228			ABE_000208			AAK_000201	ABD_000242	AAW_000203				
N21.HOG0000060	OG0000017	n31																			AAM_000229							ABD_000243					
N21.HOG0000061	OG0000017	n34															AAU_000208										AAK_000202						
N21.HOG0000062	OG0000018	n2															AAU_000166							ABE_000166			AAK_000161	ABD_000185	AAW_000161				
N21.HOG0000063	OG0000018	n27																			AAM_000182							ABD_000186					
N21.HOG0000064	OG0000019	n11															AAU_000217				AAM_000241			ABE_000218			AAK_000211		AAW_000214				
N21.HOG0000065	OG0000019	n20															AAU_000218				AAM_000243			ABE_000219			AAK_000212	ABD_000254	AAW_000215				
N21.HOG0000066	OG0000020	n4																			AAM_000186			ABE_000170			AAK_000165	ABD_000191	AAW_000165				
N21.HOG0000067	OG0000020	n30															AAU_000171											ABD_000192					
N21.HOG0000068	OG0000020	n31															AAU_000172				AAM_000187			ABE_000171			AAK_000166	ABD_000193	AAW_000166				
N21.HOG0000069	OG0000021	n10															AAU_000204				AAM_000224			ABE_000205			AAK_000198	ABD_000239	AAW_000200				
N21.HOG0000070	OG0000021	n19															AAU_000203				AAM_000223			ABE_000204			AAK_000197	ABD_000238	AAW_000199				
N21.HOG0000071	OG0000022	n7															AAU_000158				AAM_000176			ABE_000160			AAK_000155	ABD_000177	AAW_000155				
N21.HOG0000072	OG0000022	n21																										ABD_000176	AAW_000154				
N21.HOG0000073	OG0000023	n9																			AAM_000189							ABD_000195					
N21.HOG0000074	OG0000023	n21															AAU_000173				AAM_000188			ABE_000172			AAK_000167	ABD_000194	AAW_000167				
N21.HOG0000075	OG0000024	n6																			AAM_000231												
N21.HOG0000076	OG0000024	n12															AAU_000210				AAM_000232			ABE_000210			AAK_000204	ABD_000245	AAW_000205				
N21.HOG0000077	OG0000025	n19															AAU_000211				AAM_000233			ABE_000211			AAK_000205	ABD_000246	AAW_000206				
N21.HOG0000078	OG0000026	n12																											AAW_000211				
N21.HOG0000079	OG0000026	n15															AAU_000215				AAM_000238			ABE_000215			AAK_000209	ABD_000250	AAW_000210				
N21.HOG0000080	OG0000027	n16															AAU_000183				AAM_000200			ABE_000184			AAK_000176	ABD_000207	AAW_000178				
N21.HOG0000081	OG0000028	n16															AAU_000209				AAM_000230			ABE_000209			AAK_000203	ABD_000244	AAW_000204				
N21.HOG0000082	OG0000029	n17																						ABE_000214			AAK_000208		AAW_000209				
N21.HOG0000083	OG0000029	n20															AAU_000214				AAM_000237							ABD_000249					
N21.HOG0000084	OG0000029	n26																			AAM_000236												
N21.HOG0000085	OG0000030	n20															AAU_000161										AAK_000158						
N21.HOG0000086	OG0000031	n3																			AAM_000221, AAM_000220			ABE_000202, ABE_000201				ABD_000236	AAW_000197, AAW_000196				
N21.HOG0000087	OG0000031	n31															AAU_000201										AAK_000195						
N21.HOG0000088	OG0000032	n23																										ABD_000256					
N21.HOG0000089	OG0000032	n25																										ABD_000255					
N21.HOG0000090	OG0000032	n28															AAU_000219				AAM_000244			ABE_000220			AAK_000213		AAW_000216				
N21.HOG0000091	OG0000033	n0															AAU_000198				AAM_000215			ABE_000197			AAK_000191	ABD_000229	AAW_000193				
N21.HOG0000092	OG0000034	n9																											AAW_000192				
N21.HOG0000093	OG0000035	n16															AAU_000202				AAM_000222			ABE_000203			AAK_000196	ABD_000237					
N21.HOG0000094	OG0000036	n0																										ABD_000232					
N21.HOG0000095	OG0000037	n0															AAU_000184												AAW_000179				
N21.HOG0000096	OG0000038	n0															AAU_000179				AAM_000198			ABE_000180				ABD_000203	AAW_000175				
N21.HOG0000097	OG0000040	n0																										ABD_000183					
