HOG	OG	Gene Tree Parent Clade	Ref_Epa_from_V583_fai-gene-cluster-1	t10_fai-gene-cluster-1	t11_fai-gene-cluster-1	t12_fai-gene-cluster-1	t13_fai-gene-cluster-1	t14_fai-gene-cluster-1	t15_fai-gene-cluster-1	t16_fai-gene-cluster-1	t17_fai-gene-cluster-1	t18_fai-gene-cluster-1	t19_fai-gene-cluster-1	t1_fai-gene-cluster-1	t20_fai-gene-cluster-1	t21_fai-gene-cluster-1	t22_fai-gene-cluster-1	t23_fai-gene-cluster-1	t24_fai-gene-cluster-1	t25_fai-gene-cluster-1	t26_fai-gene-cluster-1	t27_fai-gene-cluster-1	t28_fai-gene-cluster-1	t29_fai-gene-cluster-1	t2_fai-gene-cluster-1	t30_fai-gene-cluster-1	t3_fai-gene-cluster-1	t4_fai-gene-cluster-1	t5_fai-gene-cluster-1	t6_fai-gene-cluster-1	t7_fai-gene-cluster-1	t8_fai-gene-cluster-1	t9_fai-gene-cluster-1
N20.HOG0000051	OG0000024	n6		ABB_000191																													
N20.HOG0000052	OG0000024	n12		ABB_000192																										AAX_000176			
N20.HOG0000053	OG0000025	n19		ABB_000193																										AAX_000177			
N20.HOG0000054	OG0000026	n9																												AAX_000181			
N20.HOG0000055	OG0000026	n12		ABB_000198																													
N20.HOG0000056	OG0000026	n15		ABB_000197																													
N20.HOG0000057	OG0000027	n31		ABB_000165																										AAX_000153			
N20.HOG0000058	OG0000028	n16																												AAX_000175			
N20.HOG0000059	OG0000028	n27																												AAX_000174			
N20.HOG0000060	OG0000028	n32		ABB_000190																													
N20.HOG0000061	OG0000029	n20		ABB_000196																													
N20.HOG0000062	OG0000029	n32																												AAX_000180			
N20.HOG0000063	OG0000030	n8		ABB_000145																										AAX_000133			
N20.HOG0000064	OG0000030	n20		ABB_000146																										AAX_000134			
N20.HOG0000065	OG0000031	n3		ABB_000181																										AAX_000168			
N20.HOG0000066	OG0000032	n23		ABB_000203																													
N20.HOG0000067	OG0000033	n0		ABB_000179																										AAX_000164			
N20.HOG0000068	OG0000034	n9		ABB_000178																										AAX_000163			
N20.HOG0000069	OG0000035	n9																												AAX_000169			
N20.HOG0000070	OG0000035	n14		ABB_000183																													
N20.HOG0000071	OG0000035	n16		ABB_000182																													
N20.HOG0000072	OG0000036	n0																												AAX_000166			
N20.HOG0000073	OG0000039	n0		ABB_000142																													
