MSA_Position	Major_Allele_Frequency
148	0.8933333333333333
149	1.0
150	0.8
151	0.6666666666666666
152	1.0
153	0.6666666666666666
154	0.8933333333333333
155	0.7733333333333333
156	0.6666666666666666
157	0.7866666666666666
158	0.7866666666666666
159	0.6666666666666666
160	0.64
161	0.6933333333333334
162	1.0
163	0.6933333333333334
164	0.7866666666666666
165	0.9733333333333334
166	1.0
167	1.0
168	1.0
169	0.64
170	0.7466666666666667
171	0.6933333333333334
172	0.8933333333333333
173	1.0
174	0.6133333333333333
175	0.7866666666666666
176	1.0
177	0.88
178	0.88
179	0.88
180	0.88
181	0.8933333333333333
182	1.0
183	0.7866666666666666
184	1.0
185	1.0
186	0.6933333333333334
187	0.8666666666666667
188	1.0
189	0.7733333333333333
190	1.0
191	1.0
192	0.8666666666666667
193	0.9866666666666667
194	1.0
195	0.88
196	1.0
197	1.0
198	1.0
199	1.0
200	1.0
201	0.64
202	1.0
203	1.0
204	0.5866666666666667
205	0.7733333333333333
206	1.0
207	0.6
208	0.8933333333333333
209	0.8933333333333333
210	0.6666666666666666
211	0.6666666666666666
212	0.6666666666666666
213	0.8533333333333334
214	1.0
215	1.0
216	0.92
217	0.7733333333333333
218	1.0
219	0.4666666666666667
220	1.0
221	1.0
222	1.0
223	0.9733333333333334
224	1.0
225	0.8933333333333333
226	1.0
227	1.0
228	0.7866666666666666
229	1.0
230	1.0
231	1.0
232	1.0
233	1.0
234	0.4666666666666667
235	0.7333333333333333
236	0.8933333333333333
237	0.64
238	1.0
239	1.0
240	0.4266666666666667
241	0.7066666666666667
242	0.6
243	1.0
244	1.0
245	1.0
246	0.7066666666666667
247	0.7733333333333333
248	1.0
249	0.68
250	1.0
251	0.8266666666666667
252	1.0
253	0.7866666666666666
254	1.0
255	0.7733333333333333
256	0.7866666666666666
257	0.8933333333333333
258	0.8
259	1.0
260	1.0
261	0.6
262	0.84
263	1.0
264	0.68
265	1.0
266	1.0
267	0.7733333333333333
268	1.0
269	1.0
270	1.0
271	1.0
272	1.0
273	1.0
274	1.0
275	1.0
276	0.8133333333333334
277	1.0
278	0.8933333333333333
279	0.6
280	1.0
281	1.0
282	0.8266666666666667
283	1.0
284	0.72
285	0.4
286	0.7866666666666666
287	0.7866666666666666
288	0.6
289	0.8933333333333333
290	1.0
291	1.0
292	0.8933333333333333
293	0.8933333333333333
294	0.8933333333333333
295	0.7866666666666666
296	0.7866666666666666
297	0.8933333333333333
298	1.0
299	1.0
300	0.8533333333333334
301	0.3333333333333333
302	0.8666666666666667
303	0.5866666666666667
304	0.9466666666666667
305	1.0
306	0.7066666666666667
307	0.9733333333333334
308	0.8933333333333333
309	0.76
310	0.88
311	0.52
312	0.6266666666666667
313	0.76
314	0.8933333333333333
315	0.76
316	0.8666666666666667
317	0.9333333333333333
318	0.4666666666666667
319	0.76
320	0.7733333333333333
321	0.9333333333333333
322	0.72
323	0.7466666666666667
324	0.56
325	0.64
326	0.84
327	0.6133333333333333
328	0.8266666666666667
329	1.0
330	0.8266666666666667
331	1.0
332	0.8933333333333333
333	0.5466666666666666
334	1.0
335	1.0
336	0.8133333333333334
337	0.7066666666666667
338	1.0
339	0.8133333333333334
340	0.6933333333333334
341	0.88
342	0.48
343	0.76
344	0.68
345	0.52
346	0.5333333333333333
347	0.5333333333333333
348	0.7733333333333333
349	0.8933333333333333
350	0.7733333333333333
351	0.5333333333333333
352	0.8266666666666667
353	1.0
354	0.4666666666666667
355	0.5333333333333333
356	0.5333333333333333
357	0.88
358	0.6666666666666666
359	0.7733333333333333
360	0.88
361	0.88
362	1.0
363	0.4266666666666667
364	0.7733333333333333
365	0.88
366	0.8533333333333334
367	0.84
368	0.84
369	0.4666666666666667
370	0.6933333333333334
371	0.5466666666666666
372	0.4
373	0.8266666666666667
374	0.8533333333333334
375	0.76
376	0.6933333333333334
377	1.0
378	0.48
379	0.5866666666666667
380	0.7066666666666667
381	0.6666666666666666
382	1.0
383	1.0
384	1.0
385	0.48
386	0.4666666666666667
387	0.41333333333333333
388	0.44
389	0.7066666666666667
390	0.7066666666666667
391	0.88
392	0.76
393	0.7466666666666667
394	0.41333333333333333
395	0.49333333333333335
396	0.64
397	1.0
398	1.0
399	1.0
400	1.0
401	1.0
402	1.0
403	1.0
404	1.0
405	1.0
406	0.41333333333333333
407	0.49333333333333335
408	0.5466666666666666
409	0.6933333333333334
410	0.64
411	0.84
412	1.0
413	1.0
414	1.0
415	0.3466666666666667
416	0.7066666666666667
417	0.4
418	0.48
419	0.4
420	0.6
421	0.56
422	0.7066666666666667
423	0.5066666666666667
424	0.72
425	1.0
426	0.36
427	0.4266666666666667
428	0.56
429	0.6
430	0.5866666666666667
431	0.5333333333333333
432	0.9466666666666667
433	0.64
434	0.8266666666666667
435	0.8533333333333334
436	0.88
437	0.7066666666666667
438	0.76
439	1.0
440	1.0
441	0.8533333333333334
442	0.64
443	0.8933333333333333
444	0.4266666666666667
445	0.5466666666666666
446	0.6
447	0.5866666666666667
448	0.41333333333333333
449	0.6266666666666667
450	0.5333333333333333
451	0.5733333333333334
452	1.0
453	0.8933333333333333
454	0.8533333333333334
455	1.0
456	0.7066666666666667
457	0.49333333333333335
458	0.7866666666666666
459	0.6933333333333334
460	0.76
461	0.8266666666666667
462	0.5733333333333334
463	1.0
464	0.6933333333333334
465	0.5866666666666667
466	0.48
467	0.64
468	0.7333333333333333
469	0.4666666666666667
470	0.8266666666666667
471	0.41333333333333333
472	0.8266666666666667
473	0.5733333333333334
474	0.6933333333333334
475	0.8933333333333333
476	0.64
477	0.5733333333333334
478	0.4666666666666667
479	0.88
480	0.88
481	1.0
482	0.9333333333333333
483	0.64
484	0.7066666666666667
485	0.7066666666666667
486	0.36
487	0.8933333333333333
488	0.8266666666666667
489	1.0
490	1.0
491	1.0
492	0.72
493	0.6
494	1.0
495	0.8133333333333334
496	1.0
497	0.9333333333333333
498	0.9866666666666667
499	0.88
500	0.72
501	0.76
502	0.6266666666666667
503	0.4666666666666667
504	0.7733333333333333
505	0.5466666666666666
506	0.88
507	0.72
508	0.5466666666666666
509	1.0
510	0.4266666666666667
511	1.0
512	1.0
513	0.8666666666666667
514	0.6133333333333333
515	0.76
516	0.37333333333333335
517	0.6266666666666667
518	0.88
519	0.48
520	0.4666666666666667
521	0.88
522	0.5066666666666667
523	0.64
524	1.0
525	0.9333333333333333
526	1.0
527	0.9333333333333333
528	0.6933333333333334
529	0.88
530	0.88
531	0.5333333333333333
532	0.5733333333333334
533	0.6533333333333333
534	0.72
535	1.0
536	1.0
537	0.4533333333333333
538	0.88
539	0.72
540	0.68
541	0.49333333333333335
542	0.4266666666666667
543	0.76
544	0.4
545	0.41333333333333333
546	0.4533333333333333
547	1.0
548	1.0
549	1.0
550	1.0
551	1.0
552	0.7466666666666667
553	0.6
554	0.6133333333333333
555	0.5333333333333333
556	0.72
557	0.49333333333333335
558	0.72
559	0.6666666666666666
560	0.8933333333333333
561	0.5866666666666667
562	1.0
563	0.8933333333333333
564	0.5866666666666667
565	0.36
566	0.8933333333333333
567	0.7333333333333333
568	0.72
569	0.72
570	0.8666666666666667
571	0.6
572	1.0
573	0.41333333333333333
574	0.5733333333333334
575	0.9466666666666667
576	0.49333333333333335
577	0.4266666666666667
578	0.38666666666666666
579	0.6
580	0.41333333333333333
581	0.8933333333333333
582	0.72
583	0.64
584	0.5466666666666666
585	0.5333333333333333
586	0.4266666666666667
587	0.8933333333333333
588	0.44
589	1.0
590	0.9466666666666667
591	0.84
592	0.5066666666666667
593	1.0
594	0.6266666666666667
595	0.5866666666666667
596	0.5466666666666666
597	0.92
598	0.6266666666666667
599	0.8666666666666667
600	0.5866666666666667
601	0.64
602	0.88
603	0.88
604	0.6
605	0.7733333333333333
606	0.4666666666666667
607	0.36
608	0.56
609	0.68
610	0.6666666666666666
611	0.7866666666666666
612	0.7733333333333333
613	0.8933333333333333
614	1.0
615	0.7866666666666666
616	1.0
617	1.0
618	0.7466666666666667
619	0.8933333333333333
620	0.76
621	0.5466666666666666
622	1.0
623	1.0
624	0.6933333333333334
625	0.8933333333333333
626	0.5466666666666666
627	0.8533333333333334
628	0.8933333333333333
629	0.76
630	0.6
631	0.64
632	1.0
633	0.7733333333333333
634	0.5866666666666667
635	0.38666666666666666
636	0.36
637	0.7066666666666667
638	0.5466666666666666
639	0.68
640	1.0
641	1.0
642	0.5466666666666666
643	1.0
644	1.0
645	0.8666666666666667
646	0.72
647	0.4266666666666667
648	0.4666666666666667
649	0.64
650	0.5466666666666666
651	0.4666666666666667
652	0.3466666666666667
653	0.6666666666666666
654	0.5733333333333334
655	0.5733333333333334
656	0.37333333333333335
657	0.41333333333333333
658	1.0
659	1.0
660	1.0
661	0.72
662	0.72
663	0.52
664	0.4266666666666667
665	0.8933333333333333
666	0.5066666666666667
667	0.9066666666666666
668	0.8933333333333333
669	0.9733333333333334
670	0.41333333333333333
671	0.88
672	0.6
673	1.0
674	1.0
675	0.6
676	1.0
677	1.0
678	0.6
679	0.4
680	0.6
681	0.6533333333333333
682	0.8933333333333333
683	1.0
684	0.4266666666666667
685	0.6
686	0.8933333333333333
687	0.49333333333333335
688	0.7866666666666666
689	0.72
690	0.6933333333333334
691	0.8933333333333333
692	0.8266666666666667
693	0.8266666666666667
694	0.64
695	0.9866666666666667
696	0.52
697	0.30666666666666664
698	0.9466666666666667
699	0.49333333333333335
700	0.8933333333333333
701	0.7866666666666666
702	0.8933333333333333
703	0.6
704	0.5866666666666667
705	0.7466666666666667
706	0.4533333333333333
707	0.5733333333333334
708	0.68
709	0.52
710	0.5866666666666667
711	0.6133333333333333
712	0.5066666666666667
713	1.0
714	0.4666666666666667
715	0.3466666666666667
716	0.7066666666666667
717	0.6266666666666667
718	0.7466666666666667
719	0.68
720	0.4
721	0.5333333333333333
722	0.5866666666666667
723	0.5333333333333333
724	0.6
725	0.41333333333333333
726	0.6
727	0.7066666666666667
728	1.0
729	0.49333333333333335
730	0.8266666666666667
731	0.6
732	0.5333333333333333
733	0.4666666666666667
734	0.8933333333333333
735	0.84
736	0.44
737	0.41333333333333333
738	0.4666666666666667
739	0.7466666666666667
740	0.8933333333333333
741	0.44
742	0.4666666666666667
743	0.56
744	0.7733333333333333
745	0.8666666666666667
746	0.4533333333333333
747	0.5066666666666667
748	0.6
749	0.88
750	0.72
751	0.4266666666666667
752	0.4
753	0.7733333333333333
754	0.6666666666666666
755	0.9866666666666667
756	0.5333333333333333
757	0.5733333333333334
758	0.8933333333333333
759	0.5333333333333333
760	0.8933333333333333
761	0.8933333333333333
762	0.6933333333333334
763	0.8933333333333333
764	0.49333333333333335
765	0.5866666666666667
766	1.0
767	0.8933333333333333
768	0.4666666666666667
769	0.64
770	0.8933333333333333
771	0.84
772	0.8933333333333333
773	1.0
774	0.9066666666666666
775	0.52
776	0.5333333333333333
777	0.5066666666666667
778	0.8933333333333333
779	1.0
780	0.3466666666666667
781	0.7466666666666667
782	1.0
783	0.7866666666666666
784	0.8933333333333333
785	0.8933333333333333
786	0.7866666666666666
787	1.0
788	0.8933333333333333
789	0.64
790	0.88
791	1.0
792	0.52
793	0.49333333333333335
794	0.8666666666666667
795	0.49333333333333335
796	0.7066666666666667
797	0.6133333333333333
798	0.6
799	0.7733333333333333
800	0.7733333333333333
801	0.7733333333333333
802	0.8133333333333334
803	0.88
804	0.72
805	0.4266666666666667
806	0.4266666666666667
807	0.5066666666666667
808	0.4266666666666667
809	0.48
810	0.6133333333333333
811	0.3953488372093023
812	0.5348837209302325
813	0.6046511627906976
814	0.6
815	1.0
816	0.5733333333333334
817	0.4
818	0.5733333333333334
819	0.64
820	0.7014925373134329
821	0.7313432835820896
822	0.5970149253731343
823	0.8266666666666667
824	0.92
825	0.5333333333333333
826	0.45161290322580644
827	0.6774193548387096
828	0.45161290322580644
829	0.6666666666666666
830	0.5333333333333333
831	0.44
832	0.8666666666666667
833	0.8933333333333333
834	0.8933333333333333
835	0.36
836	0.76
837	0.8266666666666667
838	0.84
839	0.8933333333333333
840	0.72
841	0.5333333333333333
842	0.8666666666666667
843	0.64
844	0.38666666666666666
845	0.52
846	0.37333333333333335
847	0.8933333333333333
848	0.6533333333333333
849	0.8666666666666667
850	0.6
851	1.0
852	0.6266666666666667
853	0.4533333333333333
854	0.5333333333333333
855	0.4266666666666667
856	0.6666666666666666
857	0.8666666666666667
858	0.92
859	0.84
860	1.0
861	0.6933333333333334
862	0.6666666666666666
863	0.6666666666666666
864	0.5333333333333333
865	0.8533333333333334
866	0.37333333333333335
867	0.7066666666666667
868	0.8933333333333333
869	0.8933333333333333
870	0.6133333333333333
871	0.76
872	1.0
873	0.5333333333333333
874	0.6666666666666666
875	0.8933333333333333
876	0.6666666666666666
877	0.7733333333333333
878	0.7733333333333333
879	0.6666666666666666
880	0.7733333333333333
881	0.9333333333333333
882	0.8266666666666667
883	0.6133333333333333
884	0.84
885	0.5866666666666667
886	0.5466666666666666
887	0.44
888	0.6266666666666667
889	0.8933333333333333
890	1.0
891	0.5733333333333334
892	1.0
893	1.0
894	1.0
895	0.8933333333333333
896	0.8933333333333333
897	0.64
898	1.0
899	0.9066666666666666
900	0.7066666666666667
901	0.4
902	0.44
903	0.8133333333333334
904	0.5066666666666667
905	0.8933333333333333
906	0.5066666666666667
907	0.8933333333333333
908	0.8933333333333333
909	0.92
910	0.3466666666666667
911	1.0
912	0.6666666666666666
913	0.49333333333333335
914	0.8
915	0.8
916	0.8
917	0.8
918	0.5733333333333334
919	0.5066666666666667
920	0.76
921	0.56
922	0.52
923	0.5733333333333334
924	0.6533333333333333
925	0.5733333333333334
926	1.0
927	0.6
928	0.6666666666666666
929	0.36
930	0.4666666666666667
931	0.6266666666666667
932	1.0
933	0.6533333333333333
934	0.5066666666666667
935	0.64
936	0.6933333333333334
937	0.4
938	0.4533333333333333
939	0.72
940	1.0
941	1.0
942	1.0
943	1.0
944	1.0
945	1.0
946	1.0
947	1.0
948	1.0
949	1.0
950	1.0
951	1.0
952	1.0
953	1.0
954	1.0
955	0.4533333333333333
956	0.6266666666666667
957	0.68
958	0.7066666666666667
959	0.4666666666666667
960	0.6266666666666667
961	0.8933333333333333
962	1.0
963	0.8666666666666667
964	0.8666666666666667
965	0.8666666666666667
966	0.64
967	0.5066666666666667
968	0.6133333333333333
969	0.6666666666666666
970	0.41333333333333333
971	0.7066666666666667
972	0.5466666666666666
973	0.4533333333333333
974	0.5866666666666667
975	0.7466666666666667
976	0.88
977	0.8933333333333333
978	0.8666666666666667
979	0.6515151515151515
980	1.0
981	0.5606060606060606
982	0.5517241379310345
983	1.0
984	1.0
985	0.3484848484848485
986	0.5303030303030303
987	0.5909090909090909
988	0.9090909090909091
989	0.7878787878787878
990	0.6515151515151515
991	0.52
992	0.9866666666666667
993	0.84
994	0.5733333333333334
995	0.6933333333333334
996	0.68
997	0.4266666666666667
998	0.64
999	0.7466666666666667
1000	0.875
1001	0.765625
1002	0.859375
1003	0.88
1004	0.49333333333333335
1005	0.64
1006	0.88
1007	0.5866666666666667
1008	0.5466666666666666
1009	0.64
1010	0.8133333333333334
1011	0.6533333333333333
