HOG	OG	Gene Tree Parent Clade	Ref_Epa_from_V583_fai-gene-cluster-1	t10_fai-gene-cluster-1	t11_fai-gene-cluster-1	t12_fai-gene-cluster-1	t13_fai-gene-cluster-1	t14_fai-gene-cluster-1	t15_fai-gene-cluster-1	t16_fai-gene-cluster-1	t17_fai-gene-cluster-1	t18_fai-gene-cluster-1	t19_fai-gene-cluster-1	t1_fai-gene-cluster-1	t20_fai-gene-cluster-1	t21_fai-gene-cluster-1	t22_fai-gene-cluster-1	t23_fai-gene-cluster-1	t24_fai-gene-cluster-1	t25_fai-gene-cluster-1	t26_fai-gene-cluster-1	t27_fai-gene-cluster-1	t28_fai-gene-cluster-1	t29_fai-gene-cluster-1	t2_fai-gene-cluster-1	t30_fai-gene-cluster-1	t3_fai-gene-cluster-1	t4_fai-gene-cluster-1	t5_fai-gene-cluster-1	t6_fai-gene-cluster-1	t7_fai-gene-cluster-1	t8_fai-gene-cluster-1	t9_fai-gene-cluster-1
N12.HOG0000041	OG0000015	n5			AAV_000153	AAA_000140						AAY_000146														AAL_000147							
N12.HOG0000042	OG0000015	n31			AAV_000152	AAA_000139						AAY_000145														AAL_000146							
N12.HOG0000043	OG0000016	n3			AAV_000170																					AAL_000165							
N12.HOG0000044	OG0000016	n23			AAV_000171																					AAL_000166							
N12.HOG0000045	OG0000016	n27			AAV_000172																					AAL_000167							
N12.HOG0000046	OG0000017	n5										AAY_000172																					
N12.HOG0000047	OG0000017	n14			AAV_000179	AAA_000162																				AAL_000174							
N12.HOG0000048	OG0000017	n33			AAV_000180																												
N12.HOG0000049	OG0000017	n34			AAV_000181	AAA_000163																											
N12.HOG0000050	OG0000018	n2			AAV_000143	AAA_000130						AAY_000134														AAL_000137							
N12.HOG0000051	OG0000019	n7			AAV_000188							AAY_000180														AAL_000184							
N12.HOG0000052	OG0000019	n11				AAA_000171																											
N12.HOG0000053	OG0000019	n20				AAA_000172																											
N12.HOG0000054	OG0000020	n4			AAV_000147	AAA_000133						AAY_000138														AAL_000142							
N12.HOG0000055	OG0000020	n26				AAA_000134																											
N12.HOG0000056	OG0000021	n7			AAV_000176							AAY_000168														AAL_000171							
N12.HOG0000057	OG0000021	n19				AAA_000160																											
N12.HOG0000058	OG0000022	n7			AAV_000134																												
N12.HOG0000059	OG0000022	n21			AAV_000133							AAY_000125														AAL_000128							
N12.HOG0000060	OG0000023	n9			AAV_000148	AAA_000135						AAY_000140														AAL_000143							
N12.HOG0000061	OG0000023	n21										AAY_000139																					
N12.HOG0000062	OG0000024	n6																								AAL_000176							
N12.HOG0000063	OG0000024	n12																								AAL_000177							
N12.HOG0000064	OG0000024	n31				AAA_000165						AAY_000174																					
N12.HOG0000065	OG0000025	n9			AAV_000183	AAA_000166						AAY_000175														AAL_000178							
N12.HOG0000066	OG0000026	n0			AAV_000186	AAA_000169						AAY_000178														AAL_000181							
N12.HOG0000067	OG0000027	n0			AAV_000154	AAA_000141						AAY_000147														AAL_000148							
N12.HOG0000068	OG0000028	n5				AAA_000164						AAY_000173														AAL_000175							
N12.HOG0000069	OG0000028	n27			AAV_000182																												
N12.HOG0000070	OG0000029	n0			AAV_000185	AAA_000168						AAY_000177														AAL_000180							
N12.HOG0000071	OG0000030	n8			AAV_000138							AAY_000129														AAL_000132							
N12.HOG0000072	OG0000030	n20			AAV_000139							AAY_000130														AAL_000133							
N12.HOG0000073	OG0000031	n3			AAV_000174	AAA_000158						AAY_000166														AAL_000169							
N12.HOG0000074	OG0000031	n25			AAV_000173	AAA_000157																				AAL_000168							
N12.HOG0000075	OG0000032	n0			AAV_000189	AAA_000173						AAY_000181														AAL_000185							
N12.HOG0000076	OG0000033	n0			AAV_000167	AAA_000153						AAY_000162														AAL_000162							
N12.HOG0000077	OG0000034	n3				AAA_000151																											
N12.HOG0000078	OG0000034	n9			AAV_000166	AAA_000152						AAY_000161																					
N12.HOG0000079	OG0000034	n24																								AAL_000161							
N12.HOG0000080	OG0000035	n0			AAV_000175	AAA_000159						AAY_000167														AAL_000170							
N12.HOG0000081	OG0000036	n0			AAV_000169	AAA_000155						AAY_000164														AAL_000164							
N12.HOG0000082	OG0000039	n0				AAA_000123																											
