Dereplication_Type_Comparison	Evolutionary_Statistic	Homolog_Group	Value_1	Value_2
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2200	-1.8394298552603283	-1.8503602259044976
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2199	-1.8767451891465519	-1.8763905212184389
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2189	-1.6080379599469703	-1.6705092098664656
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2184	-2.0331693890160705	-2.1307894673139236
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2164	-0.517021674051088	-0.4945720848080349
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2179	-1.834451566438879	-1.8886441835559398
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2175	-1.030978603375688	-1.0256678373992834
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2195	-1.8885584944068914	-1.9398721390472964
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2198	-2.0358647344645417	-2.059250642272995
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2182	-1.8223457803791847	-1.8295274975333413
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2171	-0.8263608179775689	-0.8245653836879332
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2193	-2.002327835525412	-1.9734438161187045
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2176	-1.9792395819622282	-2.2136140498887187
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2194	-2.0926147621791444	-2.114342961075059
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2177	-1.8182321058935142	-1.7806157459521332
GC_99I99C_Derep vs. GC_97I95C_Derep	2. Entropy (log10 PC of 1e-5)	EF2180	-1.8319997942355655	-1.843174187646905
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2165	0.985695181	0.985312285
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2169	0.362852365	0.364517292
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2192	1.003293782	1.003329854
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2196	0.989292747	0.990621298
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2174	0.72909477	0.75082011
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2190	0.995193151	0.995093296
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2178	0.996481967	0.995924435
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2197	1.000362947	1.001039179
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2170	0.526571972	0.527453323
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2168	0.549268172	0.547030663
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2183	1.003539834	1.003623188
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2191	1.00001941	1
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2181	0.996811816	0.99706616
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2166	0.992550744	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2172	0.99801673	0.999552588
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2200	1	0.999685087
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2199	1.002932551	1.003412969
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2189	0.993303422	0.9961177
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2184	1.003329854	1.003466047
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2164	0.579852267	0.428377424
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2179	1	1.000930507
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2175	0.974897959	0.860854058
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2195	0.99899992	0.999812354
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2198	1.003311258	1.003058104
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2182	1.003412969	1.003623188
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2171	0.989750695	0.990891445
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2193	1.002843897	1.002247191
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2176	0.999758979	1
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2194	1.003518068	1.003533569
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2177	1.000775707	0.999776238
GC_99I99C_Derep vs. GC_97I95C_Derep	3. Median BetaRDgc	EF2180	0.99700139	0.997066197
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2165	1.004504505	1.001392493
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2169	1.004547348	1.001595301
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2192	1.010443864	1.00867679
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2196	1.006134969	1.006134969
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2174	1.001595301	1.001595301
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2190	1.008	1.008
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2178	1.00486618	1.003894854
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2197	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2170	1.005078548	1.002686322
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2168	1.004547348	1.003558719
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2183	1.010443864	1.00867679
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2191	1.007756102	1.005728314
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2181	1.003057376	1.002291092
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2166	1.005291005	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2172	1.008612328	1.008
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2200	1.008203445	1.00628148
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2199	1.010443864	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2189	1.007194245	1.00695572
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2184	1.010443864	1.00867679
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2164	1.00255997	1.001665957
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2179	1.005411909	1.005411909
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2175	1.004415703	1.004415703
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2195	1.006681959	1.006629738
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2198	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2182	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2171	1.004424779	1.004246285
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2193	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2176	1.006681959	1.005714286
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2194	1.008486563	1.008486563
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2177	1.008203445	1.007543408
GC_99I99C_Derep vs. GC_97I95C_Derep	4. Max BetaRDgc	EF2180	1.005375385	1.004717199
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2165	70	52
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2169	216	194
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2192	27	20
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2196	22	17
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2174	325	270
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2190	31	24
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2178	38	30
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2197	15	14
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2170	168	124
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2168	74	67
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2183	15	14
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2191	26	19
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2181	111	89
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2166	41	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2172	24	30
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2200	23	18
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2199	22	28
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2189	9	4
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2184	6	6
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2164	215	137
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2179	67	61
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2175	62	54
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2195	16	16
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2198	36	30
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2182	43	41
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2171	58	57
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2193	12	13
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2176	15	13
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2194	21	14
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2177	34	26
GC_99I99C_Derep vs. GC_97I95C_Derep	7. FUBAR Sel. Sites	EF2180	68	65
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2165	-2.112237654	-2.182677636
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2169	-3.238920568	-4.277286943
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2192	-2.776331114	-3.296237213
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2196	-1.372076292	-2.187310163
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2174	-2.450352125	-3.199933025
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2190	-3.264529943	-3.566540413
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2178	-2.087543645	-2.393866151
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2197	-1.914575579	-2.506612384
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2170	-3.027020782	-3.123147849
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2168	-2.804431473	-4.785893154
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2183	-2.654355168	-3.036924542
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2191	-2.475358623	-2.935304149
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2181	-2.197436185	-2.400633863
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2166	-3.771188596	NA
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2172	-3.114556252	-3.798848095
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2200	-2.665668269	-3.190664558
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2199	-2.843727	-3.694218523
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2189	-1.023267641	-2.151597536
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2184	-3.02718301	-3.351119256
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2164	-3.068150531	-3.70828283
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2179	-2.853388993	-3.102011966
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2175	-3.128410635	-3.52302317
GC_99I99C_Derep vs. GC_97I95C_Derep	9. FUBAR Avg. Detla	EF2195	-2.230731931	-2.904734793
