HOG	OG	Gene Tree Parent Clade	Ref_Epa_from_V583_fai-gene-cluster-1	t10_fai-gene-cluster-1	t11_fai-gene-cluster-1	t12_fai-gene-cluster-1	t13_fai-gene-cluster-1	t14_fai-gene-cluster-1	t15_fai-gene-cluster-1	t16_fai-gene-cluster-1	t17_fai-gene-cluster-1	t18_fai-gene-cluster-1	t19_fai-gene-cluster-1	t1_fai-gene-cluster-1	t20_fai-gene-cluster-1	t21_fai-gene-cluster-1	t22_fai-gene-cluster-1	t23_fai-gene-cluster-1	t24_fai-gene-cluster-1	t25_fai-gene-cluster-1	t26_fai-gene-cluster-1	t27_fai-gene-cluster-1	t28_fai-gene-cluster-1	t29_fai-gene-cluster-1	t2_fai-gene-cluster-1	t30_fai-gene-cluster-1	t3_fai-gene-cluster-1	t4_fai-gene-cluster-1	t5_fai-gene-cluster-1	t6_fai-gene-cluster-1	t7_fai-gene-cluster-1	t8_fai-gene-cluster-1	t9_fai-gene-cluster-1
N16.HOG0000081	OG0000028	n27											AAR_000224																				
N16.HOG0000082	OG0000029	n18						AAD_000238																									
N16.HOG0000083	OG0000029	n20									AAO_000254																					AAE_000252	
N16.HOG0000084	OG0000029	n25									AAO_000255		AAR_000229																			AAE_000253	
N16.HOG0000085	OG0000030	n1						AAD_000177, AAD_000178					AAR_000170																				
N16.HOG0000086	OG0000030	n21						AAD_000176																									
N16.HOG0000087	OG0000031	n3						AAD_000227			AAO_000242		AAR_000218																			AAE_000239	
N16.HOG0000088	OG0000031	n20						AAD_000226			AAO_000241		AAR_000217																			AAE_000238	
N16.HOG0000089	OG0000032	n0						AAD_000242			AAO_000260		AAR_000233																			AAE_000260	
N16.HOG0000090	OG0000033	n0						AAD_000220			AAO_000236		AAR_000213																			AAE_000233	
N16.HOG0000091	OG0000034	n7						AAD_000218					AAR_000212																				
N16.HOG0000092	OG0000034	n13						AAD_000219			AAO_000235																						
N16.HOG0000093	OG0000035	n10											AAR_000220																			AAE_000241	
N16.HOG0000094	OG0000035	n12											AAR_000219																			AAE_000240	
N16.HOG0000095	OG0000035	n19						AAD_000228			AAO_000243																						
N16.HOG0000096	OG0000036	n0						AAD_000223			AAO_000239		AAR_000215																			AAE_000236	
N16.HOG0000097	OG0000037	n0																														AAE_000207	
N16.HOG0000098	OG0000039	n0									AAO_000184																					AAE_000178	
N16.HOG0000099	OG0000040	n0									AAO_000190		AAR_000172																			AAE_000185	
N16.HOG0000100	OG0000041	-						AAD_000171			AAO_000185																					AAE_000179	
