HOG	OG	Gene Tree Parent Clade	Ref_Epa_from_V583_fai-gene-cluster-1	t10_fai-gene-cluster-1	t11_fai-gene-cluster-1	t12_fai-gene-cluster-1	t13_fai-gene-cluster-1	t14_fai-gene-cluster-1	t15_fai-gene-cluster-1	t16_fai-gene-cluster-1	t17_fai-gene-cluster-1	t18_fai-gene-cluster-1	t19_fai-gene-cluster-1	t1_fai-gene-cluster-1	t20_fai-gene-cluster-1	t21_fai-gene-cluster-1	t22_fai-gene-cluster-1	t23_fai-gene-cluster-1	t24_fai-gene-cluster-1	t25_fai-gene-cluster-1	t26_fai-gene-cluster-1	t27_fai-gene-cluster-1	t28_fai-gene-cluster-1	t29_fai-gene-cluster-1	t2_fai-gene-cluster-1	t30_fai-gene-cluster-1	t3_fai-gene-cluster-1	t4_fai-gene-cluster-1	t5_fai-gene-cluster-1	t6_fai-gene-cluster-1	t7_fai-gene-cluster-1	t8_fai-gene-cluster-1	t9_fai-gene-cluster-1
N28.HOG0000050	OG0000014	n31																			AAM_000234			ABE_000212				ABD_000247					
N28.HOG0000051	OG0000015	n3																			AAM_000199			ABE_000182				ABD_000205					
N28.HOG0000052	OG0000015	n28																						ABE_000181				ABD_000204					
N28.HOG0000053	OG0000015	n29																						ABE_000183				ABD_000206					
N28.HOG0000054	OG0000016	n11																			AAM_000219			ABE_000200				ABD_000235					
N28.HOG0000055	OG0000016	n25																			AAM_000218							ABD_000234					
N28.HOG0000056	OG0000016	n29																			AAM_000217			ABE_000199				ABD_000233					
N28.HOG0000057	OG0000017	n8																			AAM_000228							ABD_000242					
N28.HOG0000058	OG0000017	n21																			AAM_000229							ABD_000243					
N28.HOG0000059	OG0000018	n8																			AAM_000182							ABD_000186					
N28.HOG0000060	OG0000018	n22																						ABE_000166				ABD_000185					
N28.HOG0000061	OG0000019	n6																			AAM_000241			ABE_000218									
N28.HOG0000062	OG0000019	n15																			AAM_000243			ABE_000219				ABD_000254					
N28.HOG0000063	OG0000020	n8																			AAM_000186			ABE_000170				ABD_000191					
N28.HOG0000064	OG0000020	n28																										ABD_000192					
N28.HOG0000065	OG0000020	n29																			AAM_000187			ABE_000171				ABD_000193					
N28.HOG0000066	OG0000021	n16																			AAM_000224			ABE_000205				ABD_000239					
N28.HOG0000067	OG0000021	n24																			AAM_000223			ABE_000204				ABD_000238					
N28.HOG0000068	OG0000022	n2																										ABD_000176					
N28.HOG0000069	OG0000022	n8																			AAM_000176			ABE_000160				ABD_000177					
N28.HOG0000070	OG0000023	n7																			AAM_000188			ABE_000172				ABD_000194					
N28.HOG0000071	OG0000023	n29																			AAM_000189							ABD_000195					
N28.HOG0000072	OG0000024	n3																			AAM_000232			ABE_000210				ABD_000245					
N28.HOG0000073	OG0000024	n17																			AAM_000231												
N28.HOG0000074	OG0000025	n11																			AAM_000233			ABE_000211				ABD_000246					
N28.HOG0000075	OG0000026	n21																			AAM_000238			ABE_000215				ABD_000250					
N28.HOG0000076	OG0000027	n8																			AAM_000200			ABE_000184				ABD_000207					
N28.HOG0000077	OG0000028	n16																			AAM_000230			ABE_000209				ABD_000244					
N28.HOG0000078	OG0000029	n20																			AAM_000236												
N28.HOG0000079	OG0000029	n25																			AAM_000237							ABD_000249					
N28.HOG0000080	OG0000029	n31																						ABE_000214									
N28.HOG0000081	OG0000031	n3																			AAM_000221			ABE_000202				ABD_000236					
N28.HOG0000082	OG0000031	n20																			AAM_000220			ABE_000201									
N28.HOG0000083	OG0000032	n10																			AAM_000244			ABE_000220									
N28.HOG0000084	OG0000032	n16																										ABD_000256					
N28.HOG0000085	OG0000032	n18																										ABD_000255					
N28.HOG0000086	OG0000033	n0																			AAM_000215			ABE_000197				ABD_000229					
N28.HOG0000087	OG0000035	n12																			AAM_000222			ABE_000203				ABD_000237					
N28.HOG0000088	OG0000036	n0																										ABD_000232					
N28.HOG0000089	OG0000038	n0																			AAM_000198			ABE_000180				ABD_000203					
N28.HOG0000090	OG0000040	n0																										ABD_000183					
