HOG	OG	Gene Tree Parent Clade	Ref_Epa_from_V583_fai-gene-cluster-1	t10_fai-gene-cluster-1	t11_fai-gene-cluster-1	t12_fai-gene-cluster-1	t13_fai-gene-cluster-1	t14_fai-gene-cluster-1	t15_fai-gene-cluster-1	t16_fai-gene-cluster-1	t17_fai-gene-cluster-1	t18_fai-gene-cluster-1	t19_fai-gene-cluster-1	t1_fai-gene-cluster-1	t20_fai-gene-cluster-1	t21_fai-gene-cluster-1	t22_fai-gene-cluster-1	t23_fai-gene-cluster-1	t24_fai-gene-cluster-1	t25_fai-gene-cluster-1	t26_fai-gene-cluster-1	t27_fai-gene-cluster-1	t28_fai-gene-cluster-1	t29_fai-gene-cluster-1	t2_fai-gene-cluster-1	t30_fai-gene-cluster-1	t3_fai-gene-cluster-1	t4_fai-gene-cluster-1	t5_fai-gene-cluster-1	t6_fai-gene-cluster-1	t7_fai-gene-cluster-1	t8_fai-gene-cluster-1	t9_fai-gene-cluster-1
N15.HOG0000041	OG0000018	n33					AAT_000142													AAG_000139											AAC_000140		
N15.HOG0000042	OG0000019	n36					AAT_000189													AAG_000184											AAC_000183		
N15.HOG0000043	OG0000020	n20					AAT_000147													AAG_000144											AAC_000145		
N15.HOG0000044	OG0000021	n6					AAT_000176													AAG_000171											AAC_000171		
N15.HOG0000045	OG0000022	n8					AAT_000134													AAG_000131											AAC_000132		
N15.HOG0000046	OG0000023	n7					AAT_000148													AAG_000145											AAC_000146		
N15.HOG0000047	OG0000024	n17					AAT_000181													AAG_000176											AAC_000176		
N15.HOG0000048	OG0000025	n11					AAT_000182													AAG_000177											AAC_000177		
N15.HOG0000049	OG0000026	n0					AAT_000185													AAG_000180											AAC_000180		
N15.HOG0000050	OG0000027	n0					AAT_000155													AAG_000152											AAC_000154		
N15.HOG0000051	OG0000028	n8					AAT_000180													AAG_000175											AAC_000175		
N15.HOG0000052	OG0000029	n0					AAT_000184													AAG_000179											AAC_000179		
N15.HOG0000053	OG0000030	n1					AAT_000137													AAG_000134											AAC_000135		
N15.HOG0000054	OG0000032	n0					AAT_000190													AAG_000185											AAC_000184		
N15.HOG0000055	OG0000033	n0					AAT_000171													AAG_000166											AAC_000166		
N15.HOG0000056	OG0000034	n7					AAT_000169													AAG_000164											AAC_000165		
N15.HOG0000057	OG0000034	n13					AAT_000170													AAG_000165													
N15.HOG0000058	OG0000036	n0					AAT_000173													AAG_000168											AAC_000168		
