og	og_order	genbank	og_presence	copy_count
OG_63	5	t27_fai-gene-cluster	1	
OG_63	5	t9_fai-gene-cluster-	0	
OG_63	5	t6_fai-gene-cluster-	0	
OG_63	5	t30_fai-gene-cluster	0	
OG_63	5	t29_fai-gene-cluster	0	
OG_63	5	t15_fai-gene-cluster	0	
OG_63	5	t22_fai-gene-cluster	0	
OG_63	5	t12_fai-gene-cluster	0	
OG_63	5	t16_fai-gene-cluster	0	
OG_63	5	t7_fai-gene-cluster-	0	
OG_63	5	t21_fai-gene-cluster	0	
OG_63	5	t19_fai-gene-cluster	0	
OG_63	5	t14_fai-gene-cluster	0	
OG_63	5	t3_fai-gene-cluster-	0	
OG_63	5	t1_fai-gene-cluster-	0	
OG_63	5	t13_fai-gene-cluster	0	
OG_63	5	t11_fai-gene-cluster	0	
OG_63	5	t17_fai-gene-cluster	0	
OG_63	5	t5_fai-gene-cluster-	1	
OG_63	5	t8_fai-gene-cluster-	0	
OG_63	5	t18_fai-gene-cluster	0	
OG_63	5	t26_fai-gene-cluster	0	
OG_63	5	t28_fai-gene-cluster	0	
OG_63	5	t25_fai-gene-cluster	0	
OG_63	5	t2_fai-gene-cluster-	0	
OG_63	5	t20_fai-gene-cluster	0	
OG_63	5	t23_fai-gene-cluster	0	
OG_63	5	t4_fai-gene-cluster-	1	
OG_63	5	t24_fai-gene-cluster	0	
OG_9	6	t10_fai-gene-cluster	1	
OG_9	6	Ref_Epa_from_V583_fa	1	
OG_9	6	t27_fai-gene-cluster	1	2
OG_9	6	t9_fai-gene-cluster-	1	
OG_9	6	t6_fai-gene-cluster-	1	2
OG_9	6	t30_fai-gene-cluster	1	2
OG_9	6	t29_fai-gene-cluster	1	2
OG_9	6	t15_fai-gene-cluster	1	
OG_9	6	t22_fai-gene-cluster	1	
OG_9	6	t12_fai-gene-cluster	1	
OG_9	6	t16_fai-gene-cluster	1	3
OG_9	6	t7_fai-gene-cluster-	1	
OG_9	6	t21_fai-gene-cluster	1	2
OG_9	6	t19_fai-gene-cluster	1	
OG_9	6	t14_fai-gene-cluster	0	
OG_9	6	t3_fai-gene-cluster-	1	
OG_9	6	t1_fai-gene-cluster-	1	
OG_9	6	t13_fai-gene-cluster	1	
OG_9	6	t11_fai-gene-cluster	1	2
OG_9	6	t17_fai-gene-cluster	0	
OG_9	6	t5_fai-gene-cluster-	1	2
OG_9	6	t8_fai-gene-cluster-	1	
OG_9	6	t18_fai-gene-cluster	1	2
OG_9	6	t26_fai-gene-cluster	1	2
OG_9	6	t28_fai-gene-cluster	1	
OG_9	6	t25_fai-gene-cluster	1	
OG_9	6	t2_fai-gene-cluster-	1	2
OG_9	6	t20_fai-gene-cluster	1	
OG_9	6	t23_fai-gene-cluster	1	
OG_9	6	t4_fai-gene-cluster-	1	2
OG_9	6	t24_fai-gene-cluster	1	
OG_66	7	t10_fai-gene-cluster	1	
OG_66	7	Ref_Epa_from_V583_fa	0	
OG_66	7	t27_fai-gene-cluster	1	
OG_66	7	t9_fai-gene-cluster-	0	
OG_66	7	t6_fai-gene-cluster-	1	
OG_66	7	t30_fai-gene-cluster	1	
OG_66	7	t29_fai-gene-cluster	1	
OG_66	7	t15_fai-gene-cluster	1	
OG_66	7	t22_fai-gene-cluster	1	
OG_66	7	t12_fai-gene-cluster	0	
OG_66	7	t16_fai-gene-cluster	1	
OG_66	7	t7_fai-gene-cluster-	1	
OG_66	7	t21_fai-gene-cluster	1	
OG_66	7	t19_fai-gene-cluster	1	
OG_66	7	t14_fai-gene-cluster	1	2
OG_66	7	t3_fai-gene-cluster-	1	
OG_66	7	t1_fai-gene-cluster-	0	
OG_66	7	t13_fai-gene-cluster	1	
OG_66	7	t11_fai-gene-cluster	1	
OG_66	7	t17_fai-gene-cluster	1	
OG_66	7	t5_fai-gene-cluster-	1	
OG_66	7	t8_fai-gene-cluster-	1	
OG_66	7	t18_fai-gene-cluster	1	
OG_66	7	t26_fai-gene-cluster	1	
OG_66	7	t28_fai-gene-cluster	0	
OG_66	7	t25_fai-gene-cluster	1	
OG_66	7	t2_fai-gene-cluster-	1	
OG_66	7	t20_fai-gene-cluster	0	
OG_66	7	t23_fai-gene-cluster	1	
OG_66	7	t4_fai-gene-cluster-	1	
OG_66	7	t24_fai-gene-cluster	0	
OG_90	8	t10_fai-gene-cluster	0	
OG_90	8	Ref_Epa_from_V583_fa	0	
OG_90	8	t27_fai-gene-cluster	1	
OG_90	8	t9_fai-gene-cluster-	0	
OG_90	8	t6_fai-gene-cluster-	0	
OG_90	8	t30_fai-gene-cluster	0	
OG_90	8	t29_fai-gene-cluster	0	
OG_90	8	t15_fai-gene-cluster	0	
OG_90	8	t22_fai-gene-cluster	0	
OG_90	8	t12_fai-gene-cluster	0	
OG_90	8	t16_fai-gene-cluster	0	
OG_90	8	t7_fai-gene-cluster-	0	
OG_90	8	t21_fai-gene-cluster	0	
OG_90	8	t19_fai-gene-cluster	0	
OG_90	8	t14_fai-gene-cluster	0	
OG_90	8	t3_fai-gene-cluster-	0	
OG_90	8	t1_fai-gene-cluster-	0	
OG_90	8	t13_fai-gene-cluster	0	
OG_90	8	t11_fai-gene-cluster	0	
OG_90	8	t17_fai-gene-cluster	0	
OG_90	8	t5_fai-gene-cluster-	0	
OG_90	8	t8_fai-gene-cluster-	0	
OG_90	8	t18_fai-gene-cluster	0	
OG_90	8	t26_fai-gene-cluster	0	
OG_90	8	t28_fai-gene-cluster	0	
OG_90	8	t25_fai-gene-cluster	0	
OG_90	8	t2_fai-gene-cluster-	0	
OG_90	8	t20_fai-gene-cluster	0	
OG_90	8	t23_fai-gene-cluster	0	
OG_90	8	t4_fai-gene-cluster-	0	
OG_90	8	t24_fai-gene-cluster	0	
OG_73	9	t10_fai-gene-cluster	1	
OG_73	9	Ref_Epa_from_V583_fa	0	
OG_73	9	t27_fai-gene-cluster	0	
OG_73	9	t9_fai-gene-cluster-	0	
OG_73	9	t6_fai-gene-cluster-	1	
OG_73	9	t30_fai-gene-cluster	0	
OG_73	9	t29_fai-gene-cluster	0	
OG_73	9	t15_fai-gene-cluster	0	
OG_73	9	t22_fai-gene-cluster	0	
OG_73	9	t12_fai-gene-cluster	0	
OG_73	9	t16_fai-gene-cluster	0	
OG_73	9	t7_fai-gene-cluster-	0	
OG_73	9	t21_fai-gene-cluster	1	
OG_73	9	t19_fai-gene-cluster	0	
OG_73	9	t14_fai-gene-cluster	0	
OG_73	9	t3_fai-gene-cluster-	0	
OG_73	9	t1_fai-gene-cluster-	0	
OG_73	9	t13_fai-gene-cluster	0	
OG_73	9	t11_fai-gene-cluster	0	
OG_73	9	t17_fai-gene-cluster	0	
OG_73	9	t5_fai-gene-cluster-	0	
OG_73	9	t8_fai-gene-cluster-	0	
OG_73	9	t18_fai-gene-cluster	0	
OG_73	9	t26_fai-gene-cluster	0	
OG_73	9	t28_fai-gene-cluster	0	
OG_73	9	t25_fai-gene-cluster	0	
OG_73	9	t2_fai-gene-cluster-	1	
OG_73	9	t20_fai-gene-cluster	0	
OG_73	9	t23_fai-gene-cluster	0	
OG_73	9	t4_fai-gene-cluster-	0	
OG_73	9	t24_fai-gene-cluster	0	
OG_22	10	t10_fai-gene-cluster	1	
OG_22	10	Ref_Epa_from_V583_fa	1	
OG_22	10	t27_fai-gene-cluster	0	
OG_22	10	t9_fai-gene-cluster-	1	
OG_22	10	t6_fai-gene-cluster-	1	
OG_22	10	t30_fai-gene-cluster	1	
OG_22	10	t29_fai-gene-cluster	0	
OG_22	10	t15_fai-gene-cluster	1	
OG_22	10	t22_fai-gene-cluster	1	
OG_22	10	t12_fai-gene-cluster	1	
OG_22	10	t16_fai-gene-cluster	0	
OG_22	10	t7_fai-gene-cluster-	1	
OG_22	10	t21_fai-gene-cluster	1	
OG_22	10	t19_fai-gene-cluster	1	
OG_22	10	t14_fai-gene-cluster	1	
OG_22	10	t3_fai-gene-cluster-	1	
OG_22	10	t1_fai-gene-cluster-	1	
OG_22	10	t13_fai-gene-cluster	1	
OG_22	10	t11_fai-gene-cluster	1	
OG_22	10	t17_fai-gene-cluster	0	
OG_22	10	t5_fai-gene-cluster-	0	
OG_22	10	t8_fai-gene-cluster-	0	
OG_22	10	t18_fai-gene-cluster	1	
OG_22	10	t26_fai-gene-cluster	0	
OG_22	10	t28_fai-gene-cluster	1	
OG_22	10	t25_fai-gene-cluster	1	
OG_22	10	t2_fai-gene-cluster-	1	
OG_22	10	t20_fai-gene-cluster	1	
OG_22	10	t23_fai-gene-cluster	1	
OG_22	10	t4_fai-gene-cluster-	0	
OG_22	10	t24_fai-gene-cluster	1	
OG_59	11	t10_fai-gene-cluster	0	
OG_59	11	Ref_Epa_from_V583_fa	0	
OG_59	11	t27_fai-gene-cluster	0	
OG_59	11	t9_fai-gene-cluster-	1	
OG_59	11	t6_fai-gene-cluster-	0	
OG_59	11	t30_fai-gene-cluster	0	
OG_59	11	t29_fai-gene-cluster	0	
OG_59	11	t15_fai-gene-cluster	1	
OG_59	11	t22_fai-gene-cluster	1	
OG_59	11	t12_fai-gene-cluster	0	
OG_59	11	t16_fai-gene-cluster	0	
OG_59	11	t7_fai-gene-cluster-	1	
OG_59	11	t21_fai-gene-cluster	0	
OG_59	11	t19_fai-gene-cluster	0	
OG_59	11	t14_fai-gene-cluster	0	
OG_59	11	t3_fai-gene-cluster-	0	
OG_59	11	t1_fai-gene-cluster-	0	
OG_59	11	t13_fai-gene-cluster	1	
OG_59	11	t11_fai-gene-cluster	0	
OG_59	11	t17_fai-gene-cluster	0	
OG_59	11	t5_fai-gene-cluster-	0	
OG_59	11	t8_fai-gene-cluster-	0	
OG_59	11	t18_fai-gene-cluster	0	
OG_59	11	t26_fai-gene-cluster	0	
OG_59	11	t28_fai-gene-cluster	1	
OG_59	11	t25_fai-gene-cluster	1	
OG_59	11	t2_fai-gene-cluster-	0	
OG_59	11	t20_fai-gene-cluster	0	
OG_59	11	t23_fai-gene-cluster	0	
OG_59	11	t4_fai-gene-cluster-	0	
OG_59	11	t24_fai-gene-cluster	1	
OG_31	12	t10_fai-gene-cluster	0	
OG_31	12	Ref_Epa_from_V583_fa	0	
OG_31	12	t27_fai-gene-cluster	0	
OG_31	12	t9_fai-gene-cluster-	0	
OG_31	12	t6_fai-gene-cluster-	0	
OG_31	12	t30_fai-gene-cluster	1	
OG_31	12	t29_fai-gene-cluster	0	
OG_31	12	t15_fai-gene-cluster	0	
OG_31	12	t22_fai-gene-cluster	0	
OG_31	12	t12_fai-gene-cluster	0	
OG_31	12	t16_fai-gene-cluster	0	
OG_31	12	t7_fai-gene-cluster-	0	
OG_31	12	t21_fai-gene-cluster	0	
OG_31	12	t19_fai-gene-cluster	0	
OG_31	12	t14_fai-gene-cluster	1	2
OG_31	12	t3_fai-gene-cluster-	0	
OG_31	12	t1_fai-gene-cluster-	1	
OG_31	12	t13_fai-gene-cluster	0	
OG_31	12	t11_fai-gene-cluster	1	
OG_31	12	t17_fai-gene-cluster	0	
OG_31	12	t5_fai-gene-cluster-	0	
OG_31	12	t8_fai-gene-cluster-	0	
OG_31	12	t18_fai-gene-cluster	1	
OG_31	12	t26_fai-gene-cluster	0	
OG_31	12	t28_fai-gene-cluster	0	
OG_31	12	t25_fai-gene-cluster	0	
OG_31	12	t2_fai-gene-cluster-	0	
OG_31	12	t20_fai-gene-cluster	0	
OG_31	12	t23_fai-gene-cluster	0	
OG_31	12	t4_fai-gene-cluster-	0	
OG_31	12	t24_fai-gene-cluster	0	
OG_47	13	t10_fai-gene-cluster	0	
OG_47	13	Ref_Epa_from_V583_fa	0	
OG_47	13	t27_fai-gene-cluster	0	
OG_47	13	t9_fai-gene-cluster-	0	
OG_47	13	t6_fai-gene-cluster-	0	
OG_47	13	t30_fai-gene-cluster	0	
OG_47	13	t29_fai-gene-cluster	0	
OG_47	13	t15_fai-gene-cluster	0	
OG_47	13	t22_fai-gene-cluster	0	
OG_47	13	t12_fai-gene-cluster	0	
OG_47	13	t16_fai-gene-cluster	0	
OG_47	13	t7_fai-gene-cluster-	0	
OG_47	13	t21_fai-gene-cluster	0	
OG_47	13	t19_fai-gene-cluster	1	
OG_47	13	t14_fai-gene-cluster	0	
OG_47	13	t3_fai-gene-cluster-	0	
OG_47	13	t1_fai-gene-cluster-	0	
OG_47	13	t13_fai-gene-cluster	0	
OG_47	13	t11_fai-gene-cluster	0	
OG_47	13	t17_fai-gene-cluster	1	
OG_47	13	t5_fai-gene-cluster-	0	
OG_47	13	t8_fai-gene-cluster-	1	
OG_47	13	t18_fai-gene-cluster	0	
OG_47	13	t26_fai-gene-cluster	0	
OG_47	13	t28_fai-gene-cluster	0	
OG_47	13	t25_fai-gene-cluster	0	
OG_47	13	t2_fai-gene-cluster-	0	
OG_47	13	t20_fai-gene-cluster	0	
OG_47	13	t23_fai-gene-cluster	0	
OG_47	13	t4_fai-gene-cluster-	1	
OG_47	13	t24_fai-gene-cluster	0	
OG_39	14	t10_fai-gene-cluster	1	2
OG_39	14	Ref_Epa_from_V583_fa	1	
OG_39	14	t27_fai-gene-cluster	1	
OG_39	14	t9_fai-gene-cluster-	1	2
OG_39	14	t6_fai-gene-cluster-	1	2
OG_39	14	t30_fai-gene-cluster	1	2
OG_39	14	t29_fai-gene-cluster	1	
OG_39	14	t15_fai-gene-cluster	1	
OG_39	14	t22_fai-gene-cluster	1	
OG_39	14	t12_fai-gene-cluster	1	2
OG_39	14	t16_fai-gene-cluster	1	
OG_39	14	t7_fai-gene-cluster-	1	
OG_39	14	t21_fai-gene-cluster	1	
OG_39	14	t19_fai-gene-cluster	1	2
OG_39	14	t14_fai-gene-cluster	1	2
OG_39	14	t3_fai-gene-cluster-	1	
OG_39	14	t1_fai-gene-cluster-	1	
OG_39	14	t13_fai-gene-cluster	1	
OG_39	14	t11_fai-gene-cluster	1	2
OG_39	14	t17_fai-gene-cluster	1	2
OG_39	14	t5_fai-gene-cluster-	0	
OG_39	14	t8_fai-gene-cluster-	1	2
OG_39	14	t18_fai-gene-cluster	1	2
OG_39	14	t26_fai-gene-cluster	1	
OG_39	14	t28_fai-gene-cluster	1	2
OG_39	14	t25_fai-gene-cluster	1	
OG_39	14	t2_fai-gene-cluster-	1	2
OG_39	14	t20_fai-gene-cluster	1	
OG_39	14	t23_fai-gene-cluster	1	
OG_39	14	t4_fai-gene-cluster-	1	
OG_39	14	t24_fai-gene-cluster	1	2
OG_97	15	t10_fai-gene-cluster	1	
OG_97	15	Ref_Epa_from_V583_fa	0	
OG_97	15	t27_fai-gene-cluster	0	
OG_97	15	t9_fai-gene-cluster-	0	
OG_97	15	t6_fai-gene-cluster-	0	
OG_97	15	t30_fai-gene-cluster	0	
OG_97	15	t29_fai-gene-cluster	0	
OG_97	15	t15_fai-gene-cluster	0	
OG_97	15	t22_fai-gene-cluster	0	
OG_97	15	t12_fai-gene-cluster	0	
OG_97	15	t16_fai-gene-cluster	0	
OG_97	15	t7_fai-gene-cluster-	0	
OG_97	15	t21_fai-gene-cluster	0	
OG_97	15	t19_fai-gene-cluster	0	
OG_97	15	t14_fai-gene-cluster	0	
OG_97	15	t3_fai-gene-cluster-	0	
OG_97	15	t1_fai-gene-cluster-	0	
OG_97	15	t13_fai-gene-cluster	0	
OG_97	15	t11_fai-gene-cluster	0	
OG_97	15	t17_fai-gene-cluster	0	
OG_97	15	t5_fai-gene-cluster-	0	
OG_97	15	t8_fai-gene-cluster-	0	
OG_97	15	t18_fai-gene-cluster	0	
OG_97	15	t26_fai-gene-cluster	0	
OG_97	15	t28_fai-gene-cluster	0	
OG_97	15	t25_fai-gene-cluster	0	
OG_97	15	t2_fai-gene-cluster-	0	
OG_97	15	t20_fai-gene-cluster	0	
OG_97	15	t23_fai-gene-cluster	0	
OG_97	15	t4_fai-gene-cluster-	0	
OG_97	15	t24_fai-gene-cluster	0	
OG_40	16	t10_fai-gene-cluster	1	
OG_40	16	Ref_Epa_from_V583_fa	1	
OG_40	16	t27_fai-gene-cluster	1	3
OG_40	16	t9_fai-gene-cluster-	1	
OG_40	16	t6_fai-gene-cluster-	1	2
OG_40	16	t30_fai-gene-cluster	1	
OG_40	16	t29_fai-gene-cluster	1	
OG_40	16	t15_fai-gene-cluster	1	
OG_40	16	t22_fai-gene-cluster	1	
OG_40	16	t12_fai-gene-cluster	1	
OG_40	16	t16_fai-gene-cluster	1	2
OG_40	16	t7_fai-gene-cluster-	1	
OG_40	16	t21_fai-gene-cluster	1	2
OG_40	16	t19_fai-gene-cluster	1	2
OG_40	16	t14_fai-gene-cluster	1	2
OG_40	16	t3_fai-gene-cluster-	1	
OG_40	16	t1_fai-gene-cluster-	1	
OG_40	16	t13_fai-gene-cluster	1	
OG_40	16	t11_fai-gene-cluster	1	
OG_40	16	t17_fai-gene-cluster	1	2
OG_40	16	t5_fai-gene-cluster-	1	
OG_40	16	t8_fai-gene-cluster-	1	
OG_40	16	t18_fai-gene-cluster	1	
OG_40	16	t26_fai-gene-cluster	1	
OG_40	16	t28_fai-gene-cluster	1	
OG_40	16	t25_fai-gene-cluster	1	
OG_40	16	t2_fai-gene-cluster-	1	2
OG_40	16	t20_fai-gene-cluster	1	2
OG_40	16	t23_fai-gene-cluster	1	
OG_40	16	t4_fai-gene-cluster-	1	
OG_40	16	t24_fai-gene-cluster	1	
OG_49	17	t10_fai-gene-cluster	0	
OG_49	17	Ref_Epa_from_V583_fa	0	
OG_49	17	t27_fai-gene-cluster	0	
OG_49	17	t9_fai-gene-cluster-	0	
OG_49	17	t6_fai-gene-cluster-	0	
OG_49	17	t30_fai-gene-cluster	0	
OG_49	17	t29_fai-gene-cluster	0	
OG_49	17	t15_fai-gene-cluster	0	
OG_49	17	t22_fai-gene-cluster	1	
OG_49	17	t12_fai-gene-cluster	1	
OG_49	17	t16_fai-gene-cluster	1	
OG_49	17	t7_fai-gene-cluster-	1	
OG_49	17	t21_fai-gene-cluster	0	
OG_49	17	t19_fai-gene-cluster	1	
OG_49	17	t14_fai-gene-cluster	0	
OG_49	17	t3_fai-gene-cluster-	0	
OG_49	17	t1_fai-gene-cluster-	1	
OG_49	17	t13_fai-gene-cluster	1	
OG_49	17	t11_fai-gene-cluster	0	
OG_49	17	t17_fai-gene-cluster	1	
OG_49	17	t5_fai-gene-cluster-	0	
OG_49	17	t8_fai-gene-cluster-	1	
OG_49	17	t18_fai-gene-cluster	0	
OG_49	17	t26_fai-gene-cluster	0	
OG_49	17	t28_fai-gene-cluster	0	
OG_49	17	t25_fai-gene-cluster	1	
OG_49	17	t2_fai-gene-cluster-	0	
OG_49	17	t20_fai-gene-cluster	1	
OG_49	17	t23_fai-gene-cluster	1	
OG_49	17	t4_fai-gene-cluster-	0	
OG_49	17	t24_fai-gene-cluster	0	
OG_41	18	t10_fai-gene-cluster	1	2
OG_41	18	Ref_Epa_from_V583_fa	1	
OG_41	18	t27_fai-gene-cluster	1	
OG_41	18	t9_fai-gene-cluster-	1	
OG_41	18	t6_fai-gene-cluster-	1	2
OG_41	18	t30_fai-gene-cluster	1	
OG_41	18	t29_fai-gene-cluster	1	
OG_41	18	t15_fai-gene-cluster	1	
OG_41	18	t22_fai-gene-cluster	1	
OG_41	18	t12_fai-gene-cluster	1	
OG_41	18	t16_fai-gene-cluster	1	2
OG_41	18	t7_fai-gene-cluster-	1	2
OG_41	18	t21_fai-gene-cluster	1	
OG_41	18	t19_fai-gene-cluster	1	2
OG_41	18	t14_fai-gene-cluster	1	
OG_41	18	t3_fai-gene-cluster-	1	
OG_41	18	t1_fai-gene-cluster-	1	
OG_41	18	t13_fai-gene-cluster	1	2
OG_41	18	t11_fai-gene-cluster	1	
OG_41	18	t17_fai-gene-cluster	1	2
OG_41	18	t5_fai-gene-cluster-	1	
OG_41	18	t8_fai-gene-cluster-	1	2
OG_41	18	t18_fai-gene-cluster	1	
OG_41	18	t26_fai-gene-cluster	1	
OG_41	18	t28_fai-gene-cluster	1	
OG_41	18	t25_fai-gene-cluster	1	2
OG_41	18	t2_fai-gene-cluster-	1	2
OG_41	18	t20_fai-gene-cluster	1	
OG_41	18	t23_fai-gene-cluster	1	
OG_41	18	t4_fai-gene-cluster-	1	2
OG_41	18	t24_fai-gene-cluster	1	
OG_85	19	t10_fai-gene-cluster	0	
OG_85	19	Ref_Epa_from_V583_fa	0	
OG_85	19	t27_fai-gene-cluster	0	
OG_85	19	t9_fai-gene-cluster-	0	
OG_85	19	t6_fai-gene-cluster-	0	
OG_85	19	t30_fai-gene-cluster	0	
OG_85	19	t29_fai-gene-cluster	0	
OG_85	19	t15_fai-gene-cluster	0	
OG_85	19	t22_fai-gene-cluster	1	
OG_85	19	t12_fai-gene-cluster	0	
OG_85	19	t16_fai-gene-cluster	0	
OG_85	19	t7_fai-gene-cluster-	0	
OG_85	19	t21_fai-gene-cluster	0	
OG_85	19	t19_fai-gene-cluster	0	
OG_85	19	t14_fai-gene-cluster	0	
OG_85	19	t3_fai-gene-cluster-	0	
OG_85	19	t1_fai-gene-cluster-	0	
OG_85	19	t13_fai-gene-cluster	0	
OG_85	19	t11_fai-gene-cluster	0	
OG_85	19	t17_fai-gene-cluster	0	
OG_85	19	t5_fai-gene-cluster-	0	
OG_85	19	t8_fai-gene-cluster-	0	
OG_85	19	t18_fai-gene-cluster	0	
OG_85	19	t26_fai-gene-cluster	0	
OG_85	19	t28_fai-gene-cluster	0	
OG_85	19	t25_fai-gene-cluster	0	
OG_85	19	t2_fai-gene-cluster-	0	
OG_85	19	t20_fai-gene-cluster	0	
OG_85	19	t23_fai-gene-cluster	0	
OG_85	19	t4_fai-gene-cluster-	0	
OG_85	19	t24_fai-gene-cluster	0	
OG_2	20	t10_fai-gene-cluster	1	
OG_2	20	Ref_Epa_from_V583_fa	1	
OG_2	20	t27_fai-gene-cluster	1	
OG_2	20	t9_fai-gene-cluster-	1	
OG_2	20	t6_fai-gene-cluster-	1	
